pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,580577,456018,78.60%,116015,25.40%,YESSO NAIK,male,71,GA2024PC01
South Goa,2,GEN,Goa,Captain Viriato Fernandes,Indian National Congress,598767,450520,75.20%,13535,3.00%,PRUDENTE FERNANDES,male,54,GA2024PC02
