pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
Arunachal East,2,GENP,Arunachal Pradesh,Tapir Gao,Bharatiya Janta Party,375310,323443,86.20%,30421,9.40%,LATE TAPOR GAO,male,59,AR2024PC02
Arunachal West,1,GENP,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,517384,399804,77.30%,100738,25.20%,RINCHIN KHARU,male,53,AR2024PC01
