pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
Anantnag,3,,Jammu & Kashmir,Mian Altaf Ahmad,Jammu & Kashmir National Conference,1836576,1026148,55.90%,281794,27.50%,MIAN BASHIR AHMAD,male,66,JK2024PC03
Baramulla,1,,Jammu & Kashmir,Abdul Rashid Sheikh,Independent,1737865,1033900,59.50%,204142,19.70%,MOHAMMAD KHAZIR SHEIKH,male,58,JK2024PC01
Jammu,5,,Jammu & Kashmir,Jugal Kishore,Bharatiya Janta Party,1780835,1302176,73.10%,135498,10.40%,LATE SH BAL KRISHAN,male,61,JK2024PC05
Srinagar,2,,Jammu & Kashmir,Aga Syed Ruhullah Mehdi,Jammu & Kashmir National Conference,1747810,675242,38.60%,188416,27.90%,AGA SYED MEHDI,male,46,JK2024PC02
Udhampur,4,,Jammu & Kashmir,Dr Jitendra Singh,Bharatiya Janta Party,1623195,1113727,68.60%,124373,11.20%,LATE SH RAJINDER SINGH,male,67,JK2024PC04
