[LINE 403] UID=BR1952PC46 | family_rows=1 | sources_rows=3
[LINE 404] UID=BR1952PC46 | family_rows=1 | sources_rows=2
[LINE 405] UID=WB1952PC295 | family_rows=1 | sources_rows=3
[LINE 406] UID=BR1952PC21 | family_rows=1 | sources_rows=5
[LINE 407] UID=BR1952PC24 | family_rows=1 | sources_rows=5
[LINE 408] UID=BR1952PC24 | family_rows=1 | sources_rows=5
[LINE 409] UID=BR1952PC22 | family_rows=1 | sources_rows=3
[LINE 410] UID=BR1952PC20 | family_rows=1 | sources_rows=3
[LINE 411] UID=BR1952PC23 | family_rows=1 | sources_rows=1
[LINE 412] UID=MP1952PC400 | family_rows=1 | sources_rows=3
[LINE 413] UID=MP1952PC383 | family_rows=1 | sources_rows=3
[LINE 414] Existing error preserved | UID=WB1952PC290
[LINE 415] UID=BR1952PC19 | family_rows=1 | sources_rows=3
[LINE 416] UID=BR1952PC18 | family_rows=1 | sources_rows=3
[LINE 417] UID=BR1952PC18 | family_rows=1 | sources_rows=3
[LINE 418] UID=MP1952PC398 | family_rows=1 | sources_rows=3
[LINE 419] UID=MP1952PC398 | family_rows=1 | sources_rows=1
[LINE 420] UID=UP1952PC244 | family_rows=1 | sources_rows=1
[LINE 421] UID=UP1952PC244 | family_rows=1 | sources_rows=4
[LINE 422] UID=MP1952PC328 | family_rows=1 | sources_rows=4
[LINE 423] UID=MP1952PC328 | family_rows=1 | sources_rows=3
[LINE 424] UID=KA1952PC340 | family_rows=1 | sources_rows=4
[LINE 425] UID=MH1952PC77 | family_rows=1 | sources_rows=4
[LINE 426] UID=MH1952PC77 | family_rows=1 | sources_rows=3
[LINE 427] UID=AS1952PC09 | family_rows=1 | sources_rows=3
[LINE 428] UID=RJ1952PC355 | family_rows=1 | sources_rows=4
[LINE 429] UID=RJ1952PC353 | family_rows=1 | sources_rows=2
[LINE 430] UID=UP1952PC245 | family_rows=1 | sources_rows=4
[LINE 431] UID=UP1952PC245 | family_rows=7 | sources_rows=6
[LINE 432] UID=GJ1952PC369 | family_rows=1 | sources_rows=4
[LINE 433] UID=TN1952PC170 | family_rows=1 | sources_rows=1
[LINE 434] UID=TN1952PC171 | family_rows=1 | sources_rows=2
[LINE 435] UID=MH1952PC79 | family_rows=8 | sources_rows=6
[LINE 436] UID=TN1952PC116 | family_rows=2 | sources_rows=1
[LINE 437] UID=TN1952PC162 | family_rows=1 | sources_rows=1
[LINE 438] UID=TN1952PC166 | family_rows=1 | sources_rows=6
[LINE 439] UID=UP1952PC250 | family_rows=1 | sources_rows=5
[LINE 440] UID=UP1952PC251 | family_rows=1 | sources_rows=2
[LINE 441] UID=OR1952PC182 | family_rows=1 | sources_rows=4
[LINE 442] UID=MH1952PC65 | family_rows=1 | sources_rows=2
[LINE 443] UID=MH1952PC65 | family_rows=1 | sources_rows=3
[LINE 444] UID=MP1952PC92 | family_rows=1 | sources_rows=1
[LINE 445] UID=MP1952PC92 | family_rows=2 | sources_rows=3
[LINE 446] UID=WB1952PC286 | family_rows=1 | sources_rows=3
[LINE 447] UID=TN1952PC156 | family_rows=1 | sources_rows=4
[LINE 448] UID=PB1952PC206 | family_rows=3 | sources_rows=4
[LINE 449] UID=TN1952PC173 | family_rows=1 | sources_rows=3
[LINE 450] UID=TN1952PC126 | family_rows=1 | sources_rows=5
[LINE 451] UID=MH1952PC66 | family_rows=1 | sources_rows=6
[LINE 452] UID=MH1952PC66 | family_rows=1 | sources_rows=3
[LINE 453] UID=KL1952PC375 | family_rows=1 | sources_rows=3
[LINE 454] UID=TN1952PC160 | family_rows=1 | sources_rows=2
[LINE 455] UID=TN1952PC160 | family_rows=1 | sources_rows=3
[LINE 456] UID=TN1952PC149 | family_rows=1 | sources_rows=3
[LINE 457] UID=TN1952PC155 | family_rows=1 | sources_rows=4
[LINE 458] UID=TN1952PC161 | family_rows=1 | sources_rows=4
[LINE 459] UID=TN1952PC138 | family_rows=1 | sources_rows=4
[LINE 460] UID=TN1952PC150 | family_rows=1 | sources_rows=3
[LINE 461] UID=TN1952PC140 | family_rows=1 | sources_rows=5
[LINE 462] UID=TN1952PC140 | family_rows=1 | sources_rows=4
[LINE 463] UID=RJ1952PC357 | family_rows=1 | sources_rows=3
[LINE 464] UID=KL1952PC380 | family_rows=1 | sources_rows=4
[LINE 465] UID=TR1952PC396 | family_rows=1 | sources_rows=4
[LINE 466] UID=TR1952PC397 | family_rows=1 | sources_rows=4
[LINE 467] UID=KL1952PC371 | family_rows=1 | sources_rows=3
[LINE 468] UID=KA1952PC334 | family_rows=1 | sources_rows=1
[LINE 469] UID=RJ1952PC359 | family_rows=1 | sources_rows=5
[LINE 470] UID=MP1952PC327 | family_rows=1 | sources_rows=3
[LINE 471] UID=WB1952PC288 | family_rows=1 | sources_rows=3
[LINE 472] UID=UP1952PC242 | family_rows=1 | sources_rows=3
[LINE 473] UID=UP1952PC242 | family_rows=1 | sources_rows=3
[LINE 474] UID=TN1952PC143 | family_rows=1 | sources_rows=3
[LINE 475] UID=TN1952PC143 | family_rows=1 | sources_rows=3
[LINE 476] UID=TN1952PC125 | family_rows=3 | sources_rows=4
[LINE 477] UID=TG1952PC310 | family_rows=1 | sources_rows=3
[LINE 478] UID=TN1952PC119 | family_rows=1 | sources_rows=3
[LINE 479] UID=TN1952PC119 | family_rows=1 | sources_rows=3
[LINE 480] UID=TN1952PC118 | family_rows=1 | sources_rows=2
[LINE 481] UID=TN1952PC144 | family_rows=1 | sources_rows=4
[LINE 482] UID=TG1952PC321 | family_rows=1 | sources_rows=3
[LINE 483] UID=MP1952PC107 | family_rows=1 | sources_rows=4
[LINE 484] UID=WB1952PC278 | family_rows=1 | sources_rows=4
[LINE 485] UID=MH1952PC71 | family_rows=1 | sources_rows=3
[LINE 486] UID=MH1952PC71 | family_rows=1 | sources_rows=5
[LINE 487] UID=TG1952PC308 | family_rows=1 | sources_rows=2
[LINE 488] UID=MP1952PC113 | family_rows=1 | sources_rows=2
[LINE 489] UID=GJ1952PC366 | family_rows=1 | sources_rows=4

PROCESSING COMPLETE
Total family rows: 557
Total source rows: 1546
