AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Tuipang,1,GEN,Hiphei,Indian National Congress,7981,6496,81.4 %,746.0,11.5%
Sangau,2,GEN,K. Sangchhum,Indian National Congress,6368,4910,77.1 %,3.0,0.1%
Saiha,3,GEN,F. Lalramliana,Indian National Congress,14044,8976,63.9 %,753.0,8.4%
Chawngte,4,GEN,Arun Bikash,Indian National Congress,11711,6089,52.0 %,217.0,3.6%
Demagiri,5,GEN,Harikristo,Indian National Congress,7768,5119,65.9 %,122.0,2.4%
Buarpui,6,GEN,Brig. T. Sailo,Peoples Conference,6423,4515,70.3 %,826.0,18.3%
Lunglei,7,GEN,Lalhmingthana,Peoples Conference,10942,8641,79.0 %,846.0,9.8%
Tawipui,8,GEN,Z.D. Sangliana,Indian National Congress,7163,5388,75.2 %,283.0,5.3%
Hnahthial,9,GEN,Vanlalnghaka,Indian National Congress,9734,7710,79.2 %,4.0,0.1%
N.Vanlaiphai,10,GEN,C.L. Ruala,Indian National Congress,5796,RU,,,
Khawbung,11,GEN,Rochhunga Ralte,Indian National Congress,7574,5615,74.1 %,50.0,0.9%
Champhai,12,GEN,Lalhlira,Indian National Congress,8720,6792,77.9 %,276.0,4.1%
Khawhai,13,GEN,R. Lalawia,Independent,5678,4254,74.9 %,33.0,0.8%
Saitual,14,GEN,K. Biakchungnunga,Peoples Conference,9119,6646,72.9 %,29.0,0.4%
Ngopa,15,GEN,Zosiama Pachuau,Peoples Conference,7981,6210,77.8 %,222.0,3.6%
Suangpuilawn,16,GEN,H. Thansanga,Indian National Congress,7096,5993,84.5 %,128.0,2.1%
Ratu,17,GEN,R. Thangliana,Indian National Congress,8003,6443,80.5 %,60.0,0.9%
Kawnpui,18,GEN,Vaivenga,Indian National Congress,7597,6707,88.3 %,329.0,4.9%
Kolasib,19,GEN,Zalawma,Indian National Congress,10657,8161,76.6 %,416.0,5.1%
Kawrthah,20,GEN,Saaikapthaianga,Indian National Congress,9749,7513,77.1 %,452.0,6.0%
Sairang,21,GEN,Lalhuthanga,Indian National Congress,7914,5859,74.0 %,173.0,3.0%
Phuldungsei,22,GEN,Liansuama,Indian National Congress,7570,5309,70.1 %,1022.0,19.3%
Sateek,23,GEN,J. Thanghuama,Independent,6248,5176,82.8 %,517.0,10.0%
Serchhip,24,GEN,Lal Thanhawla,Indian National Congress,6636,5431,81.8 %,270.0,5.0%
Lungpho,25,GEN,K.L. Lianchia,Peoples Conference,5168,4238,82.0 %,228.0,5.4%
Tlungvel,26,GEN,Lallawmsanga Zadeng,Peoples Conference,5711,4912,86.0 %,26.0,0.5%
Aizawl North,27,GEN,Zairemthanga,Peoples Conference,11293,9040,80.0 %,2.0,0.0%
Aizawl East,28,GEN,Rokamlova,Indian National Congress,11782,8359,70.9 %,422.0,5.0%
Aizawl West,29,GEN,K. Thansiami,Peoples Conference,11217,8583,76.5 %,188.0,2.2%
Aizawl South,30,GEN,Sainghaka,Indian National Congress,12887,9294,72.1 %,259.0,2.8%
