AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Royapuram,1,GEN,P. Ponnurangam,Dravida Munetra Kazhagam,141692,72868,51.4 %,1591,2.2%
Harbour,2,GEN,A. Selvarajan,Dravida Munetra Kazhagam,150577,65557,43.5 %,5983,9.1%
Dr. Radhakrishnan Nagar,3,GEN,Isari Velan,All India Anna Dravida Munnetra Kazhagam,178751,80748,45.2 %,1488,1.8%
Park Town,4,GEN,T.S. Nallathambi,Dravida Munetra Kazhagam,145578,69199,47.5 %,3226,4.7%
Perambur,5,SC,S. Balan,Dravida Munetra Kazhagam,184688,80705,43.7 %,13468,16.7%
Purasawalkam,6,GEN,K. Anbazhagan,Dravida Munetra Kazhagam,203098,91943,45.3 %,19069,20.7%
Egmore,7,SC,S.Manimudi,Dravida Munetra Kazhagam,141812,69887,49.3 %,7332,10.5%
Anna Nagar,8,GEN,M. Karunanidhi,Dravida Munetra Kazhagam,178266,86717,48.6 %,16438,19.0%
Theagaraya Nagar,9,GEN,R.E. Chandran Jayapal,Dravida Munetra Kazhagam,180871,76185,42.1 %,1030,1.4%
Thousand Lights,10,GEN,S.J. Sadiq Pasha,Dravida Munetra Kazhagam,167463,72284,43.2 %,4858,6.7%
Chepauk,11,GEN,A. Rahaman Khan,Dravida Munetra Kazhagam,123253,64140,52.0 %,6629,10.3%
Triplicane,12,GEN,M. Aranganathan,Dravida Munetra Kazhagam,132743,66440,50.1 %,2127,3.2%
Mylapore,13,GEN,T.K. Kapali,Dravida Munetra Kazhagam,152323,77911,51.1 %,4906,6.3%
Saidapet,14,GEN,D. Purushothaman,Dravida Munetra Kazhagam,148319,74578,50.3 %,5278,7.1%
Gummidipundi,15,GEN,S. Munirathinam,All India Anna Dravida Munnetra Kazhagam,121875,77810,63.8 %,11267,14.5%
Ponneri,16,SC,S.M. Dorairaj,All India Anna Dravida Munnetra Kazhagam,134125,75794,56.5 %,11272,14.9%
Thiruvottiyur,17,GEN,P. Sigamony,All India Anna Dravida Munnetra Kazhagam,148299,85676,57.8 %,2463,2.9%
Villivakkam,18,GEN,K. Suppu,Dravida Munetra Kazhagam,165872,92190,55.6 %,7898,8.6%
Alandur,19,GEN,Abdul Razack,All India Anna Dravida Munnetra Kazhagam,154152,83605,54.2 %,3849,4.6%
Tambaram,20,GEN,Munu Adhi,All India Anna Dravida Munnetra Kazhagam,157010,93097,59.3 %,426,0.5%
Tirupporur,21,SC,G. Chokkalingam,Dravida Munetra Kazhagam,97060,56642,58.4 %,2101,3.7%
Chengalpattu,22,GEN,Jagadeesan Anoor,All India Anna Dravida Munnetra Kazhagam,110575,68431,61.9 %,3870,5.7%
Maduranthakam,23,GEN,C. Arumugam,Dravida Munetra Kazhagam,104339,75967,72.8 %,7332,9.7%
Acharapakkam,24,SC,Ethraj,All India Anna Dravida Munnetra Kazhagam,98677,63099,63.9 %,2797,4.4%
Uthiramerur,25,GEN,S. Pakkur Subramanyan,All India Anna Dravida Munnetra Kazhagam,116733,78553,67.3 %,12583,16.0%
Kancheepuram,26,GEN,K. Balaji,All India Anna Dravida Munnetra Kazhagam,123336,89309,72.4 %,1947,2.2%
