AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sadulshahar,1,GEN,Santosh Kumar Saharan,Indian National Congress,171375,137374,80.2 %,2875,2.1%
Ganganagar,2,GEN,Radhey Shyam Ganganagar,Bharatiya Janta Party,165677,118041,71.2 %,12044,10.2%
Karanpur,3,GEN,Gurmeet Singh Kunnar,Independent,177506,142145,80.1 %,6095,4.3%
Suratgarh,4,GEN,Ganga Jal,Indian National Congress,178981,137417,76.8 %,9809,7.1%
Raisinghnagar,5,SC,Daulat Raj,Indian National Congress,188308,143873,76.4 %,5042,3.5%
Anupgarh,6,SC,Pawan Kumar Duggal,Communist Party Of India (MARXIST),179221,129817,72.4 %,21570,16.6%
Sangaria,7,GEN,Param Navadeep,Indian National Congress,172214,143129,83.1 %,8117,5.7%
Hanumangarh,8,GEN,"Vinod Kumar ""lilawali""",Indian National Congress,200942,158389,78.8 %,386,0.2%
Pilibanga,9,SC,Aad Ram,Indian National Congress,199217,154137,77.4 %,6474,4.2%
Nohar,10,GEN,Abhishek Matoria,Bharatiya Janta Party,190451,153227,80.5 %,10277,6.7%
Bhadra,11,GEN,Jaideep,Independent,201392,154312,76.6 %,35275,22.9%
Khajuwala,12,SC,Vishwanath,Bharatiya Janta Party,163919,95074,58.0 %,867,0.9%
Bikaner West,13,GEN,Gopal Krishan,Bharatiya Janta Party,153244,102630,67.0 %,18861,18.4%
Bikaner East,14,GEN,Sidhi Kumari,Bharatiya Janta Party,163197,102809,63.0 %,37653,36.6%
Kolayat,15,GEN,Devi Singh Bhati,Bharatiya Janta Party,173592,113100,65.2 %,21346,18.9%
Lunkaransar,16,GEN,Virendra Beniwal,Indian National Congress,175114,105966,60.5 %,23603,22.3%
Dungargarh,17,GEN,Manglaram,Indian National Congress,171494,121838,71.0 %,10618,8.7%
Nokha,18,GEN,Kanhaiya Lal Jhanwar,Independent,188150,133536,71.0 %,2277,1.7%
Sadulpur,19,GEN,Kamla Kaswan,Bharatiya Janta Party,173705,130414,75.1 %,6595,5.1%
Taranagar,20,GEN,Rajendra Rathore,Bharatiya Janta Party,182001,140662,77.3 %,17613,12.5%
Sardarshahar,21,GEN,Ashok Kumar,Bharatiya Janta Party,204711,151539,74.0 %,9774,6.4%
Churu,22,GEN,Hazi Maqbool,Indian National Congress,176125,116751,66.3 %,8111,6.9%
Ratangarh,23,GEN,Raj Kumar Rinwa,Bharatiya Janta Party,188872,122777,65.0 %,17851,14.5%
Sujangarh,24,SC,Master Bhanwarlal,Indian National Congress,195099,120573,61.8 %,14061,11.7%
Pilani,25,SC,Sunder Lal,Bharatiya Janta Party,172972,101035,58.4 %,3246,3.2%
Surajgarh,26,GEN,Sharwan Kumar,Indian National Congress,198850,137001,68.9 %,7214,5.3%
Jhunjhunu,27,GEN,Brijendra Singh Ola,Indian National Congress,177779,112980,63.6 %,9316,8.2%
Mandawa,28,GEN,Rita Choudhary,Indian National Congress,162875,103243,63.4 %,405,0.4%
Nawalgarh,29,GEN,Dr. Rajkumar Sharma,Bahujan Samaj Party,186778,120530,64.5 %,14080,11.7%
Udaipurwati,30,GEN,Rajendra Singh,Bahujan Samaj Party,168992,108817,64.4 %,7837,7.2%
Khetri,31,GEN,Jitendra Singh,Indian National Congress,155587,99537,64.0 %,11067,11.1%
Fatehpur,32,GEN,Bhanwarukhan,Indian National Congress,171896,105970,61.6 %,8264,7.8%
Lachmangarh,33,GEN,Govind Singh Dotasra,Indian National Congress,194693,128343,65.9 %,34,0.0%
Dhod,34,SC,Pema Ram,Communist Party Of India (MARXIST),189940,131919,69.5 %,3145,2.4%
Sikar,35,GEN,Rajendra Pareek,Indian National Congress,188434,120861,64.1 %,7766,6.4%
Dantaramgarh,36,GEN,Amra Ram,Communist Party Of India (MARXIST),190256,131809,69.3 %,4919,3.7%
Khandela,37,GEN,Banshidhar,Bharatiya Janta Party,178294,119406,67.0 %,9898,8.3%
Neem ka Thana,38,GEN,Ramesh Chand Khandelwal,Indian National Congress,181580,123656,68.1 %,22659,18.3%
Srimadhopur,39,GEN,Deependra Singh,Indian National Congress,185437,117517,63.4 %,7233,6.2%
Kotputli,40,GEN,Ramswaroop,Loktantrik Samajwadi Party,163372,107013,65.5 %,893,0.8%
Viratnagar,41,GEN,Phool Chand,Bharatiya Janta Party,161365,102454,63.5 %,4078,4.0%
Shahpura,42,GEN,Rao Rajendra Singh,Bharatiya Janta Party,160466,111343,69.4 %,7215,6.5%
Chomu,43,GEN,Bhagwan Sahay Saini,Indian National Congress,160610,120178,74.8 %,135,0.1%
Phulera,44,GEN,Nirmal Kumawat,Bharatiya Janta Party,182857,129425,70.8 %,2710,2.1%
Dudu,45,SC,Babu Lal Nagar,Indian National Congress,181574,127938,70.5 %,5313,4.2%
Jhotwara,46,GEN,Rajpal Singh Shekhawat,Bharatiya Janta Party,240528,148455,61.7 %,2455,1.7%
Amber,47,GEN,Ganga Sahay,Indian National Congress,184379,126125,68.4 %,3797,3.0%
Jamwa Ramgarh,48,ST,Gopal Meena,Indian National Congress,156513,107734,68.8 %,1553,1.4%
Hawamahal,49,GEN,Brij Kishore Sharma,Indian National Congress,188564,109032,57.8 %,580,0.5%
Vidhyadhar Nagar,50,GEN,Narpat Singh Rajvi,Bharatiya Janta Party,241549,138204,57.2 %,9040,6.5%
Civil Lines,51,GEN,Pratap Singh Khachariyawas,Indian National Congress,192048,116748,60.8 %,6961,6.0%
Kishanpole,52,GEN,Mohan Lal Gupta,Bharatiya Janta Party,183308,114911,62.7 %,4739,4.1%
Adarsh Nagar,53,GEN,Ashok Parnami,Bharatiya Janta Party,180747,112422,62.2 %,1718,1.5%
Malviya Nagar,54,GEN,Kali Charan Saraff,Bharatiya Janta Party,188413,114459,60.7 %,17558,15.3%
Sanganer,55,GEN,Ghanshyam Tiwari,Bharatiya Janta Party,229045,127518,55.7 %,32912,25.8%
Bagru,56,SC,Ganga Devi,Indian National Congress,213990,119155,55.7 %,3517,3.0%
Bassi,57,ST,Anju Devi Dhanka,Independent,163384,115326,70.6 %,21932,19.0%
Chaksu,58,SC,Promila,Bharatiya Janta Party,166209,109614,65.9 %,4238,3.9%
Tijara,59,GEN,Aimaduddin Urf Durru Miyan,Indian National Congress,141262,101462,71.8 %,6831,6.7%
Kishangarh Bas,60,GEN,Ramhaet Singh,Bharatiya Janta Party,169276,119301,70.5 %,2110,1.8%
Mundawar,61,GEN,Major O.P. Yadav,Indian National Congress,168266,125010,74.3 %,3226,2.6%
Behror,62,GEN,Dr.Jaswant Singh,Bharatiya Janta Party,162642,112274,69.0 %,20004,17.8%
Bansur,63,GEN,Rohitash Kumar,Bharatiya Janta Party,163852,117720,71.8 %,12979,11.0%
Thanagazi,64,GEN,Hemsingh Bhadana,Bharatiya Janta Party,147314,108880,73.9 %,1295,1.2%
Alwar Rural,65,SC,Tika Ram,Indian National Congress,160365,98059,61.1 %,8525,8.7%
Alwar Urban,66,GEN,Banwari Lal Singhal,Bharatiya Janta Party,176667,101792,57.6 %,13708,13.5%
Ramgarh,67,GEN,Gyan Dev Ahuja,Bharatiya Janta Party,166667,126425,75.9 %,16082,12.7%
Rajgarh-Laxmangarh,68,ST,Suraj Bhan,Samajwadi Party,179945,121502,67.5 %,937,0.8%
Kathumar,69,SC,Babu Lal,Bharatiya Janta Party,154988,107817,69.6 %,1693,1.6%
Kaman,70,GEN,Zahida,Indian National Congress,167227,121470,72.6 %,7865,6.5%
Nagar,71,GEN,Anita,Bharatiya Janta Party,160097,111726,69.8 %,4584,4.1%
Deeg Kumher,72,GEN,Dr. Digamber Singh,Bharatiya Janta Party,178713,119762,67.0 %,3524,2.9%
Bharatpur,73,GEN,Vijay Bansal,Bharatiya Janta Party,190382,107947,56.7 %,23486,21.8%
Nadbai,74,GEN,Krishnendra Kaur (DEEPA),Bharatiya Janta Party,201268,129635,64.4 %,6180,4.8%
Weir,75,SC,Bahadur Singh,Bharatiya Janta Party,175634,109732,62.5 %,4465,4.1%
Bayana,76,SC,Gyarsaram,Bharatiya Janta Party,173000,106098,61.3 %,8755,8.3%
Baseri,77,SC,Sukhram,Bharatiya Janta Party,126410,78805,62.3 %,7744,9.8%
Bari,78,GEN,Girraj Singh,Bahujan Samaj Party,147383,113601,77.1 %,2930,2.6%
Dholpur,79,GEN,Abdul Sageer Khan,Bharatiya Janta Party,135566,97117,71.6 %,1554,1.6%
Rajakhera,80,GEN,Raveendra Singh Bohara,Bharatiya Janta Party,133330,95845,71.9 %,2904,3.0%
Todabhim,81,ST,Kirodi Lal,Independent,195919,155407,79.3 %,33912,21.8%
