AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Muthialpet,1,GEN,M. Balasubramaniam,All India Anna Dravida Munnetra Kazhagam,28191,17955,63.7 %,1115,6.2%
Cassicade,2,GEN,M. Elango,Janata Dal,17761,10163,57.2 %,449,4.4%
Raj Bhavan,3,GEN,A. Gandhiraj,Indian National Congress,8965,5016,56.0 %,49,1.0%
Bussy,4,GEN,C. M.K Achraff,Indian National Congress,9745,5356,55.0 %,1041,19.4%
Oupalam,5,GEN,U. C. Arumugan,All India Anna Dravida Munnetra Kazhagam,20090,13090,65.2 %,2069,15.8%
Orleampeth,6,GEN,K.Parasuraman,All India Anna Dravida Munnetra Kazhagam,25738,14966,58.1 %,3084,20.6%
Nellithope,7,GEN,R. V. Janakiraman,Dravida Munetra Kazhagam,24848,14679,59.1 %,79,0.5%
Modeliarpeth,8,GEN,V. Kothandaraman Alias Sabapathy,Independent,27889,18871,67.7 %,3935,20.9%
Ariankuppam,9,GEN,P. Subburayan,Dravida Munetra Kazhagam,24480,16988,69.4 %,1170,6.9%
Embalom,10,SC,K. Pakkiri Ammal,Indian National Congress,16310,11906,73.0 %,1584,13.3%
Nettapakkam,11,GEN,V. Vaithilingam,Indian National Congress,17629,12461,70.7 %,4313,34.6%
Kuruvinatham,12,GEN,T. Thiagarajan,Indian National Congress,16619,13363,80.4 %,2751,20.6%
Bahour,13,SC,P. Rajavelu,Independent,18361,13458,73.3 %,1923,14.3%
Thirubuvanai,14,SC,D. Viswanathan,All India Anna Dravida Munnetra Kazhagam,19860,13772,69.3 %,2514,18.3%
Mannadipeth,15,GEN,N. Rajaram,Indian National Congress,19473,15163,77.9 %,897,5.9%
Ossudu,16,SC,N. Marimuthu,Indian National Congress,16480,12077,73.3 %,3131,25.9%
Villenour,17,GEN,P. Anandabaskaran,Indian National Congress,20762,15570,75.0 %,1450,9.3%
Ozhukarai,18,GEN,K. Natarajan,All India Anna Dravida Munnetra Kazhagam,21742,15469,71.1 %,2287,14.8%
Thattanchavady,19,GEN,N. Rangasamy,Indian National Congress,28392,18371,64.7 %,7260,39.5%
Reddiarpalayam,20,GEN,R. Viswanathan,Communist Party Of India,36695,21229,57.9 %,6617,31.2%
Lawspet,21,GEN,P. Kanann,Indian National Congress,33963,22465,66.1 %,5387,24.0%
Cotchery,22,GEN,R. Nalamaharajan,Independent,18517,14109,76.2 %,459,3.3%
Karaikal,23,GEN,A. M. H. Nazeem,Dravida Munetra Kazhagam,20588,11807,57.3 %,2420,20.5%
Karaikal South,24,GEN,A. V. Subramanian,Indian National Congress,15770,10360,65.7 %,2465,23.8%
Neravy-Grand Aldee,25,GEN,V. M. C. V. Ganapathy,All India Anna Dravida Munnetra Kazhagam,17334,13160,75.9 %,239,1.8%
Tirunallar,26,GEN,A. Soundararengan,Dravida Munetra Kazhagam,15222,10974,72.1 %,1407,12.8%
Neduncadu,27,SC,M. Chandirakasu,Indian National Congress,14621,11075,75.7 %,1131,10.2%
Mahe,28,GEN,E. Valsaraj,Indian National Congress,11832,8293,70.1 %,2678,32.3%
Palloor,29,GEN,A. V. Sreedharan,Indian National Congress,11974,8431,70.4 %,2302,27.3%
Yanam,30,GEN,Velaga Rajeswara Rao,Indian National Congress,13467,11230,83.4 %,1627,14.5%
