AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Khundrakpam,1,GEN,Thokchom Navakumar Singh,Nationalist Congress Party,23210,19098,82.3 %,582,3.0%
Heingang,2,GEN,Nongthombam Biren,Indian National Congress,27007,23425,86.7 %,4023,17.2%
Khurai,3,GEN,Dr. Ngairangbam Bijoy Singh,Mahabharat Peples Party,28843,26444,91.7 %,5208,19.7%
Khetrigao,4,GEN,Thangjam Nandakishor Singh,Nationalist Congress Party,27827,25506,91.7 %,354,1.4%
Thongju,5,GEN,Bijoy Koijam,Indian National Congress,26502,23709,89.5 %,4774,20.1%
Keirao,6,GEN,Md. Alauddin Khan,Indian National Congress,23898,21457,89.8 %,2,0.0%
Andro,7,GEN,Thounaojam Shyamkumar,Mahabharat Peples Party,27125,24607,90.7 %,13231,53.8%
Lamlai,8,GEN,Pheiroijam Parijat,Communist Party Of India,24441,22662,92.7 %,26,0.1%
Thangmeiband,9,GEN,Radhabinod Koijam,Nationalist Congress Party,26032,20134,77.3 %,1128,5.6%
Uripok,10,GEN,Laishram Nandakumar Singh,Indian National Congress,20944,17052,81.4 %,946,5.5%
Sagolband,11,GEN,Dr. Khwairakpam Loken Singh,Indian National Congress,21760,17162,78.9 %,1486,8.7%
Keishamthong,12,GEN,Shri Langpoklakpam Jayentakumar Singh,Indian National Congress,26078,22254,85.3 %,835,3.8%
Singjamei,13,GEN,Irengbam Hemochandra Singh,Indian National Congress,19783,16442,83.1 %,2467,15.0%
Yaiskul,14,GEN,Shri Elangbam Kunjeswar Singh,Indian National Congress,23574,19318,81.9 %,4246,22.0%
Wangkhei,15,GEN,Yumkham Erabot Singh,Indian National Congress,30820,25144,81.6 %,1236,4.9%
Sekmai,16,SC,Dr. Heikham Borajao,Communist Party Of India,23973,19875,82.9 %,788,4.0%
Lamsang,17,GEN,Wangkheimayum Brajabidhu,Indian National Congress,27465,25092,91.4 %,1844,7.3%
Konthoujam,18,GEN,Dr. Sapam Budhichandra Singh,Indian National Congress,25083,22926,91.4 %,84,0.4%
Patsoi,19,GEN,Sapam Kunjakeswor (KEBA) SINGH,Independent,29182,26141,89.6 %,1644,6.3%
Langthabal,20,GEN,Okram Joy Singh,Mahabharat Peples Party,22967,20862,90.8 %,1579,7.6%
Naoriya Pakhanglakpa,21,GEN,R. K. Anand,Mahabharat Peples Party,29434,26893,91.4 %,2737,10.2%
Wangoi,22,GEN,Salam Joy Singh,Nationalist Congress Party,22868,21848,95.5 %,2138,9.8%
Mayang Imphal,23,GEN,Dr. Khumujam Ratan Kumar Singh,Indian National Congress,23386,21756,93.0 %,993,4.6%
Nambol,24,GEN,Shri Nameirakpam Loken Singh,Indian National Congress,27721,25266,91.1 %,1619,6.4%
Oinam,25,GEN,Irengbam Ibohalbi,Mahabharat Peples Party,25042,22840,91.2 %,766,3.4%
Bishenpur,26,GEN,Konthoujam Govindas,Indian National Congress,27415,24014,87.6 %,4158,17.3%
