AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Aurad,1,GEN,Gurupadappa Nagmar Palli,Janata Dal,155938,99752,64.0 %,679,0.7%
Bhalki,2,GEN,Vijay Kumar Bheemanna Khandre,Indian National Congress,124356,80812,65.0 %,17639,21.8%
Hulsoor,3,SC,L.K. Chavan,Bharatiya Janta Party,131651,74216,56.4 %,4368,5.9%
Bidar,4,GEN,Syed Zulfekar Hashmi (BABA PATEL),Bahujan Samaj Party,171049,99168,58.0 %,3552,3.6%
Humnabad,5,GEN,M. Merajuddin Nizamuddin Patel,Janata Dal,132003,86271,65.4 %,3888,4.5%
Basavakalyan,6,GEN,Baswarai Patil Attur,Janata Dal,142606,88790,62.3 %,6429,7.2%
Chincholi,7,GEN,Vaijanath Patil,Janata Dal,125842,83597,66.4 %,39053,46.7%
Kamalapur,8,SC,Revu Naik Belambgi,Bharatiya Janta Party,120316,67359,56.0 %,5571,8.3%
Alland,9,GEN,Guttedar Subhash Rukmayya,Karnataka Congress Party,118822,76890,64.7 %,18324,23.8%
Gulbarga,10,GEN,Qamarul Islam,Indian National League,218601,135265,61.9 %,17890,13.2%
Shahabad,11,SC,C. Gurunath,Janata Dal,163910,84613,51.6 %,16851,19.9%
Afzalpur,12,GEN,Malikayya Venkayya Guttedar,Karnataka Congress Party,137839,83421,60.5 %,4221,5.1%
Chitapur,13,GEN,Baburao B. Chinchansur,Indian National Congress,118926,71812,60.4 %,826,1.2%
Sedam,14,GEN,Chandrasekharreddy Deshmukh Madna,Janata Dal,126587,81778,64.6 %,12633,15.4%
Jewargi,15,GEN,Dharmsingh Narayansingh,Indian National Congress,137719,77820,56.5 %,4055,5.2%
Gurmitkal,16,SC,Mallikarjun Kharge,Indian National Congress,119435,75108,62.9 %,19336,25.7%
Yadgir,17,GEN,Malakaraddy Lakshmareddy,Indian National Congress,121860,70801,58.1 %,6724,9.5%
Shahapur,18,GEN,Sharanabassappa Darshanapur,Janata Dal,146305,91496,62.5 %,13826,15.1%
Shorapur,19,GEN,Raja Venkatappa Naik Raja Kumar Naik,Karnataka Congress Party,150271,92588,61.6 %,5659,6.1%
Deodurg,20,SC,B.T. Lalitha Naik,Janata Dal,119197,57983,48.6 %,6003,10.4%
Raichur,21,GEN,M.S. Patil,Janata Dal,141515,79794,56.4 %,5061,6.3%
Kalmala,22,GEN,Muniyappa,Janata Dal,142571,86725,60.8 %,12088,13.9%
Manvi,23,GEN,Gangadhar Naik,Janata Dal,124851,75545,60.5 %,1710,2.3%
Lingsugur,24,GEN,Amaregouda Linganagouda Patil,Janata Dal,131094,79076,60.3 %,12688,16.0%
Sindhnoor,25,GEN,K. Virupakshappa,Indian National Congress,174405,125718,72.1 %,447,0.4%
Kushtagi,26,GEN,K. Sharnappa Advocate,Janata Dal,137816,88503,64.2 %,17134,19.4%
Yelburga,27,GEN,Basavaraj Rayareddy,Janata Dal,125604,81164,64.6 %,31868,39.3%
Kanakagiri,28,GEN,Nagappa Bheemappa Saloni,Janata Dal,139111,87596,63.0 %,193,0.2%
Gangavathi,29,GEN,Srirangadevarayalu,Indian National Congress,139782,85100,60.9 %,4326,5.1%
Koppal,30,GEN,Karadi Sanganna Amarappa,Independent,129312,88351,68.3 %,7254,8.2%
Siruguppa,31,GEN,T.N. Chandrashekaraiah,Janata Dal,166807,115260,69.1 %,10121,8.8%
Kurugodu,32,GEN,Allum Veerabhadrappa,Indian National Congress,141499,97547,68.9 %,4941,5.1%
Bellary,33,GEN,M. Divakar Babu,Independent,156825,87106,55.5 %,22876,26.3%
Hospet,34,GEN,G. Shank Argoud,Bharatiya Janta Party,163057,103365,63.4 %,18261,17.7%
Sandur,35,GEN,M.Y. Ghorpade,Indian National Congress,119766,76777,64.1 %,24379,31.8%
Kudligi,36,GEN,N.M. Nabi,Janata Dal,129914,93276,71.8 %,11717,12.6%
Kottur,37,GEN,T. Marulasiddana Goud,Indian National Congress,125654,87082,69.3 %,2820,3.2%
Hadagalli,38,GEN,M.P. Prakash,Janata Dal,133242,99703,74.8 %,26711,26.8%
Harapanahalli,39,SC,D.Naray Ana Das,Independent,124084,86618,69.8 %,4284,4.9%
Harihar,40,GEN,H. Shivappa,Independent,147901,106874,72.3 %,2146,2.0%
Davangere,41,GEN,S. Shivashankarappa,Independent,171781,107429,62.5 %,1547,1.4%
Mayakonda,42,GEN,S.A. Ravindranath,Bharatiya Janta Party,154810,102740,66.4 %,26156,25.5%
Bharamasagara,43,SC,Chandrappa,Janata Dal,131405,90281,68.7 %,13847,15.3%
Chitradurga,44,GEN,G.H. Thippa Reddy,Independent,153285,99891,65.2 %,8183,8.2%
Jagalur,45,GEN,M. Basappa,Karnataka Congress Party,134057,94973,70.8 %,2746,2.9%
Molakalmuru,46,GEN,Purna Muthappa,Janata Dal,129078,91556,70.9 %,5668,6.2%
Challakere,47,GEN,Thippeswamy,Janata Dal,139637,96932,69.4 %,13641,14.1%
Hiriyur,48,SC,D. Manjunatgh,Janata Dal,134802,91036,67.5 %,19609,21.5%
Holalkere,49,GEN,U.H. Thimmanna,Janata Dal,139205,99156,71.2 %,936,0.9%
Hosadurga,50,GEN,T.H. Basavaraja,Independent,142952,105567,73.8 %,5069,4.8%
Pavagada,51,SC,Somlanaik,Janata Dal,154515,115033,74.4 %,5196,4.5%
Sira,52,GEN,B. Sathyanarayana,Janata Dal,127731,94737,74.2 %,2759,2.9%
Kallambella,53,GEN,T.B. Jayachandra,Indian National Congress,118679,90814,76.5 %,8571,9.4%
Bellavi,54,GEN,R. Narayana,Indian National Congress,128826,94995,73.7 %,1831,1.9%
Madhugiri,55,SC,Gangahanumaiah,Janata Dal,142279,105983,74.5 %,3172,3.0%
Koratagere,56,GEN,C. Channigappa,Janata Dal,143082,108221,75.6 %,7735,7.1%
Tumkur,57,GEN,S. Shivanna,Bharatiya Janta Party,182571,125910,69.0 %,9104,7.2%
Kunigal,58,GEN,S.P. Muddahanume Gowda,Indian National Congress,133903,98495,73.6 %,9157,9.3%
Huliyurdurga,59,GEN,D. Nagarajaiah,Janata Dal,112349,82935,73.8 %,18865,22.7%
Gubbi,60,GEN,G.S. Shivananjappa,Independent,119567,93487,78.2 %,8690,9.3%
Turuvekere,61,GEN,H.B. Nanjegowda Alias Murthy,Janata Dal,122403,95911,78.4 %,14604,15.2%
Tiptur,62,GEN,B. Nanjamari,Bharatiya Janta Party,126016,94325,74.9 %,16061,17.0%
Chiknaikanahalli,63,GEN,N.Basavaiah,Karnataka Congress Party,112298,88558,78.9 %,13885,15.7%
Gowribidanur,64,GEN,N. Jyothi Reddy,Janata Dal,127179,99332,78.1 %,7885,7.9%
Chikballapur,65,SC,M. Shivananda,Independent,131902,98659,74.8 %,18976,19.2%
Sidlaghatta,66,GEN,Muniyappa V.,Indian National Congress,131383,107554,81.9 %,6987,6.5%
Bagepalli,67,GEN,G.V. Srirama Reddy,Communist Party Of India (MARXIST),124227,91777,73.9 %,6446,7.0%
Chintamani,68,GEN,K.M. Krishnareddy,Janata Dal,141317,111904,79.2 %,898,0.8%
Srinivasapur,69,GEN,Rameshkumar,Janata Dal,121512,103432,85.1 %,4147,4.0%
Mulbagal,70,GEN,R. Srinivasa,Janata Dal,143439,108822,75.9 %,4343,4.0%
Kolar Gold Fields,71,SC,S. Rajendiran,Bharatiya Rashtriya Party,98802,64453,65.2 %,9409,14.6%
Bethamangala,72,SC,M. Narayanaswamy,Janata Dal,145662,104681,71.9 %,4674,4.5%
Kolar,73,GEN,K. Srinivasa Gowda,Janata Dal,131769,94347,71.6 %,12822,13.6%
Vemgal,74,GEN,C. Byre Gowda,Janata Dal,128938,105564,81.9 %,33048,31.3%
Malur,75,GEN,H.B. Dyavarappa,Janata Dal,121697,96448,79.3 %,3634,3.8%
Malleswaram,76,GEN,Ananthanag,Janata Dal,149588,90270,60.3 %,24630,27.3%
Rajajinagar,77,GEN,S. Suresh Kumar,Bharatiya Janta Party,241672,143050,59.2 %,19498,13.6%
Gandhinagar,78,GEN,B. Muniyappa,All India Anna Dravida Munnetra Kazhagam,102770,62967,61.3 %,2666,4.2%
Chickpet,79,GEN,Dr. Jeevaraj Alva,Bharatiya Janta Party,84060,53177,63.3 %,960,1.8%
Binnypet,80,GEN,V. Somanna,Janata Dal,272985,168910,61.9 %,49985,29.6%
Chamarajapet,81,GEN,Pramila Nesargi,Bharatiya Janta Party,94820,56328,59.4 %,1177,2.1%
Basavanagudi,82,GEN,H.N.Nanje Gowda,Bharatiya Janta Party,148332,87928,59.3 %,16936,19.3%
Jayanagar,83,GEN,Ramalinga Reddy,Indian National Congress,210966,117291,55.6 %,2559,2.2%
Shanthinagar,84,SC,D.G. Hemavathy,Janata Dal,140396,70513,50.2 %,721,1.0%
Shivajinagar,85,GEN,R. Roshan Baig,Janata Dal,74708,45695,61.2 %,8678,19.0%
Bharathinagar,86,GEN,N. Rajanna,Janata Dal,108431,60921,56.2 %,9146,15.0%
Jayamahal,87,GEN,R. Krishnappa,Janata Dal,142831,77490,54.3 %,2848,3.7%
Yelahanka,88,SC,M.H.Jayaprakash Narayan,Janata Dal,358498,196787,54.9 %,2021,1.0%
Uttarahalli,89,GEN,Srinivas M.,Bharatiya Janta Party,633241,341896,54.0 %,45878,13.4%
Varthur,90,GEN,Aswathanarayana Reddy,Janata Dal,283793,174136,61.4 %,28210,16.2%
Kanakapura,91,GEN,P.G.R. Sindhia,Janata Dal,132202,98514,74.5 %,49002,49.7%
Sathanur,92,GEN,D.K. Shivakumar,Independent,130527,105909,81.1 %,568,0.5%
Channapatna,93,GEN,M.Varade Gowda,Janata Dal,143735,117175,81.5 %,28233,24.1%
Ramanagaram,94,GEN,H D Devegowda,Janata Dal,142529,112374,78.8 %,9594,8.5%
Magadi,95,GEN,H.C. Balakrishna,Bharatiya Janta Party,138919,106249,76.5 %,14604,13.7%
Nelamangala,96,SC,M. Shankar Naik,Janata Dal,128767,93909,72.9 %,3051,3.2%
Doddaballapur,97,GEN,R.L. Jalappa,Janata Dal,146730,112541,76.7 %,22634,20.1%
Devanahalli,98,SC,G. Chandranna,Janata Dal,154450,120113,77.8 %,27659,23.0%
Hosakote,99,GEN,B.N. Bachegowda,Janata Dal,169510,134714,79.5 %,23050,17.1%
Anekal,100,SC,Y. Ramakrishna,Bharatiya Janta Party,171423,127151,74.2 %,868,0.7%
Nagamangala,101,GEN,L.R. Shivaramegowda,Independent,126197,99814,79.1 %,16951,17.0%
Maddur,102,GEN,Dr. M. Mahesh Chand,Janata Dal,128351,100897,78.6 %,3464,3.4%
Kiragaval,103,GEN,K.N. Nagegowda,Janata Dal,120942,99058,81.9 %,7482,7.6%
Malavalli,104,SC,Somasekhar B.,Janata Dal,134591,101053,75.1 %,36373,36.0%
Mandya,105,GEN,S.D. Jayaram,Janata Dal,141845,100473,70.8 %,30033,29.9%
Keragodu,106,GEN,G.B. Shivakumar,Janata Dal,109338,85955,78.6 %,33286,38.7%
Srirangapatna,107,GEN,Vijaya Laxmamma Bandisiddegowda,Janata Dal,132849,104573,78.7 %,23427,22.4%
Pandavapura,108,GEN,K.S. Puttannaiah,Karnataka Rajya Ryota Sangha,135814,108331,79.8 %,12584,11.6%
Krishnarajpet,109,GEN,Krishna,Janata Dal,139754,110414,79.0 %,37056,33.6%
Hanur,110,GEN,H. Nagappa,Janata Dal,150122,114613,76.3 %,20642,18.0%
Kollegal,111,SC,S. Jayanna,Janata Dal,128451,86561,67.4 %,25580,29.6%
Bannur,112,GEN,S. Krishnappa,Janata Dal,124064,97496,78.6 %,12594,12.9%
T. Narasipur,113,SC,H.C. Mahadevappa,Janata Dal,126416,90389,71.5 %,31259,34.6%
Krishnaraj,114,GEN,A. Ramdas,Bharatiya Janta Party,107707,60262,55.9 %,9363,15.5%
Chamaraja,115,GEN,H.S. Shankaral Ngegowda,Bharatiya Janta Party,149047,82302,55.2 %,12683,15.4%
Narasimharaja,116,GEN,E. Maruthirao Pawar,Bharatiya Janta Party,137627,100815,73.3 %,1451,1.4%
Chamundeswari,117,GEN,Siddaramaiah,Janata Dal,200865,144136,71.8 %,32155,22.3%
Nanjangud,118,GEN,D.T. Jayakumar,Janata Dal,121421,95406,78.6 %,29416,30.8%
Santhemarahalli,119,SC,A.R. Krishnamurthy,Janata Dal,115604,85048,73.6 %,12253,14.4%
Chamarajanagar,120,GEN,Vatal Nagaraj,Kannada Chalevali Vatal Paksha,143371,109199,76.2 %,5982,5.5%
Gundlupet,121,GEN,H.S. Mahadeva Prasad,Janata Dal,134464,108138,80.4 %,24056,22.2%
Heggadadevanakote,122,SC,N. Nagaraju,Janata Dal,144303,106208,73.6 %,1026,1.0%
Hunsur,123,GEN,C.H. Vijayashankar,Bharatiya Janta Party,149718,117461,78.5 %,2851,2.4%
Krishnarajanagar,124,GEN,S. Nanjappa,Janata Dal,134620,107499,79.9 %,1307,1.2%
Periyapatna,125,GEN,K. Venkatesh,Janata Dal,148741,117626,79.1 %,18785,16.0%
Virajpet,126,ST,Basavarju H.D.,Bharatiya Janta Party,103300,62057,60.1 %,1781,2.9%
Madikere,127,GEN,Dambekodi Subbaya Madappa,Bharatiya Janta Party,111895,76539,68.4 %,11152,14.6%
Somwarpet,128,GEN,Appachw Ranjan M.P.,Bharatiya Janta Party,127179,93917,73.8 %,1928,2.1%
