AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Yoksam,1,GEN,Sancha Man Subba,Sikkim Sangram Parishad,5347,3188,59.6 %,989,31.0%
Tashiding,2,ST,Ugen Pintso Bhutia,Sikkim Sangram Parishad,3879,2506,64.6 %,943,37.6%
Geyzing,3,GEN,Man Bahadur Dahal,Sikkim Sangram Parishad,5153,3238,62.8 %,1013,31.3%
Dentam,4,GEN,Padam Lall Gurung,Sikkim Sangram Parishad,4759,3165,66.5 %,1840,58.1%
Barmiok,5,GEN,Birbal Subba,Sikkim Sangram Parishad,4214,3023,71.7 %,71,2.3%
Rinchenpong,6,ST,Ongdi Bhutia,Sikkim Sangram Parishad,5105,3192,62.5 %,760,23.8%
Chakung,7,GEN,Taraman Rai,Sikkim Sangram Parishad,5129,3489,68.0 %,669,19.2%
Soreong,8,GEN,Nar Bahadur Bhandari,Sikkim Sangram Parishad,5618,3747,66.7 %,2331,62.2%
Daramdin,9,GEN,Padam Bahadur Gurung,Sikkim Sangram Parishad,5088,3422,67.3 %,1080,31.6%
Jorthang-Nayabazar,10,GEN,Bhim Raj Rai,Sikkim Sangram Parishad,5510,3944,71.6 %,2075,52.6%
Ralong,11,ST,Sonam Gyatso,Sikkim Sangram Parishad,3823,2594,67.9 %,1121,43.2%
Wak,12,GEN,Bedu Singh Chettri,Sikkim Sangram Parishad,3996,2525,63.2 %,1066,42.2%
Damthang,13,GEN,Pawan Kumar Chamling,Sikkim Sangram Parishad,4911,3165,64.4 %,1762,55.7%
Melli,14,GEN,Dilli Ram Basnet,Sikkim Sangram Parishad,5094,3549,69.7 %,1646,46.4%
Rateypani - West Pendam,15,SC,Chandra Kumar Mihora,Sikkim Sangram Parishad,5381,3592,66.8 %,1789,49.8%
Temi-Tarku,16,GEN,Indra Bahadur Rai,Sikkim Sangram Parishad,4579,3019,65.9 %,1733,57.4%
Central Pendam-East Pendam,17,GEN,Sukumar Pradhan,Sikkim Sangram Parishad,7379,4390,59.5 %,1336,30.4%
Rhenock,18,GEN,K. N. Upretti,Sikkim Sangram Parishad,4577,3093,67.6 %,1100,35.6%
Regu,19,GEN,Tulshi Sharma,Sikkim Sangram Parishad,5026,3253,64.7 %,549,16.9%
Pathing,20,ST,Ram Lepcha,Sikkim Sangram Parishad,4971,3359,67.6 %,1567,46.7%
Loosing Pachekhani,21,GEN,Bhakia Bhadur Khulal,Sikkim Sangram Parishad,4403,2686,61.0 %,942,35.1%
Khamdong,22,SC,Birkhaman Ramukami,Sikkim Sangram Parishad,5393,3571,66.2 %,2243,62.8%
Djongu,23,ST,Sonam Choda Lepcha,Sikkim Sangram Parishad,3589,2399,66.8 %,704,29.3%
Lachen Mangshila,24,ST,Thokchok Bhutia,Sikkim Sangram Parishad,4760,3036,63.8 %,660,21.7%
Kabi Tingda,25,ST,Kalzang Gyatso,Indian National Congress,3644,2408,66.1 %,339,14.1%
Rakdong Tentek,26,ST,Phuchung Bhutia,Sikkim Sangram Parishad,4668,2979,63.8 %,1263,42.4%
Martam,27,ST,Chamla Tsering Bhutia,Sikkim Sangram Parishad,4090,2917,71.3 %,1467,50.3%
Rumtek,28,GEN,Ongay Tob Shutia,Sikkim Sangram Parishad,5406,3185,58.9 %,1299,40.8%
Assam-Lingjey,29,ST,Sonam Dapden Lepcha,Sikkim Sangram Parishad,3621,2432,67.2 %,517,21.3%
Ranka,30,ST,Dorjee Tshering Bhutia,Sikkim Sangram Parishad,4311,2910,67.5 %,960,33.0%
Gangtok,31,GEN,Balchand Sarda,Independent,9321,4727,50.7 %,261,5.5%
Sangha,32,GEN,Namkha Gyaltsen,Sikkim Sangram Parishad,2296,732,31.9 %,34,4.6%
