AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Kinnaur,1,ST,Dev Raj Negi,Indian National Congress,40923,27349,66.8 %,882,3.2%
Rampur,2,SC,Singhi Ram,Indian National Congress,48340,34348,71.1 %,14478,42.2%
Rohru,3,GEN,Virbhadra Singh,Indian National Congress,49435,35435,71.7 %,19946,56.3%
Jubbal-Kotkhai,4,GEN,Ram Lal,Indian National Congress,44260,31787,71.8 %,16823,52.9%
Chopal,5,GEN,Yogendra Chandra,Independent,39787,28969,72.8 %,10306,35.6%
Kumarsain,6,GEN,Jai Bihari Lal Khachi,Indian National Congress,45110,32762,72.6 %,10625,32.4%
Theog,7,GEN,Rakesh Verma,Bharatiya Janta Party,42452,34951,82.3 %,1404,4.0%
Simla,8,GEN,Rakesh Singha,Communist Party Of India (MARXIST),58614,35313,60.2 %,159,0.5%
Kasumpti,9,SC,Charanjiv Lal Kashyap,Indian National Congress,59799,35681,59.7 %,6233,17.5%
Arki,10,GEN,Dharam Pal,Indian National Congress,42454,29132,68.6 %,5727,19.7%
Doon,11,GEN,Lajja Ram,Indian National Congress,49492,38494,77.8 %,563,1.5%
Nalagarh,12,GEN,Vijyendra Singh,Indian National Congress,50846,39424,77.5 %,5696,14.4%
Kasauli,13,SC,Raghu Raj,Indian National Congress,43881,29109,66.3 %,5794,19.9%
Solan,14,GEN,Krishna Mohini,Indian National Congress,50283,36233,72.1 %,11594,32.0%
Pachhad,15,SC,Gangu Ram Musafir,Indian National Congress,43695,33405,76.5 %,6372,19.1%
Rainka,16,SC,Prem Singh,Indian National Congress,39724,28181,70.9 %,3714,13.2%
Shillai,17,GEN,Harsh Vardhan,Indian National Congress,40302,31690,78.6 %,6838,21.6%
Paonta Doon,18,GEN,Rattan Singh,Indian National Congress,53149,43554,81.9 %,5590,12.8%
Nahan,19,GEN,Kush Parmar,Indian National Congress,44050,33010,74.9 %,6852,20.8%
Kotkehloor,20,GEN,Ram Lal Thakur,Indian National Congress,46460,36457,78.5 %,8740,24.0%
Bilaspur,21,GEN,Jagat Prakash Nadda,Bharatiya Janta Party,46229,33948,73.4 %,2226,6.6%
Ghumarwin,22,GEN,Kashmir Singh,Indian National Congress,50602,36701,72.5 %,5584,15.2%
Geharwin,23,SC,Beeru Ram Kishore,Indian National Congress,46571,34626,74.4 %,7300,21.1%
Nadaun,24,GEN,Narain Chand Prashar,Indian National Congress,46952,31485,67.1 %,1065,3.4%
Hamirpur,25,GEN,Jagdev Chand,Bharatiya Janta Party,49919,35347,70.8 %,1146,3.2%
Bamsan,26,GEN,Kuldeep Singh Pathania,Indian National Congress,47188,29750,63.0 %,215,0.7%
Mewa,27,SC,Ishwar Dass Dhiman,Bharatiya Janta Party,50796,34752,68.4 %,447,1.3%
Nadaunta,28,GEN,Manjit Singh,Independent,52256,35492,67.9 %,171,0.5%
Gagret,29,SC,Kuldeep Kumar,Indian National Congress,48400,31023,64.1 %,7188,23.2%
Chintpurni,30,GEN,Hari Datt,Independent,50238,33588,66.9 %,5813,17.3%
Santokgarh,31,GEN,Vijay Kumar Joshi,Indian National Congress,62419,39592,63.4 %,3231,8.2%
Una,32,GEN,O.P. Rattan,Indian National Congress,63077,45556,72.2 %,802,1.8%
Kutlehar,33,GEN,Ram Dass Malangar,Bharatiya Janta Party,48010,32347,67.4 %,972,3.0%
Nurpur,34,GEN,Sat Mahajan,Indian National Congress,58598,46007,78.5 %,15091,32.8%
Gangath,35,SC,Durga Dass,Indian National Congress,50866,37666,74.0 %,2588,6.9%
Jawali,36,GEN,Sujan Singh Pathania,Indian National Congress,52062,39506,75.9 %,1636,4.1%
Guler,37,GEN,Chander Kumar,Indian National Congress,39548,31308,79.2 %,8743,27.9%
Jaswan,38,GEN,Viplove Thakur,Indian National Congress,39825,28003,70.3 %,7760,27.7%
Pragpur,39,SC,Virender Kumar,Bharatiya Janta Party,44691,32372,72.4 %,1717,5.3%
Jawalamukhi,40,GEN,Kewal Singh,Indian National Congress,45173,32025,70.9 %,2989,9.3%
Thural,41,GEN,Ravinder Singh Ravi,Bharatiya Janta Party,40462,28187,69.7 %,921,3.3%
Rajgir,42,SC,Milkhi Ram Goma,Indian National Congress,40846,28889,70.7 %,4945,17.1%
Baijnath,43,GEN,Sant Ram,Indian National Congress,55458,33384,60.2 %,4799,14.4%
Palampur,44,GEN,Brij Bihari Lal,Indian National Congress,48754,37420,76.8 %,6510,17.4%
Sulah,45,GEN,Man Chand Rana,Indian National Congress,39317,30604,77.8 %,3267,10.7%
Nagrota,46,GEN,Hardyal Choudhary,Independent,49249,37387,75.9 %,8719,23.3%
Shahpur,47,GEN,Vijay Singh Mankotia,Indian National Congress,46776,36236,77.5 %,1281,3.5%
Dharamsala,48,GEN,Kishan Kapoor,Bharatiya Janta Party,43576,32128,73.7 %,417,1.3%
Kangra,49,GEN,Daulat Ram,Indian National Congress,52314,38137,72.9 %,6316,16.6%
