AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Karnah,1,GEN,Kafil-U-Rehman,Jammu & Kashmir National Conference,28948,18922,65.4 %,1988.0,10.5%
Kupwara,2,GEN,Mir Saifullah,Jammu & Kashmir National Conference,80536,44483,55.2 %,132.0,0.3%
Lolab,3,GEN,Qaiser Ahmed Lone Alias Qaiser Jamsheed Lone,Jammu & Kashmir National Conference,72715,34093,46.9 %,1996.0,5.9%
Handwara,4,GEN,Gh.mohi-Ud-Din Sofi,Independent,64056,32976,51.5 %,2997.0,9.1%
Langate,5,GEN,Sharief-Ud-Din Shariq,Jammu & Kashmir National Conference,49501,26717,54.0 %,2400.0,9.0%
Uri,6,GEN,Taj Mohi-U-Din,Indian National Congress,63429,42175,66.5 %,184.0,0.4%
Rafiabad,7,GEN,Mohamad Dilawar Mir,Jammu & Kashmir National Conference,62942,33076,52.5 %,632.0,1.9%
Sopore,8,GEN,Abdul Rashid,Indian National Congress,76779,6213,8.1 %,547.0,8.8%
Gurez,9,GEN,Nazir Ahmad,Jammu & Kashmir National Conference,14140,10817,76.5 %,1250.0,11.6%
Bandipora,10,GEN,Usman Abdul Majid,Jammu And Kashmir Awami League,70963,22193,31.3 %,253.0,1.1%
Sonawari,11,GEN,Mohd Akbar Lone,Jammu & Kashmir National Conference,78299,44246,56.5 %,12758.0,28.8%
Sangrama,12,GEN,Ghulam Nabi Lone,Peoples Democratic Party,46566,10294,22.1 %,1059.0,10.3%
Baramulla,13,GEN,Muzaffer Hussain Baigh,Peoples Democratic Party,73274,17693,24.1 %,2849.0,16.1%
Gulmarg,14,GEN,Ghulam Hassan Mir,Peoples Democratic Party,70378,35558,50.5 %,19988.0,56.2%
Pattan,15,GEN,Molvi Ifthikar Hussain Ansari,Jammu & Kashmir National Conference,69803,29008,41.6 %,2184.0,7.5%
Kangan,16,GEN,Altaf Ahmad,Jammu & Kashmir National Conference,50452,26249,52.0 %,11039.0,42.1%
Ganderbal,17,GEN,Qazi Mohd Afzal,Peoples Democratic Party,68402,24081,35.2 %,2870.0,11.9%
Hazratbal,18,GEN,Mohd. Syed Akhoon,Jammu & Kashmir National Conference,85827,6110,7.1 %,1403.0,23.0%
Zadibal,19,GEN,Shahjahan Dar,Independent,67852,3244,4.8 %,294.0,9.1%
Idgah,20,GEN,Mubarak Ahmad Gul,Jammu & Kashmir National Conference,70372,3342,4.7 %,1279.0,38.3%
Khanyar,21,GEN,Ali Mohd. Sagar,Jammu & Kashmir National Conference,72495,3056,4.2 %,2741.0,89.7%
Habbakadal,22,GEN,Raman Mattoo,Independent,66782,2141,3.2 %,171.0,8.0%
Amirakadal,23,GEN,Mohd. Shafi Bhat,Indian National Congress,74442,2280,3.1 %,491.0,21.5%
Sonawar,24,GEN,Mohd. Yaseen Shah,Jammu & Kashmir National Conference,63272,6303,10.0 %,1705.0,27.1%
Batamaloo,25,GEN,Gh.mohi-Ud-Din Shah,Jammu & Kashmir National Conference,104213,4171,4.0 %,842.0,20.2%
Chadoora,26,GEN,Javid Mir,Peoples Democratic Party,52315,27439,52.4 %,8047.0,29.3%
Badgam,27,GEN,Aga Syed Roohullah Mehdi,Jammu & Kashmir National Conference,67450,22533,33.4 %,6645.0,29.5%
Beerwah,28,GEN,Mohd Sarfraz Khan,Peoples Democratic Party,72976,25583,35.1 %,11920.0,46.6%
Khansahib,29,GEN,Hakim Mohd Yassin,Independent,60645,30028,49.5 %,15793.0,52.6%
Chrari Sharief,30,GEN,Abdul Rahim Rather,Jammu & Kashmir National Conference,62040,39527,63.7 %,3755.0,9.5%
Tral,31,GEN,Ghulam Nabi Bhat,Jammu & Kashmir National Conference,59555,6878,11.5 %,309.0,4.5%
Pampore,32,GEN,Ab.Aziz Mir,Peoples Democratic Party,51688,9908,19.2 %,705.0,7.1%
Pulwama,33,GEN,Mohamad Khalil Band,Peoples Democratic Party,54107,9811,18.1 %,2427.0,24.7%
Rajpora,34,GEN,Syed Bashir Ahmad,Peoples Democratic Party,64829,23799,36.7 %,8086.0,34.0%
Wachi,35,GEN,Khalil Naik,Communist Party Of India (MARXIST),50054,14160,28.3 %,80.0,0.6%
Shopian,36,GEN,Gh. Hassan Khan,Peoples Democratic Party,55812,15019,26.9 %,720.0,4.8%
Noorabad,37,GEN,Ab. Aziz Zargar,Peoples Democratic Party,51946,12158,23.4 %,315.0,2.6%
Kulgam,38,GEN,Mohd. Yousf Tarigami,Communist Party Of India (MARXIST),66159,16143,24.4 %,4885.0,30.3%
Homeshalibugh,39,GEN,Ab. Gafar Sofi,Peoples Democratic Party,50635,11612,22.9 %,4476.0,38.5%
Anantnag,40,GEN,Dr. Mehboob Beigh,Jammu & Kashmir National Conference,69815,5002,7.2 %,2861.0,57.2%
Devsar,41,GEN,Mohd. Sartaj Madni,Peoples Democratic Party,63667,22640,35.6 %,3026.0,13.4%
Doru,42,GEN,Gh. Ahmad Mir,Indian National Congress,53974,21849,40.5 %,11342.0,51.9%
Kokernag,43,GEN,Peerzada Mohd. Syed,Indian National Congress,57743,8817,15.3 %,436.0,4.9%
Shangus,44,GEN,Peer Mohd. Hussain,Peoples Democratic Party,54319,13799,25.4 %,341.0,2.5%
Bijbehara,45,GEN,Ab. Rehman Bhat,Peoples Democratic Party,61322,10224,16.7 %,3877.0,37.9%
Pahalgam,46,GEN,Mehbooba Mufti,Peoples Democratic Party,57363,18940,33.0 %,2139.0,11.3%
Nobra,47,GEN,Sonam Wangchuk Narboo,Independent,12244,RU,,,
Leh,48,GEN,Sh. Nawang Rigzin,Independent,74471,RU,,,
Kargil,49,GEN,Haji Nissar Ali,Independent,64646,48372,74.8 %,6396.0,13.2%
