AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Kinnaur,1,ST,Thakur Sen Negi,Bharatiya Janta Party,41008,30175,73.6 %,6466,21.4%
Rampur,2,SC,Singhi Ram,Indian National Congress,44609,29022,65.1 %,11856,40.9%
Rohru,3,GEN,Virbhadra Singh,Indian National Congress,46445,31232,67.2 %,24626,78.8%
Jubbal-Kotkhai,4,GEN,Ram Lal,Janata Dal,40718,31463,77.3 %,1486,4.7%
Chopal,5,GEN,Radha Raman Shastri,Bharatiya Janta Party,36534,24774,67.8 %,10097,40.8%
Kumarsain,6,GEN,Bhagat Ram Chauhan,Bharatiya Janta Party,43290,30357,70.1 %,2186,7.2%
Theog,7,GEN,Vidya Stokes,Indian National Congress,39638,30533,77.0 %,804,2.6%
Simla,8,GEN,Suresh Bharadwaj,Bharatiya Janta Party,62302,26596,42.7 %,5844,22.0%
Kasumpti,9,SC,Roop Dass Kashyap,Bharatiya Janta Party,50828,28906,56.9 %,13277,45.9%
Arki,10,GEN,Nagin Chander Pal,Bharatiya Janta Party,38518,23021,59.8 %,10998,47.8%
Doon,11,GEN,Chaudhary Lajja Ram,Janata Dal,41324,30611,74.1 %,7489,24.5%
Nalagarh,12,GEN,Vijayandra Singh,Indian National Congress,47035,34867,74.1 %,6346,18.2%
Kasauli,13,SC,Satya Pal Kamboj,Bharatiya Janta Party,39853,20119,50.5 %,4032,20.0%
Solan,14,GEN,Mahender Nath Sofat,Bharatiya Janta Party,44193,25385,57.4 %,2735,10.8%
Pachhad,15,SC,Ganguram Musafir,Indian National Congress,40460,29624,73.2 %,5171,17.5%
Rainka,16,SC,Roop Singh,Janata Dal,38253,25725,67.2 %,2689,10.5%
Shillai,17,GEN,Jagat Singh Negi,Janata Dal,37522,29535,78.7 %,3468,11.7%
Paonta Doon,18,GEN,Fateh Singh,Bharatiya Janta Party,46675,37523,80.4 %,5896,15.7%
Nahan,19,GEN,Shyama Sharma,Janata Dal,40725,30759,75.5 %,7294,23.7%
Kotkehloor,20,GEN,K. K. Kaushal,Communist Party Of India,43371,32961,76.0 %,5591,17.0%
Bilaspur,21,GEN,Sadaram Thakur,Bharatiya Janta Party,42288,30101,71.2 %,7762,25.8%
Ghumarwin,22,GEN,Karamdev Dharmani,Bharatiya Janta Party,46318,31499,68.0 %,5493,17.4%
Geharwin,23,SC,Rikhi Ram Kondal,Bharatiya Janta Party,42090,29510,70.1 %,2951,10.0%
Nadaun,24,GEN,Narain Chand Prashar,Indian National Congress,42435,28174,66.4 %,2338,8.3%
Hamirpur,25,GEN,Jagdev Chand,Bharatiya Janta Party,47856,30848,64.5 %,8887,28.8%
Bamsan,26,GEN,Lashkari Ram,Bharatiya Janta Party,44563,28670,64.3 %,9319,32.5%
Mewa,27,SC,Ishwar Dass,Bharatiya Janta Party,48101,32036,66.6 %,11924,37.2%
Nadaunta,28,GEN,Ram Rattan Sharma,Bharatiya Janta Party,49092,32149,65.5 %,8090,25.2%
Gagret,29,SC,Sadhu Ram,Bharatiya Janta Party,45956,29356,63.9 %,7464,25.4%
Chintpurni,30,GEN,Sushma Sharma,Bharatiya Janta Party,49138,30304,61.7 %,2901,9.6%
Santokgarh,31,GEN,Kashmiri Lal Joshi,Bharatiya Janta Party,60862,40851,67.1 %,8789,21.5%
Una,32,GEN,Desraj,Bharatiya Janta Party,62665,42251,67.4 %,7826,18.5%
Kutlehar,33,GEN,Ranjit Singh,Janata Dal,46887,31003,66.1 %,4006,12.9%
Nurpur,34,GEN,Kewal Singh,Janata Dal,55855,41827,74.9 %,3443,8.2%
Gangath,35,SC,Des Raj,Bharatiya Janta Party,46045,30827,66.9 %,13599,44.1%
Jawali,36,GEN,Sujan Singh Pathania,Indian National Congress,49919,38899,77.9 %,1721,4.4%
Guler,37,GEN,Harbans Singh Rana,Bharatiya Janta Party,38314,28389,74.1 %,3041,10.7%
Jaswan,38,GEN,Kashmir Singh Rana,Bharatiya Janta Party,37230,26094,70.1 %,3119,12.0%
Pragpur,39,SC,Virender Kumar,Bharatiya Janta Party,43548,32358,74.3 %,8838,27.3%
Jawalamukhi,40,GEN,Dhani Ram,Bharatiya Janta Party,41600,29116,70.0 %,12115,41.6%
Thural,41,GEN,Kanwar Durga Chand,Janata Dal,38784,24537,63.3 %,6896,28.1%
Rajgir,42,SC,Atma Ram,Bharatiya Janta Party,38909,25276,65.0 %,5656,22.4%
