AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Guna,29,GEN,Kanhaiyalal Rameshwar Agrawal,Bharatiya Janta Party,226731,123935,54.7 %,45319,36.6%
Chachaura,30,GEN,Shivnarayan Meena,Indian National Congress,154879,93088,60.1 %,3006,3.2%
Raghogarh,31,GEN,Digvijay Singh,Indian National Congress,169512,107989,63.7 %,21164,19.6%
Shadora,32,SC,Gopi Lal,Bharatiya Janta Party,146708,78058,53.2 %,24259,31.1%
Ashoknagar,33,GEN,Jagannath Singh Raghuwanshi Vakil,Bharatiya Janta Party,174868,104841,60.0 %,14855,14.2%
Mungaoli,34,GEN,Gopal Singh Chauhan (Daggi Raja ),Indian National Congress,165839,109808,66.2 %,9576,8.7%
Bina,35,GEN,Sushila Rakesh Sirothiya,Bharatiya Janta Party,126794,86717,68.4 %,4387,5.1%
Khurai,36,SC,Dharmu Rai,Bharatiya Janta Party,143389,93703,65.3 %,22321,23.8%
Banda,37,GEN,Harnam Bhaiya,Bharatiya Janta Party,176386,123465,70.0 %,11429,9.3%
Naryaoli,38,SC,Narayan Prasad Kabeer Panthi,Bharatiya Janta Party,175036,114382,65.3 %,25831,22.6%
Sagar,39,GEN,Smt. Sudha Jain,Bharatiya Janta Party,169868,104916,61.8 %,8524,8.1%
Surkhi,40,GEN,Govind Singh Rajput,Indian National Congress,141212,108070,76.5 %,13865,12.8%
Rehli,41,GEN,Gopal Bhargav,Bharatiya Janta Party,141660,107726,76.0 %,30846,28.6%
Deori,42,GEN,Ratan Singh Silarpur,Bharatiya Janta Party,157674,110847,70.3 %,11371,10.3%
Niwari,43,GEN,Brijendra Singh Rathore,Indian National Congress,222145,158634,71.4 %,17035,10.7%
Jatara,44,GEN,Sunil Nayak,Bharatiya Janta Party,175875,107728,61.3 %,14613,13.6%
Khargapur,45,SC,Hari Shankar Khateek,Bharatiya Janta Party,177909,99323,55.8 %,27213,27.4%
Tikamgarh,46,GEN,Akhand Pratap Singh Yadav,Bharatiya Janta Party,199117,132991,66.8 %,2129,1.6%
Malehra,47,GEN,Uma Bharti,Bharatiya Janta Party,182728,123284,67.5 %,31698,25.7%
Bijawar,48,GEN,Jitendra,Bharatiya Janta Party,190634,122575,64.3 %,23427,19.1%
Chhatarpur,49,GEN,Vikram Singh Alias Nati Raja,Samajwadi Party,213337,139956,65.6 %,11879,8.5%
Maharajpur,50,SC,Ahirwar Ramdayal,Bharatiya Janta Party,194032,111681,57.6 %,22433,20.1%
Chandla,51,GEN,Bundela Vijay Bahadur Singh,Samajwadi Party,171448,112933,65.9 %,6444,5.7%
Nohata,52,GEN,Chandrabhan Singh ( Bhaiya ),Bharatiya Janta Party,181486,137107,75.5 %,23523,17.2%
Damoh,53,GEN,Jayant Malaiya,Bharatiya Janta Party,178353,123736,69.4 %,12321,10.0%
Patharia,54,SC,Sonabai Sevakram Ahirwar,Bharatiya Janta Party,149368,96441,64.6 %,12897,13.4%
Hatta,55,GEN,Ghangaram Patel,Bharatiya Janta Party,172154,115619,67.2 %,2450,2.1%
Panna,56,GEN,Kusum Singh,Bharatiya Janta Party,181546,109498,60.3 %,22683,20.7%
Amanganj,57,SC,Kashi Prasad Bagri,Bharatiya Janta Party,163514,96591,59.1 %,16236,16.8%
Pawai,58,GEN,Brajendra Pratap,Bharatiya Janta Party,177593,122243,68.8 %,15084,12.3%
Maihar,59,GEN,Narayan Tripathi`,Samajwadi Party,178464,122280,68.5 %,13186,10.8%
Nagod,60,GEN,Nagendra Singh,Bharatiya Janta Party,160115,115528,72.2 %,12727,11.0%
Raigaon,61,SC,Jugul Kishor,Bharatiya Janta Party,151923,98743,65.0 %,9988,10.1%
Chitrakoot,62,GEN,Prem Singh,Indian National Congress,160514,101182,63.0 %,8799,8.7%
Satna,63,GEN,Shankar Lal Tiwari,Bharatiya Janta Party,219084,139676,63.8 %,27155,19.4%
Rampur Baghelan,64,GEN,Harsh Singh,Rashtriya Samanta Dal,169085,117511,69.5 %,6663,5.7%
Amarpatan,65,GEN,Rajendra Kumar Singh,Indian National Congress,156107,108747,69.7 %,3943,3.6%
Rewa,66,GEN,Rajendra Shukla,Bharatiya Janta Party,236406,138857,58.7 %,56208,40.5%
