#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
33,Beri,33,GEN,Om Parkash,Indian National Congress,96473,60385,62.6 %,5556,9.2%
34,Salhawas,34,GEN,Zile Singh,Jharkhand Party,101283,62523,61.7 %,641,1.0%
35,Jhajjar,35,SC,Daryao Singh,Jharkhand Party,109564,61236,55.9 %,1970,3.2%
36,Badli,36,GEN,Dhirpal Singh,Jharkhand Party,95223,59087,62.1 %,12376,20.9%
37,Bahadurgarh,37,GEN,Suraj Mal,Indian National Congress,118691,69921,58.9 %,3373,4.8%
38,Baroda,38,SC,Ramesh Kumar,Jharkhand Party,96841,60012,62.0 %,10836,18.1%
39,Gohana,39,GEN,Kitab Singh,Independent,111469,72878,65.4 %,8708,11.9%
40,Kailana,40,GEN,Shanti Devi,Indian National Congress,106033,70785,66.8 %,8173,11.5%
41,Sonepat,41,GEN,Sham Dass,Indian National Congress,117372,71144,60.6 %,8600,12.1%
42,Rai,42,GEN,Jaipal,Jharkhand Party,106937,67096,62.7 %,597,0.9%
43,Rohat,43,GEN,Hukam Singh,Indian National Congress,98059,57139,58.3 %,38,0.1%
44,Kalayat,44,SC,Bharath Singh,Jharkhand Party,90933,58231,64.0 %,2932,5.0%
45,Narwana,45,GEN,Shamsher Singh S/o Ganga Singh,Indian National Congress,96313,70885,73.6 %,7161,10.1%
46,Uchana Kalan,46,GEN,Virendar Singh,Indian National Congress,102339,73152,71.5 %,8844,12.1%
47,Rajond,47,GEN,Ram Kumar Katwal,Jharkhand Party,85829,58742,68.4 %,2619,4.5%
48,Jind,48,GEN,Mange Ram Gupta,Indian National Congress,109513,76197,69.6 %,16133,21.2%
49,Julana,49,GEN,Suraj Bhan,Jharkhand Party,92217,64274,69.7 %,3003,4.7%
50,Safidon,50,GEN,Bachan Singh,Indian National Congress,101396,71328,70.3 %,2597,3.6%
51,Faridabad,51,GEN,A. C. Chaudhary,Indian National Congress,180067,101832,56.6 %,22890,22.5%
52,Mewla Maharajpur,52,GEN,Mahender Pratap Singh,Indian National Congress,179142,105086,58.7 %,29434,28.0%
53,Ballabgarh,53,GEN,Rajinder Singh Bisla,Indian National Congress,141569,83309,58.8 %,13593,16.3%
54,Palwal,54,GEN,Karan Singh Dalal,Haryana Vikas Party,112366,74616,66.4 %,9874,13.2%
55,Hassanpur,55,SC,Ram Rattan,Indian National Congress,108263,70345,65.0 %,835,1.2%
56,Hathin,56,GEN,Ajmat Khan,Indian National Congress,99945,67549,67.6 %,2916,4.3%
57,Ferozepur Jhirka,57,GEN,Shakrulla Khan,Indian National Congress,108715,73237,67.4 %,3477,4.7%
58,Nuh,58,GEN,Mohammad Iliyas,Indian National Congress,100610,62645,62.3 %,4243,6.8%
59,Taoru,59,GEN,Zakir Hussain,Independent,110282,77278,70.1 %,5900,7.6%
60,Sohna,60,GEN,Dharam Pal,Indian National Congress,111813,75032,67.1 %,17344,23.1%
61,Gurgaon,61,GEN,Dharambir S/o Pannu Ram,Indian National Congress,137961,85970,62.3 %,19202,22.3%
62,Pataudi,62,SC,Mohan Lal,Jharkhand Party,111045,64108,57.7 %,4562,7.1%
63,Badhra,63,GEN,Attar Singh S/o Lok Ram,Haryana Vikas Party,102915,64205,62.4 %,15770,24.6%
64,Dadri,64,GEN,Daharampal Singh,Haryana Vikas Party,103925,65110,62.7 %,80,0.1%
65,Mundhal Khurd,65,GEN,Chhatter Singh Chauhan,Haryana Vikas Party,99353,59960,60.4 %,9959,16.6%
66,Bhiwani,66,GEN,Ram Bhajan,Haryana Vikas Party,109073,64107,58.8 %,20918,32.6%
67,Tosham,67,GEN,Bansi Lal,Haryana Vikas Party,109549,71237,65.0 %,12765,17.9%
68,Loharu,68,GEN,Chandrawati,Janata Dal,110082,63801,58.0 %,12491,19.6%
69,Bawani Khera,69,SC,Amar Singh,Haryana Vikas Party,104946,62628,59.7 %,6977,11.1%
70,Barwala,70,GEN,Jogender Singh,Indian National Congress,117959,73389,62.2 %,10625,14.5%
71,Narnaund,71,GEN,Verender Singh,Janata Dal,95155,64772,68.1 %,38,0.1%
72,Hansi,72,GEN,Amir Chand,Independent,106637,70504,66.1 %,1921,2.7%
73,Bhattu Kalan,73,GEN,Sampat Singh,Jharkhand Party,95681,71103,74.3 %,2674,3.8%
74,Hissar,74,GEN,Om Parkash Jindal,Haryana Vikas Party,127337,82225,64.6 %,4117,5.0%
75,Ghirai,75,GEN,Chhatarpal Singh,Indian National Congress,104062,69998,67.3 %,2154,3.1%
76,Tohana,76,GEN,Harpal Singh,Indian National Congress,109070,77042,70.6 %,2791,3.6%
77,Ratia,77,SC,Pir Chand,Haryana Vikas Party,102209,67266,65.8 %,1267,1.9%
78,Fatehabad,78,GEN,Lila Krishan,Indian National Congress,118655,80029,67.4 %,5208,6.5%
79,Adampur,79,GEN,Bhajan Singh,Indian National Congress,102960,74890,72.7 %,31596,42.2%
80,Darba Kalan,80,GEN,Mani Ram,Jharkhand Party,107468,78530,73.1 %,6043,7.7%
81,Ellenabad,81,SC,Mani Ram,Indian National Congress,113127,80043,70.8 %,13761,17.2%
82,Sirsa,82,GEN,Lachhman Dass,Indian National Congress,125125,84521,67.5 %,18995,22.5%
83,Rori,83,GEN,Jagdish Mehra,Indian National Congress,105137,78650,74.8 %,9300,11.8%
84,Dabwali,84,SC,Santosh Chauhan Sarwan,Indian National Congress,114343,74867,65.5 %,12659,16.9%
85,Bawal,85,SC,Shakuntla Bhagwaria,Indian National Congress,117211,68899,58.8 %,9741,14.1%
86,Rewari,86,GEN,Ajay Singh,Indian National Congress,111081,66628,60.0 %,25824,38.8%
87,Jatusana,87,GEN,Rao Inderjeet Singh,Indian National Congress,123484,74903,60.7 %,15226,20.3%
88,Mahendragarh,88,GEN,Ram Bilash,Bharatiya Janta Party,118735,72012,60.6 %,1626,2.3%
89,Ateli,89,GEN,Bamshi Singh,Indian National Congress,118354,68376,57.8 %,66,0.1%
90,Narnaul,90,GEN,Phusa Ram,Indian National Congress,114248,70805,62.0 %,18243,25.8%
