#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Kalka,1,GEN,Purush Bhan,Indian National Congress,141447,92940,65.7 %,4991,5.4%
2,Naraingarh,2,GEN,Surjeet Kumar,Bahujan Samaj Party,95404,71236,74.7 %,4538,6.4%
3,Sadhaura,3,SC,Sher Singh,Independent,105522,79678,75.5 %,3373,4.2%
4,Chhachhrauli,4,GEN,Mohamad Aslam Khan,Indian National Congress,94330,74187,78.6 %,293,0.4%
5,Yamunanagar,5,GEN,Rajesh Kumar,Indian National Congress,125617,78365,62.4 %,5186,6.6%
6,Jagadhri,6,GEN,Om Prakash Sharma,Haryana Vikas Party,105373,76772,72.9 %,1645,2.1%
7,Mullana,7,SC,Phool Chand Mullana,Indian National Congress,101314,71130,70.2 %,10707,15.1%
8,Ambala Cantonment,8,GEN,Brij Anand,Indian National Congress,77658,50663,65.2 %,8017,15.8%
9,Ambala City,9,GEN,Sumer Chand Bhatt,Indian National Congress,93681,63863,68.2 %,1101,1.7%
10,Naggal,10,GEN,Nirmal Singh,Indian National Congress,97590,73397,75.2 %,10505,14.3%
11,Indri,11,GEN,Janki Devi,Haryana Vikas Party,105808,77862,73.6 %,456,0.6%
12,Nilokheri,12,GEN,Jai Singh,Independent,99001,72735,73.5 %,12819,17.6%
13,Karnal,13,GEN,Jai Parkash,Indian National Congress,114814,72413,63.1 %,19687,27.2%
14,Jundla,14,SC,Raj Kumar S/o Dass Ram,Indian National Congress,98814,63448,64.2 %,2564,4.0%
15,Gharaunda,15,GEN,Ram Pal Singh S/o Basant Singh,Indian National Congress,103267,72790,70.5 %,9774,13.4%
16,Assandh,16,SC,Krishan Lal,Jharkhand Party,99779,62777,62.9 %,8114,12.9%
17,Panipat,17,GEN,Balbir Paul Sahah,Indian National Congress,127766,83525,65.4 %,8241,9.9%
18,Sambhalka,18,GEN,Hari Singh,Janata Dal,105034,74586,71.0 %,1746,2.3%
19,Naultha,19,GEN,Satbir Singh Kadyan,Jharkhand Party,96704,67898,70.2 %,948,1.4%
20,Shahabad,20,GEN,Kharaiti Lal,Bharatiya Janta Party,97966,72072,73.6 %,641,0.9%
21,Radaur,21,SC,Lehri Singh,Haryana Vikas Party,95960,67856,70.7 %,2324,3.4%
22,Thanesar,22,GEN,Ram Parkash,Indian National Congress,111123,74879,67.4 %,6013,8.0%
23,Pehowa,23,GEN,Jaswinder Singh,Jharkhand Party,105803,78979,74.6 %,5892,7.5%
24,Guhla,24,SC,Amar Singh,Jharkhand Party,107790,77993,72.4 %,3230,4.1%
25,Kaithal,25,GEN,Surender Kumar,Indian National Congress,93522,68573,73.3 %,437,0.6%
26,Pundri,26,GEN,Ishwar S/o Sind Ram,Indian National Congress,95882,71432,74.5 %,8184,11.5%
27,Pai,27,GEN,Tejrndra Pal,Indian National Congress,94245,67153,71.3 %,10848,16.2%
28,Hassangarh,28,GEN,Balwant Singh,Jharkhand Party,94154,58739,62.4 %,4829,8.2%
29,Kiloi,29,GEN,Krishan Murti,Indian National Congress,96866,62501,64.5 %,3227,5.2%
30,Rohtak,30,GEN,Subhash Chander,Indian National Congress,127160,77837,61.2 %,2607,3.3%
31,Meham,31,GEN,Anand Singh,Indian National Congress,105959,69917,66.0 %,26349,37.7%
32,Kalanaur,32,SC,Kartar Devi,Indian National Congress,90415,54955,60.8 %,10335,18.8%
