AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Padampur,1,GEN,Bargarh,Pradip Purohit,Bharatiya Janta Party,224194,178332,79.5 %,4513,2.5%
Bijepur,2,GEN,Bargarh,Subal Sahu,Indian National Congress,207003,165747,80.1 %,458,0.3%
Bargarh,3,GEN,Bargarh,Debesh Acharya,Biju Janata Dal,198553,145919,73.5 %,13204,9.0%
Attabira,4,SC,Bargarh,Snehangini Chhuria,Biju Janata Dal,202343,154943,76.6 %,25474,16.4%
Bhatli,5,GEN,Bargarh,Susanta Singh,Biju Janata Dal,206506,168251,81.5 %,37581,22.3%
Brajarajnagar,6,GEN,Jharsuguda,Radharani Panda,Bharatiya Janta Party,190513,145851,76.6 %,6790,4.7%
Jharsuguda,7,GEN,Jharsuguda,Naba Kisore Das,Indian National Congress,200808,165197,82.3 %,11563,7.0%
Talsara,8,ST,Sundargarh,Prafulla Majhi,Indian National Congress,196767,139035,70.7 %,1438,1.0%
Sundargarh,9,ST,Sundargarh,Jogesh Kumar Singh,Indian National Congress,220138,158356,71.9 %,12584,7.9%
Biramitrapur,10,ST,Sundargarh,George Tirkey,Samata Kranti Dal,212341,162315,76.4 %,11947,7.4%
Raghunathpali,11,SC,Sundargarh,Subrat Tarai,Biju Janata Dal,163913,105640,64.4 %,16041,15.2%
Rourkela,12,GEN,Sundargarh,Dilip Kumar Ray,Bharatiya Janta Party,185295,123320,66.6 %,10929,8.9%
Rajgangapur,13,ST,Sundargarh,Mangala Kisan,Biju Janata Dal,230032,159675,69.4 %,10036,6.3%
Bonai,14,ST,Sundargarh,Laxman Munda,Communist Party Of India (MARXIST),200770,163188,81.3 %,1818,1.1%
Kuchinda,15,ST,Sambalpur,Rabinarayan Naik,Bharatiya Janta Party,194426,157495,81.0 %,22064,14.0%
Rengali,16,SC,Sambalpur,Ramesh Patua,Biju Janata Dal,170709,131935,77.3 %,1830,1.4%
Sambalpur,17,GEN,Sambalpur,Raseswari Panigrahi,Biju Janata Dal,178765,113180,63.3 %,9958,8.8%
Rairakhol,18,GEN,Sambalpur,Rohit Pujari,Biju Janata Dal,175306,134764,76.9 %,11909,8.8%
Deogarh,19,GEN,Debagarh,Nitesh Gangadeb,Bharatiya Janta Party,212176,166394,78.4 %,38739,23.3%
Telkoi,20,ST,Kendujhar,Bedabyasa Nayak,Biju Janata Dal,199312,167872,84.2 %,13954,8.3%
Ghasipura,21,GEN,Kendujhar,Badri Narayan Patra,Biju Janata Dal,197618,164931,83.5 %,88602,53.7%
Anandapur,22,SC,Kendujhar,Mayadhar Jena,Biju Janata Dal,199505,160346,80.4 %,22224,13.9%
Patna,23,ST,Kendujhar,Hrushikesh Naik,Biju Janata Dal,183466,149015,81.2 %,8843,5.9%
Keonjhar,24,ST,Kendujhar,Abhiram Naik,Biju Janata Dal,201668,155987,77.3 %,8676,5.6%
Champua,25,GEN,Kendujhar,Sanatan Mahakud,Independent,198149,156287,78.9 %,14678,9.4%
Jashipur,26,ST,Mayurbhanj,Mangal Singh Mudi,Biju Janata Dal,190778,153003,80.2 %,5794,3.8%
Saraskana,27,ST,Mayurbhanj,Bhadav Hansdah,Biju Janata Dal,182776,145751,79.7 %,3839,2.6%
Rairangpur,28,ST,Mayurbhanj,Saiba Sushil Kumar Hansdah,Biju Janata Dal,209938,156035,74.3 %,15556,10.0%
Bangriposi,29,ST,Mayurbhanj,Sudam Marndi,Biju Janata Dal,182367,153544,84.2 %,31529,20.5%
Karanjia,30,ST,Mayurbhanj,Bijay Kumar Naik,Biju Janata Dal,165582,129444,78.2 %,13551,10.5%
Udala,31,ST,Mayurbhanj,Golakbihari Naik,Biju Janata Dal,171275,137969,80.6 %,8529,6.2%
Badasahi,32,SC,Mayurbhanj,Ganeswar Patra,Biju Janata Dal,168865,135856,80.5 %,16834,12.4%
Baripada,33,ST,Mayurbhanj,Sananda Marndi,Biju Janata Dal,191093,144388,75.6 %,17114,11.9%
Morada,34,GEN,Mayurbhanj,Praveen Chandra Bhanjdeo,Biju Janata Dal,197807,163015,82.4 %,6956,4.3%
Jaleswar,35,GEN,Baleshwar,Aswini Kumar Patra,Biju Janata Dal,212879,164807,77.4 %,33860,20.5%
Bhograi,36,GEN,Baleshwar,Ananta Das,Biju Janata Dal,203394,153177,75.3 %,19512,12.7%
Basta,37,GEN,Baleshwar,Nityananda Sahoo,Biju Janata Dal,202180,160922,79.6 %,6433,4.0%
