AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Karanjia,1,ST,Karunakar Naik,Indian National Congress,85040,35042,41.2 %,543,1.5%
Jashipur,2,ST,Sambhunath Naik,Independent,84766,35653,42.1 %,786,2.2%
Bahalda,3,ST,Bahgey Gobardhan,Janta Party,86509,32793,37.9 %,11525,35.1%
Rairangpur,4,ST,Bhabendra Nath Majhi,Indian National Congress,85841,35286,41.1 %,10529,29.8%
Bangriposi,5,ST,Kangoi Singh,Indian National Congress,94201,31138,33.1 %,5690,18.3%
Kuliana,6,ST,Saraswati Hembram,Indian National Congress,92471,35490,38.4 %,13439,37.9%
Baripada,7,GEN,Prasanna Kumar Dash,Indian National Congress,103693,55337,53.4 %,17928,32.4%
Baisinga,8,ST,Pruthunath Kisku,Indian National Congress,93726,40860,43.6 %,19117,46.8%
Khunta,9,ST,Biram Murmu,Indian National Congress,98194,47036,47.9 %,6143,13.1%
Udala,10,ST,Ramaneswar Madhei,Indian National Congress,89337,33865,37.9 %,3496,10.3%
Bhograi,11,GEN,Umarani Patra,Indian National Congress,112601,78480,69.7 %,2777,3.5%
Jaleswar,12,GEN,Judisthir Jena,Indian National Congress,121976,86479,70.9 %,342,0.4%
Basta,13,GEN,Bhupal Chandra Mahapatra,Indian National Congress,104180,65215,62.6 %,32737,50.2%
Balasore,14,GEN,Gopanarayan Das,Indian National Congress,124910,76781,61.5 %,69,0.1%
Soro,15,GEN,Jadunath Das Mohapatra,Indian National Congress,105508,66421,63.0 %,32891,49.5%
Simulia,16,GEN,Padamalochan Panda,Indian National Congress,99473,52463,52.7 %,7459,14.2%
Nilgiri,17,GEN,Sukumar Nayak,Indian National Congress,109818,66226,60.3 %,8503,12.8%
Bhandaripokhari,18,SC,Panchanan Mandal,Indian National Congress,96745,65184,67.4 %,1022,1.6%
Bhadrak,19,GEN,Jugal Kishore Pattanayak,Indian National Congress,111920,74030,66.1 %,6544,8.8%
Dhamnagar,20,GEN,Jagannath Rout,Indian National Congress,114413,71482,62.5 %,5888,8.2%
Chandbali,21,SC,Netrananda Malik,Indian National Congress,124771,75704,60.7 %,5281,7.0%
Basudevpur,22,GEN,Madhu Sadan Panigrahi,Indian National Congress,112425,73266,65.2 %,175,0.2%
Sukinda,23,GEN,Sarata Rout,Indian National Congress,101909,70706,69.4 %,5347,7.6%
Korai,24,GEN,Rama Chandra Khuntia,Indian National Congress,112212,76660,68.3 %,1294,1.7%
Jajpur,25,SC,Jagannath Mallick,Janta Party,111656,64382,57.7 %,2609,4.1%
Dharamsala,26,GEN,Kangali Charan Panda,Indian National Congress,100346,65979,65.8 %,7363,11.2%
