AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Royapuram,1,GEN,"Ponnurangam,p",Dravida Munetra Kazhagam,116630,74988,64.3 %,935,1.2%
Harbour,2,GEN,"Selvarasan,a",Dravida Munetra Kazhagam,112040,61069,54.5 %,11015,18.0%
Dr. Radhakrishnan Nagar,3,GEN,"Rajasekaran,v",Indian National Congress (I),146769,91527,62.4 %,7188,7.9%
Park Town,4,GEN,"Somu,n.V.N",Dravida Munetra Kazhagam,120797,68990,57.1 %,14898,21.6%
Perambur,5,SC,"Balan,s",Dravida Munetra Kazhagam,148248,91400,61.7 %,8280,9.1%
Purasawalkam,6,GEN,"Anbazhagan,k",Dravida Munetra Kazhagam,169938,101569,59.8 %,5708,5.6%
Egmore,7,SC,"Ellayaperumal,l",Indian National Congress (I),117282,63041,53.8 %,14756,23.4%
Anna Nagar,8,GEN,"Karunanidhi,m",Dravida Munetra Kazhagam,169720,105653,62.3 %,699,0.7%
Theagaraya Nagar,9,GEN,"Sourirajan,k",Gandhi Kamraj National Congress,153113,84892,55.4 %,6466,7.6%
Thousand Lights,10,GEN,"Krishnasamy,k.A",All India Anna Dravida Munnetra Kazhagam,141773,81628,57.6 %,307,0.4%
Chepauk,11,GEN,"Rahman Khan,a",Dravida Munetra Kazhagam,100569,59148,58.8 %,9226,15.6%
Triplicane,12,GEN,"Haja Shareeff,k.S.G",Indian National Congress (I),113394,64415,56.8 %,6878,10.7%
Mylapore,13,GEN,"Kapali, T.K",All India Anna Dravida Munnetra Kazhagam,143818,83831,58.3 %,3316,4.0%
Saidapet,14,GEN,"Purushothaman,d",Dravida Munetra Kazhagam,144121,85049,59.0 %,1697,2.0%
Gummidipundi,15,GEN,"Munirathinam,r.S",All India Anna Dravida Munnetra Kazhagam,127863,86905,68.0 %,7826,9.0%
Ponneri,16,SC,"Chakarapani,r",All India Anna Dravida Munnetra Kazhagam,135012,84245,62.4 %,14918,17.7%
Thiruvottiyur,17,GEN,Kumari Ananthan,Gandhi Kamraj National Congress,153890,103302,67.1 %,3458,3.3%
Villivakkam,18,GEN,"Prabakaran,j.C.D",All India Anna Dravida Munnetra Kazhagam,191966,120815,62.9 %,703,0.6%
Alandur,19,GEN,"Abdul Razack,k.M",All India Anna Dravida Munnetra Kazhagam,166900,101383,60.7 %,5839,5.8%
Tambaram,20,GEN,Pammal Nallathambi,Dravida Munetra Kazhagam,179404,117561,65.5 %,6185,5.3%
Tirupporur,21,SC,"Chockalingam,g",Dravida Munetra Kazhagam,104235,66622,63.9 %,2297,3.4%
Chengalpattu,22,GEN,"Jagadeesan,anoor,p.G",All India Anna Dravida Munnetra Kazhagam,124925,77315,61.9 %,5152,6.7%
Maduranthakam,23,GEN,"Ugamchand,s.D",All India Anna Dravida Munnetra Kazhagam,111475,84133,75.5 %,11809,14.0%
Acharapakkam,24,SC,"Ganesan,c",All India Anna Dravida Munnetra Kazhagam,102790,71590,69.6 %,119,0.2%
Uthiramerur,25,GEN,"Jagathrakshakan,s",All India Anna Dravida Munnetra Kazhagam,128261,89390,69.7 %,1586,1.8%
Kancheepuram,26,GEN,"Venkatasubramanian,p",All India Anna Dravida Munnetra Kazhagam,130410,96439,74.0 %,2192,2.3%
Sriperumbudur,27,SC,D.Yasodha,Indian National Congress (I),116937,71516,61.2 %,6029,8.4%
Poonamallee,28,GEN,"Rajarathinam, D.",Dravida Munetra Kazhagam,139060,78888,56.7 %,11088,14.1%
Tiruvallur,29,GEN,"Pattabiraman,s",All India Anna Dravida Munnetra Kazhagam,113728,73737,64.8 %,5536,7.5%
Tiruttani,30,GEN,"Shanmugam, R",All India Anna Dravida Munnetra Kazhagam,111514,73548,66.0 %,10091,13.7%
Pallipet,31,GEN,"Narasimhan, P.M",All India Anna Dravida Munnetra Kazhagam,113473,76589,67.5 %,410,0.5%
Arkonam,32,SC,"Vijayasarathy, M",All India Anna Dravida Munnetra Kazhagam,124404,75248,60.5 %,921,1.2%
Sholinghur,33,GEN,"Gopal, C",All India Anna Dravida Munnetra Kazhagam,117710,73525,62.5 %,157,0.2%
Ranipet,34,GEN,Durai Murugan,Dravida Munetra Kazhagam,126741,83912,66.2 %,7254,8.6%
Arcot,35,GEN,"Sethuraman, A M",All India Anna Dravida Munnetra Kazhagam,114631,75111,65.5 %,1940,2.6%
Katpadi,36,GEN,"Poongavanam, N. A",Communist Party Of India,121387,69967,57.6 %,5279,7.5%
Gudiyatham,37,GEN,"Sundaram, K.R",Communist Party Of India (MARXIST),110942,71317,64.3 %,9940,13.9%
Pernambut,38,SC,"Moorthy, G",All India Anna Dravida Munnetra Kazhagam,113142,67410,59.6 %,5335,7.9%
Vaniayambadi,39,GEN,"Kulasekara Pandiyan, N",All India Anna Dravida Munnetra Kazhagam,115231,73649,63.9 %,3674,5.0%
Natrampalli,40,GEN,"Anbazhagan, T",All India Anna Dravida Munnetra Kazhagam,127218,87220,68.6 %,6625,7.6%
Tiruppattur,41,GEN,"Sundaram, B",Dravida Munetra Kazhagam,124811,79212,63.5 %,8104,10.2%
Chengam,42,SC,"Swamikannu, T",All India Anna Dravida Munnetra Kazhagam,102993,56773,55.1 %,836,1.5%
Thandarambattu,43,GEN,"Venugopal, D",Dravida Munetra Kazhagam,110889,73723,66.5 %,21069,28.6%
Tiruvannamalai,44,GEN,"Narayanasamy, K",Indian National Congress (I),120155,93952,78.2 %,18385,19.6%
Kalasapakkam,45,GEN,"Thiruvengadam, P.S",Dravida Munetra Kazhagam,114081,83961,73.6 %,11951,14.2%
Polur,46,GEN,"Balaraman, L",Indian National Congress (I),111477,73891,66.3 %,2153,2.9%
Anaicut,47,GEN,"Viswanathan,g",All India Anna Dravida Munnetra Kazhagam,112926,67386,59.7 %,5955,8.8%
Vellore,48,GEN,"Devaraj, V.M",Dravida Munetra Kazhagam,136560,87595,64.1 %,4507,5.1%
Arni,49,GEN,"Shanmugam, A. C",All India Anna Dravida Munnetra Kazhagam,117556,86392,73.5 %,5051,5.8%
Cheyyar,50,GEN,Babu Janarthanan,Dravida Munetra Kazhagam,114683,79877,69.7 %,8250,10.3%
Vandavasi,51,SC,"Kuppusami, C",All India Anna Dravida Munnetra Kazhagam,124733,77852,62.4 %,2482,3.2%
Peranamallur,52,GEN,"Venkitesan, P. M",All India Anna Dravida Munnetra Kazhagam,121318,75491,62.2 %,878,1.2%
Melmalayanur,53,GEN,"Chinnadurai, A",All India Anna Dravida Munnetra Kazhagam,118992,82275,69.1 %,198,0.2%
Gingee,54,GEN,"Ramchandran, N",Dravida Munetra Kazhagam,124732,84975,68.1 %,1633,1.9%
Tindivanam,55,GEN,"Thangamani Gounder, K. M",Indian National Congress (I),107921,71404,66.2 %,5476,7.7%
Vanur,56,SC,"Muthuvel, N",Dravida Munetra Kazhagam,123245,74770,60.7 %,5248,7.0%
Kandamangalam,57,SC,"Kannan, M",All India Anna Dravida Munnetra Kazhagam,134779,70444,52.3 %,2357,3.3%
Villupuram,58,GEN,"Palaniappan, K. P",Dravida Munetra Kazhagam,133842,89438,66.8 %,5160,5.8%
Mugaiyur,59,GEN,"Sundaramurthy, R",Indian National Congress (I),120828,75703,62.7 %,7601,10.0%
Thirunavalur,60,GEN,"Subramanian, V",Dravida Munetra Kazhagam,107743,77139,71.6 %,173,0.2%
Ulundurpet,61,SC,"Rangasamy, K",Dravida Munetra Kazhagam,131665,73967,56.2 %,9955,13.5%
Nellikuppam,62,GEN,"Krishnamoorthi, V",Dravida Munetra Kazhagam,111615,74462,66.7 %,12111,16.3%
Cuddalore,63,GEN,Babu Govindarajan,Dravida Munetra Kazhagam,133227,83610,62.8 %,3141,3.8%
Panruti,64,GEN,"Ramachandran, S",All India Anna Dravida Munnetra Kazhagam,112744,87102,77.3 %,4487,5.2%
Kurinjipadi,65,GEN,"Thangarasu, A",All India Anna Dravida Munnetra Kazhagam,115509,78410,67.9 %,2959,3.8%
Bhuvanagiri,66,GEN,"Swaminathan, V .V",All India Anna Dravida Munnetra Kazhagam,118301,85123,72.0 %,6324,7.4%
Kattumannarkoil,67,SC,"Ramalingam, E",Dravida Munetra Kazhagam,105613,74916,70.9 %,14662,19.6%
Chidambaram,68,GEN,"Ganapathy, K. R",All India Anna Dravida Munnetra Kazhagam,112269,81763,72.8 %,3267,4.0%
Vridhachalam,69,GEN,"Thiyagarajan, R",Indian National Congress (I),124287,88899,71.5 %,4148,4.7%
Mangalore,70,SC,"Kaliamoorthy, P",All India Anna Dravida Munnetra Kazhagam,130395,85086,65.3 %,1183,1.4%
Rishivandiam,71,GEN,"Sundaram, M",Indian National Congress (I),108377,76451,70.5 %,4921,6.4%
Chinnasalem,72,GEN,"Sivaraman, S",Indian National Congress (I),115587,76384,66.1 %,5247,6.9%
Sankarapuram,73,GEN,"Kalitheerthan, S",All India Anna Dravida Munnetra Kazhagam,113528,74274,65.4 %,3541,4.8%
Hosur,74,GEN,"Venkata Reddy, T",Indian National Congress (I),106169,52921,49.8 %,4412,8.3%
Thalli,75,GEN,"Rajaram Naidu, D.R",Indian National Congress (I),112047,62815,56.1 %,2957,4.7%
Kaveripattinam,76,GEN,"Samarasam, K",All India Anna Dravida Munnetra Kazhagam,110686,70859,64.0 %,3523,5.0%
Krishnagiri,77,GEN,"Chinnarasu, K. R",All India Anna Dravida Munnetra Kazhagam,106266,57662,54.3 %,1797,3.1%
Bargur,78,GEN,"Doraisamy, Bn.S",All India Anna Dravida Munnetra Kazhagam,113106,70728,62.5 %,10848,15.3%
Harur,79,SC,"Sabapathy, C.",All India Anna Dravida Munnetra Kazhagam,124169,70223,56.6 %,12608,18.0%
Morappur,80,GEN,"Kuppusamy, N.",All India Anna Dravida Munnetra Kazhagam,106081,76413,72.0 %,13129,17.2%
Palacode,81,GEN,"Munusamy, M.B.",All India Anna Dravida Munnetra Kazhagam,113628,75709,66.6 %,4135,5.5%
Dharmapuri,82,GEN,"Aranganathan, S.",All India Anna Dravida Munnetra Kazhagam,114697,74964,65.4 %,1505,2.0%
Pennagaram,83,GEN,"Theertha Raman, P",Gandhi Kamraj National Congress,112908,66802,59.2 %,7109,10.6%
Mettur,84,GEN,"Nachimuthu, K.P",All India Anna Dravida Munnetra Kazhagam,126625,84911,67.1 %,18868,22.2%
Taramangalam,85,GEN,"Semmalai, S",Independent,119790,83584,69.8 %,22383,26.8%
Omalur,86,GEN,"Sivaperuman, M",All India Anna Dravida Munnetra Kazhagam,115489,74250,64.3 %,11952,16.1%
Yercaud,87,ST,Thiruman,All India Anna Dravida Munnetra Kazhagam,99409,57141,57.5 %,1849,3.2%
Salem-I,88,GEN,"Krishnaraj, G",All India Anna Dravida Munnetra Kazhagam,138312,97777,70.7 %,19231,19.7%
Salem-Ii,89,GEN,"Arumugam, M",All India Anna Dravida Munnetra Kazhagam,123202,80162,65.1 %,4740,5.9%
Veerapandi,90,GEN,Vijayalakshmi Pandit,All India Anna Dravida Munnetra Kazhagam,125608,89183,71.0 %,15973,17.9%
Panamarathupatty,91,GEN,"Rajaram, K",All India Anna Dravida Munnetra Kazhagam,113432,78923,69.6 %,12604,16.0%
