AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Royapuram,1,GEN,D. Jayakumar,All India Anna Dravida Munnetra Kazhagam,133943,79579,59.4 %,16653,20.9%
Harbour,2,GEN,Karunanidhi M.,Dravida Munetra Kazhagam,121040,64382,53.2 %,890,1.4%
Dr. Radhakrishnan Nagar,3,GEN,Madhusudhnan E.,All India Anna Dravida Munnetra Kazhagam,199052,113180,56.9 %,24952,22.0%
Park Town,4,GEN,Balaraman U.,Indian National Congress,127309,69801,54.8 %,11835,17.0%
Perambur,5,SC,Dr. M. P. Sekar,All India Anna Dravida Munnetra Kazhagam,214067,118862,55.5 %,15452,13.0%
Purasawalkam,6,GEN,Ranganathan B.,Indian National Congress,231735,129951,56.1 %,22832,17.6%
Egmore,7,SC,Elamvazhuthi,Dravida Munetra Kazhagam,128272,46109,35.9 %,1203,2.6%
Anna Nagar,8,GEN,A. Chellakumar,Indian National Congress,262348,133530,50.9 %,27298,20.4%
Theagaraya Nagar,9,GEN,S. Jayakumar,All India Anna Dravida Munnetra Kazhagam,204830,106659,52.1 %,31313,29.4%
Thousand Lights,10,GEN,Krishna Swamy K.A.,All India Anna Dravida Munnetra Kazhagam,176708,99519,56.3 %,16981,17.1%
Chepauk,11,GEN,Zeenath Sheriffdeen,Indian National Congress,107928,59410,55.0 %,4456,7.5%
Triplicane,12,GEN,Mohamad Asif,All India Anna Dravida Munnetra Kazhagam,129453,71947,55.6 %,12452,17.3%
Mylapore,13,GEN,Rangarajan T.M.,All India Anna Dravida Munnetra Kazhagam,197453,107421,54.4 %,26696,24.9%
Saidapet,14,GEN,Balan M.K.,All India Anna Dravida Munnetra Kazhagam,209145,111831,53.5 %,22762,20.4%
Gummidipundi,15,GEN,Sakkubai R.,All India Anna Dravida Munnetra Kazhagam,168898,117401,69.5 %,32919,28.0%
Ponneri,16,SC,Ravikumar E.,All India Anna Dravida Munnetra Kazhagam,186052,124003,66.6 %,41253,33.3%
Thiruvottiyur,17,GEN,Kuppan K.,All India Anna Dravida Munnetra Kazhagam,262462,154830,59.0 %,27322,17.6%
Villivakkam,18,GEN,Kalan E.,Indian National Congress,428210,218138,50.9 %,46233,21.2%
Alandur,19,GEN,Annamalai S.,All India Anna Dravida Munnetra Kazhagam,296098,154153,52.1 %,34911,22.6%
Tambaram,20,GEN,S.M. Krishnan,Indian National Congress,373559,198082,53.0 %,46848,23.7%
Tirupporur,21,SC,M. Dhanpal,All India Anna Dravida Munnetra Kazhagam,159767,109267,68.4 %,30564,28.0%
Chengalpattu,22,GEN,Vardarajan C.D.,All India Anna Dravida Munnetra Kazhagam,159450,108776,68.2 %,16798,15.4%
Maduranthakam,23,GEN,P. Chockalingam,All India Anna Dravida Munnetra Kazhagam,149439,104907,70.2 %,18403,17.5%
