AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Bhadra,1,GEN,Dr. Suresh Chaudhary,Independent,171604,131197,76.5 %,4666,3.6%
Nohar,2,GEN,Bahadur Singh,Indian National Lok Dal,193220,144223,74.6 %,6503,4.5%
Tibi,3,SC,Dharmendra Kumar,Bharatiya Janta Party,189906,139933,73.7 %,9481,6.8%
Hanumangarh,4,GEN,Vinod Kumar S/o Atma Ram,Indian National Congress,187509,140957,75.2 %,8335,5.9%
Sangaria,5,GEN,Gurjant Singh,Bharatiya Janta Party,175061,140258,80.1 %,1162,0.8%
Ganganagar,6,GEN,Surendra Singh Rathore,Bharatiya Janta Party,145110,107219,73.9 %,35922,33.5%
Kesrisinghpur,7,SC,O P Mahendra,Bharatiya Janta Party,116959,92224,78.9 %,29928,32.5%
Karanpur,8,GEN,Surendra Pal Singh,Bharatiya Janta Party,112550,90548,80.5 %,21729,24.0%
Raisinghnagar,9,SC,Lalchand,Bharatiya Janta Party,151770,114460,75.4 %,8102,7.1%
Pilibanga,10,GEN,Ram Pratap Kasaniya,Independent,185257,145995,78.8 %,2077,1.4%
Suratgarh,11,GEN,Ashok Nagpal,Bharatiya Janta Party,336248,235068,69.9 %,35319,15.0%
Lunkaransar,12,GEN,Virendra,Indian National Congress,334235,199875,59.8 %,20954,10.5%
Bikaner,13,GEN,Dr. Bulaki Das Kalla,Indian National Congress,155151,104007,67.0 %,1651,1.6%
Kolayat,14,GEN,Devi Singh Bhati,Rajasthan Samajik Nyaya Manch,307188,178888,58.2 %,10706,6.0%
Nokha,15,SC,Govind Ram,Bharatiya Janta Party,234720,118968,50.7 %,27175,22.8%
Dungargarh,16,GEN,Mangla Ram,Indian National Congress,186024,127234,68.4 %,3089,2.4%
Sujangarh,17,SC,Khema Ram Meghwal,Bharatiya Janta Party,181121,114254,63.1 %,5620,4.9%
Ratangarh,18,GEN,Raj Kumar Rinwa,Independent,148523,100607,67.7 %,1507,1.5%
Sardarshahar,19,GEN,Bhanwar Lal Sharma,Indian National Congress,187708,133569,71.2 %,2061,1.5%
Churu,20,GEN,Rajendra Rathore,Bharatiya Janta Party,162171,116623,71.9 %,7925,6.8%
Taranagar,21,GEN,Dr. Chandra Shekhar Baid,Indian National Congress,164968,123421,74.8 %,2159,1.7%
Sadulpur,22,GEN,Nand Lal Poonia,Indian National Congress,150537,110180,73.2 %,3124,2.8%
Pilani,23,GEN,Shrawan Kumar,Indian National Congress,177103,124444,70.3 %,8914,7.2%
Surajgarh,24,SC,Sundar Lal,Bharatiya Janta Party,173156,120000,69.3 %,3717,3.1%
Khetri,25,GEN,Data Ram,Bharatiya Janta Party,152222,106494,70.0 %,4924,4.6%
Gudha,26,GEN,Ranveer Singh,Lok Jan Shakti Party,163846,114069,69.6 %,11840,10.4%
Nawalgarh,27,GEN,Pratibha Singh,Independent,178238,112452,63.1 %,16460,14.6%
Jhunjhunu,28,GEN,Sumitra Singh,Bharatiya Janta Party,179060,115225,64.3 %,1585,1.4%
Mandawa,29,GEN,Ram Narain Chaudhary,Indian National Congress,164774,105261,63.9 %,19508,18.5%
Fatehpur,30,GEN,Bhanwaru Khan,Indian National Congress,165490,106853,64.6 %,21831,20.4%
Lachhmangarh,31,SC,Kesar Dev,Bharatiya Janta Party,180056,122843,68.2 %,11371,9.3%
Sikar,32,GEN,Raj Kumari Sharma,Bharatiya Janta Party,198406,125916,63.5 %,1907,1.5%
Dhod,33,GEN,Amra Ram,Communist Party Of India (MARXIST),174611,124781,71.5 %,21147,16.9%
Danta - Ramgarh,34,GEN,Narain Singh,Indian National Congress,185223,130236,70.3 %,14962,11.5%
Srimadhopur,35,GEN,Harlal Singh Kharra,Independent,177763,124046,69.8 %,19332,15.6%
Khandela,36,GEN,Mahadev Singh,Indian National Congress,172298,114857,66.7 %,17836,15.5%
Neem-Ka-Thana,37,GEN,Prem Singh Bajor,Bharatiya Janta Party,176488,124475,70.5 %,205,0.2%
Chomu,38,GEN,Ram Lal Sharma,Bharatiya Janta Party,189596,137427,72.5 %,4294,3.1%
Amber,39,GEN,Lal Chand Kataria,Indian National Congress,225046,151279,67.2 %,5936,3.9%
Jaipur Rural,40,GEN,Brij Kishore Sharma,Indian National Congress,186581,114881,61.6 %,3178,2.8%
Hawamahal,41,GEN,Surendra Pareek,Bharatiya Janta Party,84883,53705,63.3 %,16961,31.6%
Johribazar,42,GEN,Kalicharan Saraf,Bharatiya Janta Party,279788,162638,58.1 %,25739,15.8%
Kishanpole,43,GEN,Mohan Lal Gupta,Bharatiya Janta Party,229877,130820,56.9 %,718,0.5%
Bani Park,44,GEN,Prof. Beeru Singh Rathore,Bharatiya Janta Party,434501,242087,55.7 %,7326,3.0%
Phulera,45,GEN,Navratan Rajoria,Bharatiya Janta Party,185785,127741,68.8 %,9712,7.6%
Dudu,46,SC,Babu Lal Nagar,Indian National Congress,166768,114224,68.5 %,12385,10.8%
Sanganer,47,GEN,Ghanshyam Tiwari,Bharatiya Janta Party,242460,153726,63.4 %,33025,21.5%
Phagi,48,SC,Laxmi Narain Bairwa,Bharatiya Janta Party,157716,104279,66.1 %,4956,4.8%
Lalsot,49,ST,Virendra,Bharatiya Janta Party,167776,116418,69.4 %,21856,18.8%
Sikrai,50,ST,Ram Kishore Meena,Bharatiya Janta Party,162139,94489,58.3 %,20571,21.8%
Bandikui,51,GEN,Murari Lal,Bahujan Samaj Party,170699,133061,78.0 %,29951,22.5%
Dausa,52,SC,Nand Lal Banshiwal,Bharatiya Janta Party,168470,95208,56.5 %,10069,10.6%
Bassi,53,GEN,Kanhaiya Lal Meena,Bharatiya Janta Party,169028,121586,71.9 %,992,0.8%
Jamwa Ramgarh,54,GEN,Ram Chandra,Indian National Congress,159105,109106,68.6 %,5010,4.6%
Bairath,55,GEN,Rao Rajendra Singh,Bharatiya Janta Party,182655,126370,69.2 %,25597,20.3%
Kotputli,56,GEN,Subhash Chandra,Independent,202506,133154,65.8 %,6149,4.6%
Bansur,57,GEN,Mahipal Singh Yadav,Indian National Congress,165982,113974,68.7 %,5631,4.9%
Behror,58,GEN,Dr. Karan Singh Yadav,Indian National Congress,148593,102471,69.0 %,17645,17.2%
Mandawar,59,GEN,Dharampal Chaudhary,Bharatiya Janta Party,131568,93664,71.2 %,6050,6.5%
Tizara,60,GEN,Amamuddin Ahamad Khan Urf Durru Miyan,Indian National Congress,172914,124428,72.0 %,1280,1.0%
Khairthal,61,SC,Jay Ram,Bharatiya Janta Party,147508,92512,62.7 %,10745,11.6%
Ramgarh,62,GEN,Juber Khan,Indian National Congress,142028,107619,75.8 %,783,0.7%
Alwar,63,GEN,Jitendra Singh,Indian National Congress,190755,118337,62.0 %,27289,23.1%
Thanagazi,64,GEN,Kanti,Independent,135839,101815,75.0 %,12101,11.9%
Rajgarh,65,ST,Samarth Lal,Bharatiya Janta Party,150596,103067,68.4 %,8679,8.4%
Kathumar,67,SC,Ramesh Chand Khinchi,Indian National Congress,151448,107454,71.0 %,1413,1.3%
Kaman,68,GEN,Madan Mohan Singhal,Bharatiya Janta Party,133058,104809,78.8 %,2464,2.4%
Nagar,69,GEN,Mohamad Mahir Azad,Indian National Congress,124665,86453,69.3 %,7013,8.1%
Deeg,70,GEN,Arun Singh,Indian National Lok Dal,122629,82686,67.4 %,4288,5.2%
Kumher,71,GEN,Digamber Singh,Bharatiya Janta Party,136142,93064,68.4 %,832,0.9%
Bharatpur,72,GEN,Vijay Bansal (PAPPU),Indian National Lok Dal,181142,111172,61.4 %,17363,15.6%
Rupbas,73,SC,Nirbhay Lal,Indian National Congress,129969,81073,62.4 %,1068,1.3%
Nadbai,74,GEN,Krishnendra Kaur (DEEPA),Independent,136255,95032,69.7 %,7060,7.4%
Weir,75,SC,Jagannath Pahadia,Indian National Congress,137739,87314,63.4 %,8910,10.2%
Bayana,76,GEN,Atar Singh Badana,Bharatiya Janta Party,154619,110307,71.3 %,19405,17.6%
Rajakhera,77,GEN,Pradhuman Singh,Indian National Congress,150236,109227,72.7 %,7884,7.2%
Dholpur,78,GEN,Banwari Lal,Indian National Congress,159813,118798,74.3 %,5114,4.3%
Bari,79,GEN,Daljeet Singh,Indian National Congress,160997,119278,74.1 %,1980,1.7%
Karauli,80,GEN,Suresh Meena,Bahujan Samaj Party,146931,108546,73.9 %,155,0.1%
Sapotra,81,ST,Sukh Lal,Bharatiya Janta Party,149756,89252,59.6 %,7697,8.6%
Khandar,82,SC,Ashok,Indian National Congress,164622,90543,55.0 %,172,0.2%
Sawai Madhopur,83,GEN,Kirodi Lal,Bharatiya Janta Party,174378,124562,71.4 %,30086,24.2%
Bamanwas,84,ST,Heera Lal,Independent,163552,98838,60.4 %,8911,9.0%
Gangapur,85,GEN,Durga Prasad,Indian National Congress,165180,109669,66.4 %,3926,3.6%
Hindaun,86,SC,Kalu Ram,Indian National Lok Dal,185677,119412,64.3 %,4634,3.9%
Mahuwa,87,GEN,Harigyan Singh,Bharatiya Janta Party,158705,113173,71.3 %,21744,19.2%
Toda Bhim,88,ST,Batti Lal,Bharatiya Janta Party,171998,106782,62.1 %,41882,39.2%
Niwai,89,SC,Heera Lal,Bharatiya Janta Party,146433,95659,65.3 %,1439,1.5%
Tonk,90,GEN,Mahaveer,Bharatiya Janta Party,157614,104363,66.2 %,1007,1.0%
Uniara,91,GEN,Prabhu Lal,Bharatiya Janta Party,161163,103359,64.1 %,10401,10.1%
Todaraisingh,92,GEN,Nathu Singh Gurjar,Bharatiya Janta Party,137675,104474,75.9 %,6264,6.0%
Malpura,93,GEN,Jeetram,Bharatiya Janta Party,157130,114940,73.1 %,10830,9.4%
Kishangarh,94,GEN,Bhagirath Chaudhary,Bharatiya Janta Party,184049,127377,69.2 %,4226,3.3%
Ajmer East,95,SC,Anita Bhadel,Bharatiya Janta Party,152928,88422,57.8 %,13404,15.2%
Ajmer West,96,GEN,Vasudev Devnani,Bharatiya Janta Party,109288,58786,53.8 %,2440,4.2%
Pushkar,97,GEN,Dr. Shri Gopal Baheti,Indian National Congress,172112,113859,66.2 %,7098,6.2%
Nasirabad,98,GEN,Govind Singh,Indian National Congress,129525,91910,71.0 %,453,0.5%
Beawar,99,GEN,Devi Shankar,Bharatiya Janta Party,138653,91933,66.3 %,11730,12.8%
Masuda,100,GEN,Vishnu Modi,Bharatiya Janta Party,147848,101113,68.4 %,9410,9.3%
Bhinai,101,GEN,Sanwar Lal,Bharatiya Janta Party,134212,99499,74.1 %,1688,1.7%
