AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Kinnaur,1,ST,Jagat Singh,Indian National Congress,48513,35116,72.4 %,7406,21.1%
Rampur,2,SC,Singhi Ram,Indian National Congress,61092,42171,69.0 %,17247,40.9%
Rohru,3,GEN,Virbhadra Singh,Indian National Congress,63033,48007,76.2 %,17289,36.0%
Jubbal-Kotkhai,4,GEN,Rohit Thakur,Indian National Congress,52009,40541,77.9 %,6844,16.9%
Chopal,5,GEN,Subhash Chand,Independent,49546,38865,78.4 %,2571,6.6%
Kumarsain,6,GEN,Vidya Stokes,Indian National Congress,56594,40891,72.3 %,4271,10.4%
Theog,7,GEN,Rakesh Verma,Independent,53830,42975,79.8 %,3359,7.8%
Simla,8,GEN,Harbhajan Singh Bhajji,Indian National Congress,68562,31634,46.1 %,2111,6.7%
Kasumpti,9,SC,Sohan Lal,Independent,83523,46850,56.1 %,3485,7.4%
Arki,10,GEN,Dharam Pal Thakur,Indian National Congress,55717,39795,71.4 %,1043,2.6%
Doon,11,GEN,Lajja Ram,Indian National Congress,58230,47710,81.9 %,2420,5.1%
Nalagarh,12,GEN,Hari Naraian Singh,Bharatiya Janta Party,63126,54229,85.9 %,3083,5.7%
Kasauli,13,SC,Raghu Raj,Indian National Congress,56284,38594,68.6 %,3759,9.7%
Solan,14,GEN,Dr. Rajeev Bindal,Bharatiya Janta Party,65204,44845,68.8 %,1359,3.0%
Pachhad,15,SC,Gangu Ram Musafir,Indian National Congress,55380,44062,79.6 %,1286,2.9%
Rainka,16,SC,Dr. Prem Singh,Indian National Congress,46915,36316,77.4 %,6334,17.4%
Shillai,17,GEN,Harsh Wardhan,Indian National Congress,49220,38735,78.7 %,7424,19.2%
Paonta Doon,18,GEN,Sukh Ram,Bharatiya Janta Party,68911,56986,82.7 %,5862,10.3%
Nahan,19,GEN,Sadanand Chauhan,Lok Jan Shakti Party,53303,41690,78.2 %,1191,2.9%
Kotkehloor,20,GEN,Thakur Ram Lal,Indian National Congress,59321,47348,79.8 %,3002,6.3%
Bilaspur,21,GEN,Tilak Raj,Indian National Congress,57958,44920,77.5 %,2726,6.1%
Ghumarwin,22,GEN,Karam Dev Dharmani,Bharatiya Janta Party,66165,47866,72.3 %,3407,7.1%
Geharwin,23,SC,Dr. Beeru Ram Kishore,Independent,58340,45190,77.5 %,1554,3.4%
Nadaun,24,GEN,Sukhvinder Singh,Indian National Congress,58023,42573,73.4 %,4585,10.8%
Hamirpur,25,GEN,Anita Verma,Indian National Congress,65723,46400,70.6 %,6865,14.8%
Bamsan,26,GEN,Prem Kumar Dhumal,Bharatiya Janta Party,59018,43958,74.5 %,15698,35.7%
Mewa,27,SC,Ishwar Dass Dhiman,Bharatiya Janta Party,62416,46306,74.2 %,1329,2.9%
Nadaunta,28,GEN,Baldev Sharma,Bharatiya Janta Party,65394,47480,72.6 %,12561,26.5%
Gagret,29,SC,Kuldeep Kumar,Indian National Congress,55881,41194,73.7 %,7178,17.4%
Chintpurni,30,GEN,Rakesh Kalia,Indian National Congress,59314,44104,74.4 %,10941,24.8%
Santokgarh,31,GEN,Mukesh Agnihotri,Indian National Congress,70531,49728,70.5 %,5024,10.1%
Una,32,GEN,Satpal Singh Satti,Bharatiya Janta Party,77877,57020,73.2 %,51,0.1%
Kutlehar,33,GEN,Virender Kumar,Bharatiya Janta Party,59480,42944,72.2 %,3916,9.1%
Nurpur,34,GEN,Sat Mahajan,Indian National Congress,76740,60383,78.7 %,9599,15.9%
Gangath,35,SC,Bodh Raj,Indian National Congress,65349,50563,77.4 %,2279,4.5%
Jawali,36,GEN,Sujan Singh,Indian National Congress,67440,52248,77.5 %,5833,11.2%
Guler,37,GEN,Chander Kumar,Indian National Congress,51987,40308,77.5 %,5934,14.7%
Jaswan,38,GEN,Bikram Singh,Bharatiya Janta Party,50367,36325,72.1 %,2186,6.0%
Pragpur,39,SC,Naveen Dhiman,Independent,56945,41219,72.4 %,4226,10.3%
Jawalamukhi,40,GEN,Ramesh Chand,Bharatiya Janta Party,59027,44644,75.6 %,13729,30.8%
Thural,41,GEN,Ravinder Singh,Bharatiya Janta Party,53883,38453,71.4 %,2811,7.3%
Rajgir,42,SC,Atma Ram,Bharatiya Janta Party,50790,35914,70.7 %,1255,3.5%
Baijnath,43,GEN,Sudhir Sharma,Indian National Congress,57622,41541,72.1 %,6239,15.0%
Palampur,44,GEN,Brij Behari Lal,Indian National Congress,60378,45235,74.9 %,7243,16.0%
Sulah,45,GEN,Jagjiwan Paul,Indian National Congress,50569,37827,74.8 %,10930,28.9%
Nagrota,46,GEN,G.S. Bali,Indian National Congress,61659,48479,78.6 %,10394,21.4%
Shahpur,47,GEN,Major Vijay Singh Mankotia,Indian National Congress,61206,48754,79.7 %,4296,8.8%
Dharamsala,48,GEN,Chandresh Kumari,Indian National Congress,56459,42642,75.5 %,5118,12.0%
Kangra,49,GEN,Surinder Kumar,Indian National Congress,67394,48434,71.9 %,5033,10.4%
Bhattiyat,50,GEN,Kuldip Singh Pathania,Independent,53020,40464,76.3 %,2226,5.5%
Banikhet,51,GEN,Asha Kumari,Indian National Congress,70122,51603,73.6 %,860,1.7%
