AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
War-Jaintia,1,ST,Lahkmen Rymbui,Indian National Congress,20497,18943,92.4 %,900,4.8%
Rymbai,2,ST,Nehlang Lyngdoh,Indian National Congress,29659,26914,90.7 %,7037,26.1%
Sutnga-Shangpung,3,ST,Shitlang Pale,Indian National Congress,20892,19248,92.1 %,1876,9.7%
Raliang,4,ST,Comingone Ymbon,Indian National Congress,23984,23003,95.9 %,5843,25.4%
Nartiang,5,ST,E. C. Boniface Bamon,Nationalist Congress Party,21365,20115,94.1 %,451,2.2%
Nongbah-Wahiajer,6,ST,Sniawbhalang Dhar,Indian National Congress,21661,20645,95.3 %,1479,7.2%
Jowai,7,ST,Roytre Christopher Laloo,Indian National Congress,20841,19208,92.2 %,593,3.1%
Mawhati,8,ST,Donbok Khymdeit,United Democratic Party,21289,19842,93.2 %,387,2.0%
Umroi,9,ST,E.K.Mawlong,United Democratic Party,25855,23562,91.1 %,965,4.1%
Nongpoh,10,ST,Dr. D.D. Lapang,Indian National Congress,23863,21654,90.7 %,720,3.3%
Jirang,11,ST,J. Dringwell Rymbai,United Democratic Party,24635,21715,88.1 %,1480,6.8%
Mairang,12,ST,Metbah Lyngdoh,United Democratic Party,25896,23967,92.6 %,1874,7.8%
Nongspung,13,ST,J. Antonius Lyngdoh,United Democratic Party,20547,18895,92.0 %,747,4.0%
Sohiong,14,ST,H. Donkupar R. Lyngdoh,Indian National Congress,23829,22350,93.8 %,1673,7.5%
Mylliem,15,ST,Ronnie V. Lyngdoh,Indian National Congress,22153,19241,86.9 %,1416,7.4%
Malki-Nongthymmai,16,ST,B.M. Lanong,United Democratic Party,19924,15923,79.9 %,863,5.4%
Laitumkharah,17,ST,M. Ampareen Lyngdoh,United Democratic Party,14326,11071,77.3 %,1593,14.4%
Pynthorumkhrah,18,GEN,A.L. Hek,Bharatiya Janta Party,25963,20921,80.6 %,8559,40.9%
Jaiaw,19,ST,Paul Lyngdoh,Khun Hynnieutrip National Awakaning Movement,14933,12591,84.3 %,6695,53.2%
Mawkhar,20,ST,Dr Friday Lyngdoh,Indian National Congress,7799,6231,79.9 %,577,9.3%
Mawprem,21,GEN,Manas Chaudhuri,Independent,18820,15009,79.8 %,2678,17.8%
Laban,22,GEN,Sanbor Shullai,Nationalist Congress Party,13119,10633,81.1 %,2438,22.9%
Mawlai,23,ST,Founder Strong Cajee,Indian National Congress,27243,23307,85.6 %,3079,13.2%
Sohryngkham,24,ST,Charles Pyngrope,Indian National Congress,23474,20513,87.4 %,4181,20.4%
Dienglieng,25,ST,Remington Pyngrope,United Democratic Party,17376,16355,94.1 %,66,0.4%
Nongkrem,26,ST,Ardent Miller Basaiawmoit,United Democratic Party,22549,20349,90.2 %,717,3.5%
Lyngkyrdem,27,ST,Prestone Tynsong,Indian National Congress,19435,17568,90.4 %,803,4.6%
Nongshken,28,ST,Don Kupar Massar,Independent,15840,14587,92.1 %,972,6.7%
Sohra,29,ST,Dr. Phlour W. Khongjee,Indian National Congress,17059,15524,91.0 %,472,3.0%
Shella,30,ST,Dr. Donkupar Roy,United Democratic Party,11248,10122,90.0 %,939,9.3%
Mawsynram,31,ST,Pynshngainlang Syiem,Indian National Congress,17548,15999,91.2 %,258,1.6%
Mawkyrwat,32,ST,Rowell Lyngdoh,Indian National Congress,19761,18225,92.2 %,1328,7.3%
Pariong,33,ST,Dr. Adviser Pariong,Hill State People's Democratic Party,17534,16392,93.5 %,1026,6.3%
Nongstoin,34,ST,Hopingstone Lyngdoh,Hill State People's Democratic Party,34990,27890,79.7 %,5588,20.0%
Langrin,35,ST,Martin M. Danggo,Indian National Congress,21269,19409,91.3 %,4074,21.0%
Mawthengkut,36,ST,Francis Pondit R. Sangma,Indian National Congress,23220,20578,88.6 %,2325,11.3%
Rongrenggiri,38,ST,Shri.Marcuise N.Marak,Nationalist Congress Party,29824,25600,85.8 %,3361,13.1%
Rongjeng,39,ST,Shri.Desang M.Sangma,Nationalist Congress Party,17950,15947,88.8 %,3311,20.8%
Kharkutta,40,ST,Shri.Omillo K.Sangma,Nationalist Congress Party,21441,19275,89.9 %,307,1.6%
Mendipathar,41,ST,Frankenstein Momin,Indian National Congress,21937,19887,90.7 %,186,0.9%
Resubelpara,42,ST,Timothy Shira,Nationalist Congress Party,19268,17350,90.0 %,292,1.7%
Songsak,43,ST,Shri.Nihim D.Shira,Nationalist Congress Party,18510,17154,92.7 %,330,1.9%
Bajengdoba,44,ST,John Manner Marak,Nationalist Congress Party,18705,17419,93.1 %,1146,6.6%
Tikrikilla,45,ST,Limison Sangma,Independent,17737,15822,89.2 %,1007,6.4%
Dadenggiri,46,ST,Augustine D.Marak,Indian National Congress,23247,21367,91.9 %,1225,5.7%
Rongchugiri,47,ST,James Pangsang Kongkal Sangma,Nationalist Congress Party,14736,14052,95.4 %,1438,10.2%
Phulbari,48,GEN,Abu Taher Mondal,Independent,25798,23330,90.4 %,2418,10.4%
Rajabala,49,ST,Sayeedullah Nongrum,Indian National Congress,22690,20949,92.3 %,1662,7.9%
Selsella,50,ST,Conrad Kongkal Sangma,Nationalist Congress Party,14285,13239,92.7 %,1394,10.5%
Rongram,51,ST,Ismail R.Marak,Independent,19932,18021,90.4 %,1534,8.5%
Tura,52,ST,Purno Agitok Sangma,Nationalist Congress Party,39698,30729,77.4 %,2825,9.2%
Chokpot,53,ST,Masonsing Sangma,Nationalist Congress Party,16017,14696,91.8 %,953,6.5%
Kherapara,54,ST,Phillipole Marak,Nationalist Congress Party,17684,16289,92.1 %,4216,25.9%
Dalu,55,ST,Samuel Sangma,Indian National Congress,15054,13748,91.3 %,280,2.0%
Dalamgiri,56,ST,Saleng Sangma,Indian National Congress,15467,14589,94.3 %,1114,7.6%
Rangsakona,57,ST,Adolf Lu Hitler R. Marak,Nationalist Congress Party,16022,15170,94.7 %,1839,12.1%
