AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Ramnagar,56,GEN,Diwan Singh,Bharatiya Janta Party,103996,68100,65.5 %,11076,16.3%
Jaspur,57,GEN,Dr. Shailendra Mohan Singhal,Indian National Congress,98342,73241,74.5 %,11695,16.0%
Kashipur,58,GEN,Herbhajan Singh Cheema,Bharatiya Janta Party,136302,94340,69.2 %,15461,16.4%
Pantnagar-Gadarpur,60,GEN,Premanand Mahajan,Bahujan Samaj Party,119254,91637,76.8 %,8287,9.0%
Rudrapur-Kichha,61,GEN,Tilak Raj Behar,Indian National Congress,157292,116116,73.8 %,6232,5.4%
Sitarganj,62,SC,Narayan Pal,Bahujan Samaj Party,109870,80808,73.5 %,8437,10.4%
Khatima,63,ST,Gopal Singh S/o-Karan Singh,Indian National Congress,132349,88931,67.2 %,18924,21.3%
Champawat,64,GEN,Veena Maharana,Bharatiya Janta Party,84449,54799,64.9 %,7058,12.9%
Lohaghat,65,GEN,Mahendra Singh Mahra Mahun Bhai,Indian National Congress,74780,42634,57.0 %,1610,3.8%
Pithoragarh,66,GEN,Prakash Pant,Bharatiya Janta Party,84277,52853,62.7 %,5990,11.3%
Gangolihat,67,SC,Joga Ram Tamta,Bharatiya Janta Party,63472,34766,54.8 %,2790,8.0%
Didihat,68,GEN,Vishan Singh Chufal,Bharatiya Janta Party,65148,40185,61.7 %,2294,5.7%
Kanalichhina,69,GEN,Mayukh Singh,Indian National Congress,46435,30593,65.9 %,4473,14.6%
Dharchula,70,ST,Gagan Singh,Independent,54767,34709,63.4 %,5313,15.3%
