AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Royapuram,1,GEN,Jayakumar.D,All India Anna Dravida Munnetra Kazhagam,156528,78338,50.0 %,13712,17.5%
Harbour,2,GEN,Anbazhagan.K,Dravida Munetra Kazhagam,129157,51563,39.9 %,336,0.7%
Dr. Radhakrishnan Nagar,3,GEN,Sekar Babu.P.K,All India Anna Dravida Munnetra Kazhagam,272666,128175,47.0 %,27332,21.3%
Park Town,4,GEN,Vinayakamurthi S.G,Tamil Maanila Congress (MOOPANAR),140145,64268,45.9 %,6377,9.9%
Perambur,5,SC,Mahendran K.,Communist Party Of India (MARXIST),276886,132799,48.0 %,17223,13.0%
Purasawalkam,6,GEN,Ranganathan B,Dravida Munetra Kazhagam,307376,143574,46.7 %,3802,2.6%
Egmore,7,SC,Parithi.Ellamvazhuthi,Dravida Munetra Kazhagam,155310,69590,44.8 %,86,0.1%
Anna Nagar,8,GEN,Arcot Veeraswami .N,Dravida Munetra Kazhagam,376745,160469,42.6 %,5578,3.5%
Theagaraya Nagar,9,GEN,Anbazhagan.J,Dravida Munetra Kazhagam,277999,119216,42.9 %,2499,2.1%
Thousand Lights,10,GEN,Stalin M.K.,Dravida Munetra Kazhagam,210474,95428,45.3 %,7274,7.6%
Chepauk,11,GEN,Karunanidhi M,Dravida Munetra Kazhagam,128399,57477,44.8 %,4834,8.4%
Triplicane,12,GEN,Hussain.S.A.M.,Dravida Munetra Kazhagam,162839,70179,43.1 %,3676,5.2%
Mylapore,13,GEN,Lakshmanan.K.N,Bharatiya Janta Party,288708,119385,41.4 %,6047,5.1%
Saidapet,14,GEN,Perumal.V,Dravida Munetra Kazhagam,279266,129080,46.2 %,3881,3.0%
Gummidipundi,15,GEN,Sudarsanam.K.,All India Anna Dravida Munnetra Kazhagam,209468,131096,62.6 %,24958,19.0%
Ponneri,16,SC,Kannan.A.S.,Communist Party Of India,243530,149148,61.2 %,27390,18.4%
Thiruvottiyur,17,GEN,Arumugam.T,All India Anna Dravida Munnetra Kazhagam,432947,207167,47.9 %,34041,16.4%
Villivakkam,18,GEN,Nepoleon .D,Dravida Munetra Kazhagam,819547,341837,41.7 %,9230,2.7%
Alandur,19,GEN,Valarmathi B.,All India Anna Dravida Munnetra Kazhagam,423174,198708,47.0 %,12596,6.3%
Tambaram,20,GEN,Vaidialingam M.A.,Dravida Munetra Kazhagam,776058,322120,41.5 %,5431,1.7%
Tirupporur,21,SC,Kanitha Sampath S,All India Anna Dravida Munnetra Kazhagam,235443,136750,58.1 %,24790,18.1%
Chengalpattu,22,GEN,Arumugam K,Pattali Makkal Katchi,204010,120628,59.1 %,5149,4.3%
Maduranthakam,23,GEN,Vasudevan .P.,All India Anna Dravida Munnetra Kazhagam,181901,112755,62.0 %,11694,10.4%
Acharapakkam,24,SC,Selvaraj.A,Pattali Makkal Katchi,167541,100793,60.2 %,15478,15.4%
Uthiramerur,25,GEN,Somasundaram. V,All India Anna Dravida Munnetra Kazhagam,196375,130726,66.6 %,27622,21.1%
Kancheepuram,26,GEN,Thirunavukkarasu Ss,All India Anna Dravida Munnetra Kazhagam,251748,150954,60.0 %,23603,15.6%
Sriperumbudur,27,SC,Yasodha D,Indian National Congress,222968,141515,63.5 %,17193,12.1%
Poonamallee,28,GEN,Shanmugam S,Pattali Makkal Katchi,306344,165864,54.1 %,2316,1.4%
Tiruvallur,29,GEN,Sudharsanam.D,Tamil Maanila Congress (MOOPANAR),193411,111789,57.8 %,19951,17.8%
Tiruttani,30,GEN,Raviraj G,Pattali Makkal Katchi,173980,117063,67.3 %,13874,11.9%
Pallipet,31,GEN,Narasimhan .P.M,All India Anna Dravida Munnetra Kazhagam,183742,126049,68.6 %,28240,22.4%
