AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Yoksam,1,GEN,Kalawati Subba,Sikkim Democratic Front,8035,6429,80.0 %,1520.0,23.6%
Tashiding,2,BL,Dawa Narbu Takarpa,Sikkim Democratic Front,6365,5330,83.7 %,1731.0,32.5%
Geyzing,3,GEN,Sher Bahadur Subedi,Sikkim Democratic Front,8574,6661,77.7 %,1817.0,27.3%
Dentam,4,GEN,Deepak Kumar Gurung,Sikkim Democratic Front,7480,6259,83.7 %,2065.0,33.0%
Barmiok,5,GEN,Narendra Kumar Subba,Sikkim Democratic Front,6888,5486,79.6 %,2550.0,46.5%
Rinchenpong,6,BL,Dawcho Lepcha,Sikkim Democratic Front,7948,6427,80.9 %,4242.0,66.0%
Chakung,7,GEN,Prem Singh Tamang,Sikkim Democratic Front,8435,7040,83.5 %,6501.0,92.3%
Soreong,8,GEN,Ram Bdr. Limbu(SUBBA),Sikkim Democratic Front,9419,7496,79.6 %,3682.0,49.1%
Daramdin,9,GEN,Ran Bahadur Subba,Sikkim Democratic Front,9248,7193,77.8 %,5561.0,77.3%
Jorthang-Nayabazar,10,GEN,Kedar Nath Rai,Sikkim Democratic Front,12442,9496,76.3 %,6327.0,66.6%
Ralang,11,BL,Dorjee Dazom Bhutia,Sikkim Democratic Front,6395,5237,81.9 %,2919.0,55.7%
Wak,12,GEN,Chandra Bahadur Karki,Sikkim Democratic Front,6956,RU,,,
Damthang,13,GEN,Pawan Chamling,Sikkim Democratic Front,10250,RU,,,
Melli,14,GEN,Girish Chandra Rai,Sikkim Democratic Front,9609,RU,,,
Rateypani - West Pendam,15,SC,Aita Singh Baraily (KAMI),Sikkim Democratic Front,10253,7707,75.2 %,5383.0,69.8%
Temi-Tarku,16,GEN,Garjaman Gurung,Sikkim Democratic Front,10680,8301,77.7 %,4456.0,53.7%
Central Pendam-East Pendam,17,GEN,Somnath Poudyal,Sikkim Democratic Front,11966,9425,78.8 %,3455.0,36.7%
Rhenock,18,GEN,Bhim Pd. Dhungel,Sikkim Democratic Front,7607,6056,79.6 %,3293.0,54.4%
Regu,19,GEN,Karna Bdr. Chamling,Sikkim Democratic Front,8345,6541,78.4 %,4606.0,70.4%
Pathing,20,BL,Mingma Tshering Sherpa,Sikkim Democratic Front,8866,7112,80.2 %,2655.0,37.3%
Loosing Pachekhani,21,GEN,Manita Thapa,Sikkim Democratic Front,7530,6002,79.7 %,2743.0,45.7%
Khamdong,22,SC,Birkha Man Ramudamu,Sikkim Democratic Front,10516,8159,77.6 %,4231.0,51.9%
Djongu,23,BL,Sonam Gyatso Lepcha,Sikkim Democratic Front,5903,5077,86.0 %,1570.0,30.9%
Lachen Mangshila,24,BL,Hishey Lachungpa,Sikkim Democratic Front,7713,6358,82.4 %,3319.0,52.2%
Kabi Tingda,25,BL,Thenlay Tshering Bhutia,Sikkim Democratic Front,6163,RU,,,
Rakdong Tentek,26,BL,Norzong Lepcha,Sikkim Democratic Front,7602,6065,79.8 %,1693.0,27.9%
Martam,27,BL,Dorjee Tshering Lepcha,Sikkim Democratic Front,9316,7467,80.2 %,3722.0,49.8%
Rumtek,28,BL,Menlom Lepcha,Sikkim Democratic Front,13726,9678,70.5 %,1316.0,13.6%
Assam-Lingjey,29,BL,Kunga Zangpo Bhutia,Sikkim Democratic Front,9052,6972,77.0 %,2226.0,31.9%
Ranka,30,BL,Nimthit Lepcha,Sikkim Democratic Front,11258,8206,72.9 %,1853.0,22.6%
Gangtok,31,GEN,Narendra Kr. Pradhan,Sikkim Democratic Front,14280,8680,60.8 %,3123.0,36.0%
Sangha,32,SANGH,Tshering Lama,Indian National Congress,3117,2073,66.5 %,88.0,4.2%
