AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Karnah,1,GEN,Abdul Gani Lone,Jammu & Kashmir Peoples Conference,48131,35946,74.7 %,3213,8.9%
Handwara,2,GEN,Chowdry Mohmad Ramzan,Jammu & Kashmir National Conference,52280,40179,76.9 %,10,0.0%
Langet,3,GEN,Abdul Ahad Wani,Jammu & Kashmir National Conference,33947,26062,76.8 %,6317,24.2%
Kupwara,4,GEN,Peer Abdul Gani,Jammu & Kashmir National Conference,45271,29232,64.6 %,7073,24.2%
Bandipora,5,GEN,Mohd. Khalil,Jammu & Kashmir National Conference,45824,36180,79.0 %,10873,30.1%
Sonawari,6,GEN,Gh. Rasool Bahar,Jammu & Kashmir National Conference,44363,34811,78.5 %,12432,35.7%
Pattan,7,GEN,Molvi Iftikhar Hussain Ansari,Indian National Congress,40093,31481,78.5 %,857,2.7%
Gulmarg,8,GEN,Gh. Hassan Mir,Jammu & Kashmir National Conference,34765,25214,72.5 %,10090,40.0%
Sangrama,9,GEN,Gulam Rasool Bhat,Jammu & Kashmir National Conference,31255,24426,78.2 %,9113,37.3%
Sopore,10,GEN,Hakim Habibullah,Jammu & Kashmir National Conference,45937,38389,83.6 %,4074,10.6%
Refibad,11,GEN,Mohd. Dilawar Mir,Jammu & Kashmir National Conference,36308,27915,76.9 %,8976,32.2%
Baramulla,12,GEN,Sheik Mohd. Maqbool,Jammu & Kashmir National Conference,38967,28888,74.1 %,3627,12.6%
Uri,13,GEN,Mohammad Shafi,Jammu & Kashmir National Conference,31639,24705,78.1 %,7994,32.4%
Kangan,14,GEN,Sheikh Abdul Jabar,Jammu & Kashmir National Conference,35922,27125,75.5 %,11916,43.9%
Ganderbal,15,GEN,Farooq Abdullah,Jammu & Kashmir National Conference,39769,34329,86.3 %,31096,90.6%
Hazaratbal,16,GEN,Hissam Ud Din Bandey,Jammu & Kashmir National Conference,34189,27873,81.5 %,14070,50.5%
Amirakadal,17,GEN,Ghulam Mohudin Shah,Jammu & Kashmir National Conference,46146,33984,73.6 %,19447,57.2%
Habakadal,18,GEN,Gh. Mohamad Butt,Jammu & Kashmir National Conference,54421,40848,75.1 %,16283,39.9%
Zainakadal,19,GEN,Ali Mohd.,Jammu & Kashmir National Conference,42700,39912,93.5 %,37779,94.7%
Idgah,20,GEN,Mubarik Ahmed (Gul),Jammu & Kashmir National Conference,45600,39503,86.6 %,35484,89.8%
Zadibal,21,GEN,Sheikh Abdul Rashid,Jammu & Kashmir National Conference,64380,57254,88.9 %,45936,80.2%
Nagin,22,GEN,Abdul Samad Teli,Jammu & Kashmir National Conference,43240,33603,77.7 %,12223,36.4%
Beerwah,23,GEN,Syed Ahmad Saeed,Jammu & Kashmir National Conference,40739,28667,70.4 %,8730,30.5%
