AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sheopur,1,GEN,Brijraj Singh,Independent,146263,87667,59.9 %,4582,5.2%
Bijeypur,2,GEN,Babulal Mewra,Bharatiya Janta Party,144093,94411,65.5 %,6112,6.5%
Sabalgarh,3,GEN,Bundilal Rawat,Bahujan Samaj Party,160482,108128,67.4 %,5822,5.4%
Joura,4,GEN,Soneram Kushwah,Bahujan Samaj Party,152387,95137,62.4 %,10177,10.7%
Sumawali,5,GEN,Aidal Singh,Bahujan Samaj Party,147111,101469,69.0 %,4913,4.8%
Morena,6,GEN,Sevaram Gupta,Bharatiya Janta Party,190379,87097,45.7 %,965,1.1%
Dimni,7,SC,Munshilal,Bharatiya Janta Party,135056,68657,50.8 %,997,1.5%
Ambah,8,SC,Banshilal Jatav,Bharatiya Janta Party,163105,75072,46.0 %,4630,6.2%
Gohad,9,SC,Lal Singh,Bharatiya Janta Party,137894,60893,44.2 %,4338,7.1%
Mehgaon,10,GEN,Rakesh,Bharatiya Janta Party,137627,89714,65.2 %,4304,4.8%
Attair,11,GEN,Munna Singh,Bharatiya Janta Party,163158,103380,63.4 %,25534,24.7%
Bhind,12,GEN,Rakesh Singh,Indian National Congress,213196,109586,51.4 %,5714,5.2%
Ron,13,GEN,Rasalsingh,Samajwadi Party,126608,77732,61.4 %,671,0.9%
Lahar,14,GEN,Dr. Govind Singh,Indian National Congress,163424,111961,68.5 %,6086,5.4%
Gwalior,15,GEN,Narendra Singh Tomar,Bharatiya Janta Party,203619,101866,50.0 %,26358,25.9%
Lashkar East,16,GEN,Ramesh Agrawal,Indian National Congress,126480,69822,55.2 %,317,0.5%
Lashkar West,17,GEN,Anoop Mishra,Bharatiya Janta Party,136566,81831,59.9 %,2546,3.1%
Morar,18,GEN,Dhyanendra Singh,Bharatiya Janta Party,160067,86765,54.2 %,17777,20.5%
Gird,19,GEN,Lakhan Singh Yadav,Bahujan Samaj Party,144981,86074,59.4 %,9652,11.2%
Dabra,20,GEN,Narottam Mishra,Bharatiya Janta Party,144537,95232,65.9 %,3737,3.9%
Bhander,21,SC,Er. Phool Singh Baraiya,Bahujan Samaj Party,137346,79695,58.0 %,1826,2.3%
Seondha,22,SC,Mahendra Boudh,Indian National Congress,141087,85179,60.4 %,3483,4.1%
Datia,23,GEN,Rajendra Bharti,Samajwadi Party,141226,89476,63.4 %,6736,7.5%
Karera,24,GEN,Ranveer Singh,Bharatiya Janta Party,153628,104807,68.2 %,3886,3.7%
Pohri,25,GEN,Narendra Birthare,Bharatiya Janta Party,124977,75043,60.0 %,1042,1.4%
Shivpuri,26,GEN,Yashodhara Raje Scindia,Bharatiya Janta Party,170718,98934,58.0 %,7300,7.4%
Pichhore,27,GEN,"K.P.Singh "" Kakka Ju""",Indian National Congress,158107,126997,80.3 %,17484,13.8%
Kolaras,28,SC,Pooran Singh Bedia,Indian National Congress,147494,82900,56.2 %,2977,3.6%
Guna,29,GEN,Shiv Pratap Singh,Indian National Congress,193140,96471,49.9 %,2252,2.3%
Chachaura,30,GEN,Shiv Narayan Meena,Indian National Congress,133373,83224,62.4 %,11070,13.3%
Raghogarh,31,GEN,Digvijay Singh,Indian National Congress,140946,82709,58.7 %,54161,65.5%
Shadora,32,SC,Gopilal,Bharatiya Janta Party,127058,62834,49.5 %,14047,22.4%
Ashoknagar,33,GEN,Balveer Singh Kushawah,Bahujan Samaj Party,147840,87809,59.4 %,12544,14.3%
Mungaoli,34,GEN,Rao Deshraj Singh Yadav,Bharatiya Janta Party,147115,100088,68.0 %,7736,7.7%
Bina,35,GEN,Sudhakar Bapat,Bharatiya Janta Party,104841,73882,70.5 %,5828,7.9%
Khurai,36,SC,Dharmu Rai,Bharatiya Janta Party,123579,76131,61.6 %,4804,6.3%
Banda,37,GEN,Harnam Singh Rathor,Bharatiya Janta Party,151203,97924,64.8 %,14866,15.2%
Naryaoli,38,SC,Surendra Choudhary,Indian National Congress,144119,74550,51.7 %,4645,6.2%
Sagar,39,GEN,Smt. Sudha Jain Advocate,Bharatiya Janta Party,163112,80757,49.5 %,3847,4.8%
Surkhi,40,GEN,Bhupendra Singh,Bharatiya Janta Party,131466,91149,69.3 %,193,0.2%
Rehli,41,GEN,Gopal Bhargava,Bharatiya Janta Party,121026,88681,73.3 %,8205,9.3%
Deori,42,GEN,Brij Bihari Pateriya Gudda Bhaiya,Indian National Congress,137378,84946,61.8 %,4866,5.7%
Niwari,43,GEN,Brijendra Singh Rathore,Independent,192554,139155,72.3 %,39378,28.3%
Jatara,44,GEN,Sunil Nayak,Bharatiya Janta Party,147071,91671,62.3 %,17831,19.5%
Khargapur,45,SC,Ahirwar Parwatlal,Bharatiya Janta Party,150569,75879,50.4 %,5128,6.8%
Tikamgarh,46,GEN,Magan Lal Goil,Bharatiya Janta Party,169983,104140,61.3 %,9441,9.1%
Malehra,47,GEN,Swami Prasad,Bharatiya Janta Party,151801,99308,65.4 %,4383,4.4%
Bijawar,48,GEN,Manvendra Singh,Indian National Congress,159741,98850,61.9 %,1602,1.6%
Chhatarpur,49,GEN,Umesh Shukla,Bharatiya Janta Party,174811,107211,61.3 %,12816,12.0%
Maharajpur,50,SC,Ramdayal Ahirwar,Bharatiya Janta Party,162899,87289,53.6 %,13331,15.3%
Chandla,51,GEN,Kunwarvijaybahadursingh Bundela,Samajwadi Party,145477,98569,67.8 %,10978,11.1%
Nohata,52,GEN,Ratnesh Soloman,Indian National Congress,151183,98302,65.0 %,6241,6.3%
Damoh,53,GEN,Jayant Kumar Malaiya,Bharatiya Janta Party,155086,92958,59.9 %,5406,5.8%
Patharia,54,SC,Ganesh Khatik,Bharatiya Janta Party,126896,70190,55.3 %,213,0.3%
Hatta,55,GEN,Raja Patairya,Indian National Congress,145052,87634,60.4 %,20845,23.8%
Panna,56,GEN,Ms. Kusum Singh,Bharatiya Janta Party,161742,91488,56.6 %,8250,9.0%
Amanganj,57,GEN,Gorelal,Bharatiya Janta Party,138502,73963,53.4 %,9656,13.1%
Pawai,58,GEN,Ashok Vir Vikram Singh,Samajwadi Party,152276,93197,61.2 %,857,0.9%
Maihar,59,GEN,Vrindavan Badgainya,Indian National Congress,151316,93662,61.9 %,1170,1.2%
Nagod,60,GEN,Ram Pratap Singh,Independent,137641,94704,68.8 %,8961,9.5%
Raigaon,61,SC,Jugul Kishore,Bharatiya Janta Party,131534,77745,59.1 %,5068,6.5%
Chitrakoot,62,GEN,Prem Singh,Indian National Congress,136591,85687,62.7 %,27924,32.6%
Satna,63,GEN,Saeed Ahmed,Indian National Congress,186269,106630,57.2 %,2425,2.3%
Rampur Baghelan,64,GEN,Prabhakar Singh,Bharatiya Janta Party,141074,89813,63.7 %,2236,2.5%
Amarpatan,65,GEN,Shivmohan Singh,Indian National Congress,137594,90628,65.9 %,5436,6.0%
Rewa,66,GEN,Pushpraj Singh,Independent,214843,105444,49.1 %,1394,1.3%
Gurh,67,GEN,Advocate Vidyawati Patel,Bahujan Samaj Party,164146,87313,53.2 %,5503,6.3%
Mangawan,68,GEN,Sriniwas Tiwari,Indian National Congress,162921,98291,60.3 %,294,0.3%
Sirmaur,69,GEN,Rajmani Patel,Indian National Congress,165372,96834,58.6 %,17897,18.5%
Teonthar,70,GEN,Ramakant Tiwari,Bharatiya Janta Party,159969,104519,65.3 %,7009,6.7%
Deotalab,71,SC,Panchhu Lal Prajapati,Bharatiya Janta Party,146069,65433,44.8 %,2736,4.2%
Mauganj,72,GEN,Dr. I.M.P. Verma,Bahujan Samaj Party,149456,85580,57.3 %,2635,3.1%
Churahat,73,GEN,"Ajay Singh""rahul""",Indian National Congress,136134,92984,68.3 %,18343,19.7%
Sidhi,74,GEN,Indrajit Kumar,Indian National Congress,142592,87640,61.5 %,20923,23.9%
Gopadbanas,75,GEN,Kedarnath Shukla,Bharatiya Janta Party,136962,88209,64.4 %,6505,7.4%
Dhauhani,76,ST,Panjab Singh,Indian National Congress,133062,74944,56.3 %,945,1.3%
Deosar,77,ST,Manik Singh,Indian National Congress,152179,79435,52.2 %,23061,29.0%
Singrauli,78,SC,Ramcharitra,Bharatiya Janta Party,185349,100754,54.4 %,19056,18.9%
Beohari,79,GEN,Lavkesh Singh,Bharatiya Janta Party,141951,87615,61.7 %,934,1.1%
Umaria,80,GEN,Narendra Pratap Singh Munnu,Indian National Congress,142558,85017,59.6 %,7536,8.9%
Nowrozabad,81,ST,Ms. Shakuntala Pradhan,Indian National Congress,134264,57294,42.7 %,3718,6.5%
Jaisinghnagar,82,ST,Ramprasad Singh,Indian National Congress,129657,64880,50.0 %,573,0.9%
Kotma,83,ST,Jaisingh Maravi,Bharatiya Janta Party,161561,79280,49.1 %,9263,11.7%
Anuppur,84,ST,Bisahulal Singh,Indian National Congress,143124,87670,61.3 %,4717,5.4%
