AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Royapuram,1,GEN,"Era, Mathivanan",Dravida Munetra Kazhagam,130238,79438,61.0 %,17408,21.9%
Harbour,2,GEN,"Anbazhagan,k",Dravida Munetra Kazhagam,103285,56718,54.9 %,30256,53.3%
Dr. Radhakrishnan Nagar,3,GEN,"Sarkunam, S.P.",Dravida Munetra Kazhagam,220586,124521,56.5 %,43081,34.6%
Park Town,4,GEN,T. Rajhendherr,Dravida Munetra Kazhagam,113516,66650,58.7 %,29479,44.2%
Perambur,5,SC,Chengaisivam,Dravida Munetra Kazhagam,227398,138729,61.0 %,58351,42.1%
Purasawalkam,6,GEN,"Ranganathan,b.",Tamil Maanila Congress (MOOPANAR),244682,142563,58.3 %,72614,50.9%
Egmore,7,SC,"Ellam Vazhuthi,i.",Dravida Munetra Kazhagam,123034,71880,58.4 %,37185,51.7%
Anna Nagar,8,GEN,"Arcot Veeraswami,n.",Dravida Munetra Kazhagam,289232,158012,54.6 %,69017,43.7%
Theagaraya Nagar,9,GEN,"Chellakumar, A.",Tamil Maanila Congress (MOOPANAR),208349,116074,55.7 %,48998,42.2%
Thousand Lights,10,GEN,"Stalin, M.K.",Dravida Munetra Kazhagam,167016,98048,58.7 %,44877,45.8%
Chepauk,11,GEN,M.Karuna Nidhi,Dravida Munetra Kazhagam,99303,60886,61.3 %,35784,58.8%
Triplicane,12,GEN,"Nanjil Manoharan, K.",Dravida Munetra Kazhagam,121322,73303,60.4 %,35011,47.8%
Mylapore,13,GEN,"Ramajayam, N.P.",Dravida Munetra Kazhagam,207825,120391,57.9 %,51804,43.0%
Saidapet,14,GEN,"Saidai Kittu, K.",Dravida Munetra Kazhagam,236503,133333,56.4 %,29853,22.4%
Gummidipundi,15,GEN,"Venu, K.",Dravida Munetra Kazhagam,183842,131016,71.3 %,21625,16.5%
Ponneri,16,SC,"Sundaram, K.",Dravida Munetra Kazhagam,216818,147029,67.8 %,45391,30.9%
Thiruvottiyur,17,GEN,"Vijayan, T.C.",Dravida Munetra Kazhagam,319663,185250,58.0 %,75022,40.5%
Villivakkam,18,GEN,"Haroon Rasheed, J.M.",Tamil Maanila Congress (MOOPANAR),551942,283155,51.3 %,147747,52.2%
Alandur,19,GEN,"Shanmugam, C.",Dravida Munetra Kazhagam,316856,180518,57.0 %,75994,42.1%
Tambaram,20,GEN,"Vaidyalingam, M.A.",Dravida Munetra Kazhagam,481911,262805,54.5 %,113959,43.4%
Tirupporur,21,SC,"Chokkalingam, G.",Dravida Munetra Kazhagam,188360,129655,68.8 %,31896,24.6%
Chengalpattu,22,GEN,"Tamilmani, V.",Dravida Munetra Kazhagam,174487,120238,68.9 %,36805,30.6%
Maduranthakam,23,GEN,"Venkatesan, S.K.",Dravida Munetra Kazhagam,159346,113621,71.3 %,10593,9.3%
Acharapakkam,24,SC,"Mathivanan, S.",Dravida Munetra Kazhagam,147264,101850,69.2 %,25371,24.9%
Uthiramerur,25,GEN,K. Sundar,Dravida Munetra Kazhagam,176287,130386,74.0 %,33092,25.4%
Kancheepuram,26,GEN,P. Murugesan,Dravida Munetra Kazhagam,198315,143548,72.4 %,32629,22.7%
Sriperumbudur,27,SC,"Kothandam, E.",Dravida Munetra Kazhagam,186960,126372,67.6 %,36436,28.8%
Poonamallee,28,GEN,"Sudarsanam, D.",Tamil Maanila Congress (MOOPANAR),243536,149718,61.5 %,50511,33.7%
Tiruvallur,29,GEN,Subramani @ C.S. Mani,Dravida Munetra Kazhagam,163199,112545,69.0 %,33254,29.5%
Tiruttani,30,GEN,"Sivaji, E.A.P.",Dravida Munetra Kazhagam,162521,113274,69.7 %,29542,26.1%
Pallipet,31,GEN,E.S.S. Raman,Tamil Maanila Congress (MOOPANAR),160107,122711,76.6 %,58492,47.7%
Arkonam,32,SC,"Thamizh Chelvan, R.",Dravida Munetra Kazhagam,182670,128258,70.2 %,46820,36.5%
Sholinghur,33,GEN,"Munirathinam, A.M.",Tamil Maanila Congress (MOOPANAR),168374,125824,74.7 %,33930,27.0%
Ranipet,34,GEN,"Gandhi, R.",Dravida Munetra Kazhagam,208349,145743,70.0 %,34127,23.4%
