AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Nippani,1,GEN,Belgaum,Jolle Shashikala Annasaheb,Bharatiya Janta Party,208480,170804,81.9 %,8506,5.0%
Chikkodi-Sadalga,2,GEN,Belgaum,Ganesh Prakash Hukkeri,Indian National Congress,205659,177838,86.5 %,10569,5.9%
Athani,3,GEN,Belgaum,Mahesh Iranagouda Kumathalli,Indian National Congress,209278,169723,81.1 %,2331,1.4%
Kagwad,4,GEN,Belgaum,Shrimant Balasaheb Patil,Indian National Congress,178048,144981,81.4 %,32942,22.7%
Kudachi,5,SC,Belgaum,P.Rajeev,Bharatiya Janta Party,176433,136305,77.3 %,15008,11.0%
Raybag,6,SC,Belgaum,Aihole Duryodhan Mahalingappa,Bharatiya Janta Party,191019,149215,78.1 %,16548,11.1%
Hukkeri,7,GEN,Belgaum,Umesh Vishwanath Katti,Bharatiya Janta Party,190910,156057,81.7 %,15385,9.9%
Arabhavi,8,GEN,Belgaum,Balachandra Lakshmanarao Jarakiholi,Bharatiya Janta Party,227635,175538,77.1 %,47328,27.0%
Gokak,9,GEN,Belgaum,Jarkiholi Ramesh Laxmanrao,Indian National Congress,236916,171859,72.5 %,14280,8.3%
Yemkanmardi,10,ST,Belgaum,Satish. L. Jarkiholi,Indian National Congress,184362,147830,80.2 %,2850,1.9%
Belgaum Uttar,11,GEN,Belgaum,Anil S Benake,Bharatiya Janta Party,229300,146065,63.7 %,17267,11.8%
Belgaum Dakshin,12,GEN,Belgaum,Abhay Patil,Bharatiya Janta Party,230416,145241,63.0 %,58692,40.4%
Belgaum Rural,13,GEN,Belgaum,Laxmi R Hebbalkar,Indian National Congress,232440,184461,79.4 %,51724,28.0%
Khanapur,14,GEN,Belgaum,Dr. Anjali Hemant Nimbalkar,Indian National Congress,203468,152658,75.0 %,5133,3.4%
Kittur,15,GEN,Belgaum,Doddagoudar Mahantesh Basavantaray,Bharatiya Janta Party,185002,147056,79.5 %,32862,22.3%
Bailhongal,16,GEN,Belgaum,Koujalagi. Mahantesh. Shivanand.,Indian National Congress,181792,143448,78.9 %,5122,3.6%
Saundatti Yellamma,17,GEN,Belgaum,Anand @ Vishwanath Chandrashekhar Mamani,Bharatiya Janta Party,189163,152747,80.7 %,6291,4.1%
Ramdurg,18,GEN,Belgaum,Mahadevappa Shivalingappa Yadawad,Bharatiya Janta Party,197220,149624,75.9 %,2875,1.9%
Mudhol,19,SC,Bagalkot,Govind Makthappa Karajol,Bharatiya Janta Party,191922,146421,76.3 %,15482,10.6%
Terdal,20,GEN,Bagalkot,Siddu Savadi,Bharatiya Janta Party,216303,171028,79.1 %,20889,12.2%
Jamkhandi,21,GEN,Bagalkot,Siddu Bhimappa Nyamgoud,Indian National Congress,198817,153229,77.1 %,2795,1.8%
Bilgi,22,GEN,Bagalkot,Murugesh Rudrappa Nirani,Bharatiya Janta Party,214321,172470,80.5 %,4811,2.8%
Badami,23,GEN,Bagalkot,Siddaramaiah,Indian National Congress,214834,161918,75.4 %,1696,1.0%
