AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Seohara,1,GEN,Yash Pal Singh,Bahujan Samaj Party,278856,152515,54.7 %,14878,9.8%
Dhampur,2,GEN,Ashok Kumar Rana,Bahujan Samaj Party,272027,161053,59.2 %,20526,12.7%
Afzalgarh,3,GEN,Muhammad Gazi,Bahujan Samaj Party,287024,168677,58.8 %,8430,5.0%
Nagina,4,SC,Omwati Devi,Bahujan Samaj Party,256954,141656,55.1 %,9787,6.9%
Nazibabad,5,SC,Sheesh Ram,Bahujan Samaj Party,257890,127922,49.6 %,7988,6.2%
Bijnor,6,GEN,Shahnawaz S/o Badrujama,Bahujan Samaj Party,287749,165691,57.6 %,557,0.3%
Chandpur,7,GEN,Iqbal,Bahujan Samaj Party,287404,163768,57.0 %,30011,18.3%
Kanth,8,GEN,Rizwan Ahmad Khan,Bahujan Samaj Party,245894,133944,54.5 %,16128,12.0%
Amroha,9,GEN,Mehboob Ali,Samajwadi Party,264405,134582,50.9 %,678,0.5%
Hasanpur,10,GEN,Ferhat Hasan,Bahujan Samaj Party,293997,161636,55.0 %,3507,2.2%
Gangeshwari,11,SC,Harpal Singh,Bharatiya Janta Party,257411,127952,49.7 %,7743,6.1%
Sambhal,12,GEN,Iqbal Mehmood,Samajwadi Party,258786,137823,53.3 %,11660,8.5%
Bahjoi,13,GEN,Aqeel-Ur-Rahman Khan,Bahujan Samaj Party,238842,128706,53.9 %,909,0.7%
Chandausi,14,SC,Girish Chandra,Bahujan Samaj Party,244515,111451,45.6 %,7282,6.5%
Kunderki,15,GEN,Akbar Husain,Bahujan Samaj Party,284499,149515,52.6 %,9270,6.2%
Moradabad West,16,GEN,Rajeev Channa,Bharatiya Janta Party,340198,146394,43.0 %,5589,3.8%
Moradabad,17,GEN,Sandeep Agrawal,Samajwadi Party,210862,81610,38.7 %,29179,35.8%
Moradabad Rural,18,GEN,Usmanul Haq,Samajwadi Party,314372,169134,53.8 %,3160,1.9%
Thakurdwara,19,GEN,Vijay Kumar Urf Vijay Yadav,Bahujan Samaj Party,270563,168522,62.3 %,9110,5.4%
Suar Tanda,20,GEN,Nawab Kazim Ali Khan Alias Navaid Mian,Samajwadi Party,292940,162474,55.5 %,14606,9.0%
Rampur,21,GEN,Mohd. Azam Khan,Samajwadi Party,252343,95592,37.9 %,33372,34.9%
