AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
War-Jaintia,1,ST,Johndeng Pohrmen,Indian National Congress,13795,11602,84.1 %,457,3.9%
Rymbai,2,ST,Simon Siangshai,Independent,16489,15114,91.7 %,649,4.3%
Sutnga-Shangpung,3,ST,Onward Leyswell Nongtdu,Indian National Congress,12830,11377,88.7 %,52,0.5%
Raliang,4,ST,Herbert Suchiang,Indian National Congress,16024,14580,91.0 %,565,3.9%
Nartiang,5,ST,H. Britainwar Dan,Indian National Congress,15508,12934,83.4 %,183,1.4%
Nongbah-Wahiajer,6,ST,Kyrmen Susngi,Independent,13680,12598,92.1 %,52,0.4%
Jowai,7,ST,Roytre Christopher Laloo,Indian National Congress,12121,10639,87.8 %,802,7.5%
Mawhati,8,ST,S.R.Moksha,Hill People Union,12716,10027,78.9 %,1003,10.0%
Umroi,9,ST,E.K. Mawlong,Hill State People's Democratic Party,15017,11702,77.9 %,1699,14.5%
Nongpoh,10,ST,D. Dethwelson Lapang,Indian National Congress,13650,10961,80.3 %,1182,10.8%
Jirang,11,ST,J. Dringwell Rymbai,Indian National Congress,13497,8456,62.7 %,418,4.9%
Mairang,12,ST,Fuller Lyngdon Mawnai,Hill State People's Democratic Party,14945,12703,85.0 %,559,4.4%
Nongspung,13,ST,S. Loniak Marbaniang,Hill State People's Democratic Party,14272,11825,82.9 %,219,1.9%
Sohiong,14,ST,M.Donkupar Lyngdoh,Hill State People's Democratic Party,15790,13152,83.3 %,1972,15.0%
Mylliem,15,ST,D.M.Roy Kharkongor,Hill People Union,14151,10646,75.2 %,482,4.5%
Malki-Nongthymmai,16,ST,Upstar Kharbuli,Indian National Congress,14080,9294,66.0 %,899,9.7%
Laitumkharah,17,ST,Peter G. Mareaniang,Indian National Congress,12263,7881,64.3 %,1064,13.5%
Pynthorumkhrah,18,GEN,J. Marvin Pariat,Independent,13199,9739,73.8 %,3144,32.3%
Jaiaw,19,ST,P. Ripple Kyndiah,Indian National Congress,14241,10038,70.5 %,888,8.8%
Mawkhar,20,ST,Korbar Singh,Hill People Union,9485,6361,67.1 %,513,8.1%
Mawprem,21,GEN,D.N.Joshi,Indian National Congress,10853,7468,68.8 %,1566,21.0%
Laban,22,GEN,Anthony Lyngdoh,Hill People Union,11593,8025,69.2 %,938,11.7%
Mawlai,23,ST,S.D. Khongwir,Hill People Union,15112,10525,69.6 %,4363,41.5%
Sohryngkham,24,ST,Sanbor S. Lyngdoh,Public Demands Implementation Convention,13414,10594,79.0 %,1387,13.1%
Dienglieng,25,ST,Martle Mukhin,Public Demands Implementation Convention,14072,11124,79.1 %,2443,22.0%
Nongkrem,26,ST,H.S.Shylla,Indian National Congress,14384,11909,82.8 %,548,4.6%
Lyngkyrdem,27,ST,B.B.Lyngdoh,Hill People Union,15002,11092,73.9 %,2121,19.1%
Nongshken,28,ST,G.S. Massar,Hill People Union,12174,8921,73.3 %,1945,21.8%
Sohra,29,ST,S.P. Swer,Hill People Union,12584,9694,77.0 %,650,6.7%
Shella,30,ST,Donkupar Roy,Independent,10373,7693,74.2 %,418,5.4%
Mawsynram,31,ST,Mestonnath Kharchandy,Indian National Congress,13429,10103,75.2 %,831,8.2%
