AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
War-Jaintia,1,ST,Johndeng Pohrmen,All Party Hill Leaders Conference,12393,8607,69.5 %,932,10.8%
Rymbai,2,ST,Obil Kyndait,Hill State People's Democratic Party,12129,9381,77.3 %,335,3.6%
Sutnga-Shangpung,3,ST,Barrister Pakem,Hill State People's Democratic Party,10092,8032,79.6 %,98,1.2%
Raliang,4,ST,Humphrey Hadem,Hill State People's Democratic Party,13674,10984,80.3 %,1381,12.6%
Nartiang,5,ST,H.Britainwar Dan,Independent,11773,9258,78.6 %,1698,18.3%
Nongbah-Wahiajer,6,ST,Albin Lamare,All Party Hill Leaders Conference,10416,8262,79.3 %,2516,30.5%
Jowai,7,ST,Tylli Kyndiah,Independent,8925,7102,79.6 %,488,6.9%
Mawhati,8,ST,Martin N. Majaw,Independent,9791,6299,64.3 %,525,8.3%
Umroi,9,ST,Evansius Kek Mawlong,Independent,10372,7471,72.0 %,561,7.5%
Nongpoh,10,ST,D. Dethwelson Lapang,Indian National Congress,10261,6780,66.1 %,602,8.9%
Jirang,11,ST,Snomick Kalwing,Indian National Congress,9234,4740,51.3 %,462,9.7%
Mairang,12,ST,Fuller Lyngdoh Mawnai,Hill State People's Democratic Party,11246,6827,60.7 %,1668,24.4%
Nongspung,13,ST,Winstone Syiemiong,Hill State People's Democratic Party,10876,8226,75.6 %,3084,37.5%
Sohiong,14,ST,Medras Mylliem,Hill State People's Democratic Party,12013,7700,64.1 %,459,6.0%
Mylliem,15,ST,Lambourine Kharlukhi,Hill State People's Democratic Party,9546,7104,74.4 %,143,2.0%
Malki-Nongthymmai,16,ST,Upstar Kharbuli,Indian National Congress,10138,6976,68.8 %,437,6.3%
Laitumkharah,17,ST,Peter Garnette Marbaniang,Indian National Congress,9156,6190,67.6 %,2429,39.2%
Pynthorumkhrah,18,GEN,B. K. Roy,Indian National Congress,8851,5651,63.8 %,781,13.8%
Jaiaw,19,ST,P. Ripple Kyndiah,All Party Hill Leaders Conference,13860,9695,69.9 %,655,6.8%
Mawkhar,20,ST,D. D. Pugh,All Party Hill Leaders Conference,8456,5817,68.8 %,453,7.8%
Mawprem,21,GEN,Dhrubanath Joshi,Indian National Congress,7553,5119,67.8 %,1900,37.1%
Laban,22,GEN,Bhaskar Choudhury,Indian National Congress,6501,4557,70.1 %,625,13.7%
Mawlai,23,ST,Stanlington D. Khongwir,Hill State People's Democratic Party,9504,7285,76.7 %,2881,39.5%
Sohryngkham,24,ST,Grosswell Mylliemngap,All Party Hill Leaders Conference,9692,6503,67.1 %,1266,19.5%
Dienglieng,25,ST,Jungai Khongjoh,Indian National Congress,9566,6493,67.9 %,82,1.3%
Nongkrem,26,ST,Dominic Roblin Nongkhynrih,Independent,10290,7358,71.5 %,2516,34.2%
Lyngkyrdem,27,ST,Brington Buhai Lyngdoh,All Party Hill Leaders Conference,10750,7285,67.8 %,479,6.6%
Nongshken,28,ST,Maham Singh,Indian National Congress,9653,6387,66.2 %,11,0.2%
Sohra,29,ST,Phaindrojen Swer,All Party Hill Leaders Conference,10215,7134,69.8 %,746,10.5%
Shella,30,ST,Stanley D.D.Nichols Roy,All Party Hill Leaders Conference,9216,6024,65.4 %,779,12.9%
Mawsynram,31,ST,Karadoklie E. Tariang,Hill State People's Democratic Party,9424,6869,72.9 %,328,4.8%
Mawkyrwat,32,ST,Rowell Lyngdoh,Hill State People's Democratic Party,10874,7914,72.8 %,2041,25.8%
Pariong,33,ST,Tubarlin Lyngdoh,Hill State People's Democratic Party,10178,6898,67.8 %,3660,53.1%
Nongstoin,34,ST,Endro Lawphniaw,Hill State People's Democratic Party,16629,9938,59.8 %,3451,34.7%
Langrin,35,ST,Bakstarwell Wanniang,Hill State People's Democratic Party,9951,7128,71.6 %,475,6.7%
Mawthengkut,36,ST,Ledishon Nongsiang,Hill State People's Democratic Party,11242,6574,58.5 %,27,0.4%
Baghmara,37,ST,Williamson A. Sangma,Indian National Congress,8954,5338,59.6 %,2658,49.8%
Rongrenggiri,38,ST,Albinstone M. Sangma,Indian National Congress,9823,5406,55.0 %,130,2.4%
Rongjeng,39,ST,Pleander G. Momin,Indian National Congress,6554,3570,54.5 %,102,2.9%
Kharkutta,40,ST,Prithington Sangma,Indian National Congress,8178,4699,57.5 %,948,20.2%
Mendipathar,41,ST,Beninstand G. Momin,All Party Hill Leaders Conference,7718,4343,56.3 %,12,0.3%
Resubelpara,42,ST,Salseng Marak,Indian National Congress,7534,4703,62.4 %,904,19.2%
Songsak,43,ST,Miriam D.Shira,Independent,7756,3602,46.4 %,121,3.4%
Bajengdoba,44,ST,Grohonsing Marak,Indian National Congress,7519,3650,48.5 %,692,19.0%
Tikrikilla,45,ST,Jagendranath Bantha,Independent,8304,6211,74.8 %,199,3.2%
Dadenggiri,46,ST,Bronson Momin,All Party Hill Leaders Conference,10365,4960,47.9 %,1090,22.0%
Rongchugiri,47,ST,M. Reidson Momin,Indian National Congress,7610,3323,43.7 %,204,6.1%
Phulbari,48,GEN,Akramozzaman,Indian National Congress,9871,8216,83.2 %,14,0.2%
Rajabala,49,ST,Mozibur Rahman,Independent,10279,8458,82.3 %,19,0.2%
Selsella,50,ST,Girash Marak,All Party Hill Leaders Conference,7043,4700,66.7 %,82,1.7%
Rongram,51,ST,Crunden S. Sangma,All Party Hill Leaders Conference,9866,5697,57.7 %,73,1.3%
Tura,52,ST,Singjan Sangma,Indian National Congress,11708,7566,64.6 %,658,8.7%
Chokpot,53,ST,Jackman Marak,All Party Hill Leaders Conference,8362,4783,57.2 %,344,7.2%
Kherapara,54,ST,Alfrien Marak,All Party Hill Leaders Conference,9238,4672,50.6 %,34,0.7%
Dalu,55,ST,Mukul Das,Independent,7769,5412,69.7 %,94,1.7%
Dalamgiri,56,ST,Armison Marak,All Party Hill Leaders Conference,8232,5636,68.5 %,626,11.1%
Rangsakona,57,ST,Jendew Ch. Marak,All Party Hill Leaders Conference,8677,6143,70.8 %,1265,20.6%
Ampatigiri,58,ST,Bhadreswar Koch,Indian National Congress,10883,7540,69.3 %,2710,35.9%
Salmanpura,59,ST,Meckenson K.Sangma,Independent,9683,6282,64.9 %,2113,33.6%
Mahendraganj,60,GEN,Manik Ch. Das,Indian National Congress,9446,8043,85.1 %,2832,35.2%
