AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Pudukkottai,191,GEN,Periyannan A.,Dravida Munetra Kazhagam,162152,127624,78.7 %,19280,15.1%
Alangudi,192,GEN,Chandrasekaran K.B. V.Sc.,Dravida Munetra Kazhagam,158817,130009,81.9 %,4220,3.2%
Arantangi,193,GEN,"Thirunavukkarasu, S.",All India Anna Dravida Munnetra Kazhagam(JAYALALITA GROUP),170036,132567,78.0 %,21703,16.4%
Karaikudi,195,GEN,Narayanan Rm.,Dravida Munetra Kazhagam,166611,113125,67.9 %,24485,21.6%
Tiruvadanai,196,GEN,Eramasamy Ambalam Kr.,Indian National Congress,162820,108728,66.8 %,1850,1.7%
Ilayangudi,197,GEN,Sathiah M.,Dravida Munetra Kazhagam,130395,92637,71.0 %,19222,20.7%
Sivaganga,198,GEN,"Manoharan, B.",Dravida Munetra Kazhagam,143895,101840,70.8 %,1768,1.7%
Manamadurai,199,SC,"Duraipandi, P.",Dravida Munetra Kazhagam,143783,101022,70.3 %,3452,3.4%
Paramakudi,200,SC,"Sundararaj, S.",All India Anna Dravida Munnetra Kazhagam(JAYALALITA GROUP),151860,104398,68.7 %,3414,3.3%
Ramanathapuram,201,GEN,"Rajenthiran, M.S.K.",Dravida Munetra Kazhagam,156764,109177,69.6 %,14111,12.9%
Kadaladi,202,GEN,"Ameeth Ibrahim, A.M.",Dravida Munetra Kazhagam,170792,109528,64.1 %,409,0.4%
Mudukulathur,203,GEN,"Kather Batcha Alias Vellachamy, S.",Dravida Munetra Kazhagam,158153,94529,59.8 %,10404,11.0%
Aruppukottai,204,GEN,"Thangapandian, V.",Dravida Munetra Kazhagam,141982,100465,70.8 %,15523,15.5%
Sattur,205,GEN,S.S. Karuppasamy,Dravida Munetra Kazhagam,172451,127331,73.8 %,16062,12.6%
Virudhunagar,206,GEN,"Chokkar, R.",Indian National Congress,150275,108580,72.3 %,5558,5.1%
Sivakasi,207,GEN,"Seenivsan, P.",Dravida Munetra Kazhagam,185980,133866,72.0 %,5915,4.4%
Srivilliputhur,208,GEN,"Thangam, A.",Dravida Munetra Kazhagam,156247,120557,77.2 %,13495,11.2%
Rajapalayam,209,SC,"Rajan, V.P.",Dravida Munetra Kazhagam,159823,122413,76.6 %,4015,3.3%
Vilathikulam,210,GEN,K.K. S.S. Ramachandran,All India Anna Dravida Munnetra Kazhagam(JAYALALITA GROUP),134566,94591,70.3 %,7996,8.5%
Pottapidaram,211,SC,M. Muthiah,Dravida Munetra Kazhagam,122928,82522,67.1 %,1743,2.1%
Koilpatti,212,GEN,"Alagarsomy, S.",Communist Party Of India,143671,101058,70.3 %,3284,3.2%
Sankaranayanarkoil,213,SC,"Thangavelu, S.",Dravida Munetra Kazhagam,147593,108818,73.7 %,21989,20.2%
Vasudevanallur,214,SC,"Eswaran, R.",Indian National Congress,135907,97971,72.1 %,411,0.4%
Kadayanallur,215,GEN,Samsudin Alias Kathiravan,Dravida Munetra Kazhagam,138368,104246,75.3 %,6879,6.6%
Tenkasi,216,GEN,"Peter Alphonse, S.",Indian National Congress,143876,111533,77.5 %,6594,5.9%
Alangulam,217,GEN,Ramasubbbu S.S.,Indian National Congress,140927,111933,79.4 %,482,0.4%
Tirunelveli,218,GEN,"Subramanian, A.L.",Dravida Munetra Kazhagam,149539,108608,72.6 %,9521,8.8%
Palayamcottai,219,GEN,"Gurunathan, S.",Dravida Munetra Kazhagam,151200,100754,66.6 %,2431,2.4%
Cheranmahadevi,220,GEN,"Pandian, P.N.",All India Anna Dravida Munnetra Kazhagam(JANAKI RAMACHANDRAN),124735,98044,78.6 %,700,0.7%
Ambasamudram,221,GEN,"Ravi Arunan, K.",Indian National Congress,125960,93391,74.1 %,4103,4.4%
Nanguneri,222,GEN,"Achiyur, M. Mani",Dravida Munetra Kazhagam,142173,96397,67.8 %,1493,1.5%
Radhapuram,223,GEN,Ramani Nallathambi,Indian National Congress,143444,93027,64.9 %,4502,4.8%
Sattangulam,224,GEN,Kumari Anathan,Indian National Congress,137325,88110,64.2 %,1196,1.4%
Tiruchendur,225,GEN,"Kandasamy, K.P.",Dravida Munetra Kazhagam,153655,100228,65.2 %,17181,17.1%
Srivaikuntam,226,GEN,"Deniel Raj, S.",Indian National Congress,127689,88192,69.1 %,3472,3.9%
Tuticorin,227,GEN,N. Periasamy,Dravida Munetra Kazhagam,180816,125982,69.7 %,547,0.4%
Kanniyakumari,228,GEN,"Subramonia Pillai, K.",Dravida Munetra Kazhagam,140558,97815,69.6 %,2339,2.4%
Nagercoil,229,GEN,M. Moses,Indian National Congress,156744,104688,66.8 %,6865,6.6%
Colachel,230,GEN,Pauliah-A.,Indian National Congress,141330,94459,66.8 %,12197,12.9%
Padmanabhapuram,231,GEN,"Noor Mohmed, S.",Communist Party Of India (MARXIST),125883,79874,63.5 %,1314,1.6%
Thiruvattar,232,GEN,"R, Nadesan",Indian National Congress,129184,87245,67.5 %,8109,9.3%
Vilavancode,233,GEN,"Sundaradas, M.",Indian National Congress,155021,98833,63.8 %,1214,1.2%
Killiyoor,234,GEN,"Vijayaraghavan, Pon",Independent,121736,76906,63.2 %,9831,12.8%
