AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Purola,1,SC,Uttarkashi,Malchand,Bharatiya Janta Party,58640,45533,77.6 %,3832,8.4%
Yamunotri,2,GEN,Uttarkashi,Pritam Singh Panwar,Uttarakhand Kranti Dal(P),61863,43936,71.0 %,2596,5.9%
Gangotri,3,GEN,Uttarkashi,Vijaipal Singh Sajwan,Indian National Congress,71433,50446,70.6 %,7023,13.9%
Badrinath,4,GEN,Chamoli,Rajendra Singh Bhandri,Indian National Congress,85758,54994,64.1 %,10201,18.5%
Tharali,5,SC,Chamoli,Dr Jeet Ram,Indian National Congress,90407,52960,58.6 %,673,1.3%
Karnprayag,6,GEN,Chamoli,Ansuya Prasad Maikhuri,Indian National Congress,83807,48941,58.4 %,227,0.5%
Kedarnath,7,GEN,Rudraprayag,Shaila Rani Rawat,Indian National Congress,75489,47481,62.9 %,2328,4.9%
Rudraprayag,8,GEN,Rudraprayag,Harak Singh Rawat,Indian National Congress,85984,52180,60.7 %,1326,2.5%
Ghanshali,9,SC,Tehri Garhwal,Bheem Lal Arya,Bharatiya Janta Party,77119,41356,53.6 %,13694,33.1%
Deoprayag,10,GEN,Tehri Garhwal,Mantri Prasad Naithani,Independent,71105,40166,56.5 %,1541,3.8%
Narendranagar,11,GEN,Tehri Garhwal,Subodh Uniyal,Indian National Congress,75506,48816,64.7 %,401,0.8%
Pratapnagar,12,GEN,Tehri Garhwal,Vikram Singh Negi,Indian National Congress,73031,38673,53.0 %,542,1.4%
Tehri,13,GEN,Tehri Garhwal,Dinesh Dhanai,Independent,71981,40399,56.1 %,377,0.9%
Dhanolti,14,GEN,Tehri Garhwal,Mahaveer Singh,Bharatiya Janta Party,67079,45769,68.2 %,1148,2.5%
Chakrata,15,ST,Dehradun,Pritam Singh,Indian National Congress,86876,64873,74.7 %,6654,10.3%
Vikasnagar,16,GEN,Dehradun,Nav Prabhat,Indian National Congress,93524,67730,72.4 %,9857,14.6%
Sahaspur,17,GEN,Dehradun,Sahdev Singh Pundir,Bharatiya Janta Party,111900,83335,74.5 %,5490,6.6%
Dharampur,18,GEN,Dehradun,Dinesh Agarwal,Indian National Congress,120998,75191,62.1 %,9420,12.5%
Raipur,19,GEN,Dehradun,Umesh Sharma (KAU),Indian National Congress,120008,76577,63.8 %,474,0.6%
Rajpur Road,20,SC,Dehradun,Rajkumar,Indian National Congress,98988,60222,60.8 %,3070,5.1%
Dehradun Cantt,21,GEN,Dehradun,Harbans Kapoor,Bharatiya Janta Party,102402,62659,61.2 %,5095,8.1%
Mussoorie,22,GEN,Dehradun,Ganesh Joshi,Bharatiya Janta Party,102702,63093,61.4 %,9776,15.5%
Doiwala,23,GEN,Dehradun,Ramesh Pokhriyal	Nishank,Bharatiya Janta Party,107015,76430,71.4 %,1272,1.7%
Rishikesh,24,GEN,Dehradun,Premchand Aggarwal,Bharatiya Janta Party,119646,81076,67.8 %,7271,9.0%
Hardwar,25,GEN,Hardwar,Madan Kaushik,Bharatiya Janta Party,121669,82441,67.8 %,8620,10.5%
Bhel Ranipur,26,GEN,Hardwar,Adesh Chauhan,Bharatiya Janta Party,113343,77622,68.5 %,6611,8.5%
Jwalapur,27,SC,Hardwar,Chander Shakhar,Bharatiya Janta Party,90228,70408,78.0 %,558,0.8%
Bhagwanpur,28,SC,Hardwar,Surendra Rakesh,Bahujan Samaj Party,98545,78542,79.7 %,6781,8.6%
Jhabrera,29,SC,Hardwar,Hari Dass,Bahujan Samaj Party,95231,69312,72.8 %,3809,5.5%
Pirankaliyar,30,GEN,Hardwar,Furkan Ahmad,Indian National Congress,91933,73813,80.3 %,1944,2.6%
Roorkee,31,GEN,Hardwar,Pardeep Batra,Indian National Congress,96239,61326,63.7 %,801,1.3%
Khanpur,32,GEN,Hardwar,Kunwar Pranav Singh	Champion,Indian National Congress,111521,87874,78.8 %,2831,3.2%
Manglore,33,GEN,Hardwar,Sarwat Kareem Ansari,Bahujan Samaj Party,91769,72597,79.1 %,698,1.0%
Laksar,34,GEN,Hardwar,Sanjay Gupta,Bharatiya Janta Party,80150,65836,82.1 %,10394,15.8%
Hardwar Rural,35,GEN,Hardwar,Yatishvaranand,Bharatiya Janta Party,96902,77656,80.1 %,3875,5.0%
Yamkeshwar,36,GEN,Garhwal,Vijay Brathwal,Bharatiya Janta Party,78147,42994,55.0 %,3541,8.2%
Pauri,37,SC,Garhwal,Sunder Lal Mandrawal,Indian National Congress,85182,45283,53.2 %,2906,6.4%
Srinagar,38,GEN,Garhwal,Ganesh Godiyal,Indian National Congress,92823,54603,58.8 %,5063,9.3%
Chaubattakhal,39,GEN,Garhwal,Teerath Singh,Bharatiya Janta Party,86551,43640,50.4 %,1964,4.5%
Lansdowne,40,GEN,Garhwal,Daleep Singh Rawat,Bharatiya Janta Party,76445,39599,51.8 %,5438,13.7%
Kotdwar,41,GEN,Garhwal,Surendra Singh Negi,Indian National Congress,87222,62113,71.2 %,4623,7.4%
Dharchula,42,GEN,Pithoragarh,Harish Dhami,Indian National Congress,72755,47419,65.2 %,5306,11.2%
Didihat,43,GEN,Pithoragarh,Bishan Singh Chuphal,Bharatiya Janta Party,75458,45081,59.7 %,10617,23.6%
Pithoragarh,44,GEN,Pithoragarh,Mayukh Singh,Indian National Congress,87580,56901,65.0 %,13197,23.2%
Gangolihat,45,SC,Pithoragarh,Narayanram Arya,Indian National Congress,88073,48579,55.2 %,7880,16.2%
Kapkote,46,GEN,Bageshwar,Lalit Farswan,Indian National Congress,85489,51346,60.1 %,1369,2.7%
Bageshwar,47,SC,Bageshwar,Chandan Ram Dass,Bharatiya Janta Party,99035,60131,60.7 %,1911,3.2%
Dwarahat,48,GEN,Almora,Madan Singh Bisht,Indian National Congress,84170,43576,51.8 %,3326,7.6%
Salt,49,GEN,Almora,Surendra Singh Jeena,Bharatiya Janta Party,90303,46901,51.9 %,5444,11.6%
Ranikhet,50,GEN,Almora,Ajay Bhatt,Bharatiya Janta Party,74031,39271,53.0 %,78,0.2%
Someshwar,51,SC,Almora,Ajay Tamta,Bharatiya Janta Party,75643,43609,57.7 %,2691,6.2%
Almora,52,GEN,Almora,Manoj Tiwari,Indian National Congress,78503,47577,60.6 %,1181,2.5%
Jageshwar,53,GEN,Almora,Govind Singh Kunjwal,Indian National Congress,81998,46593,56.8 %,3865,8.3%
Lohaghat,54,GEN,Champawat,Sri Puran Singh,Bharatiya Janta Party,93567,51510,55.1 %,11535,22.4%
Champawat,55,GEN,Champawat,Sri Hemesh Kharkwal,Indian National Congress,76311,50184,65.8 %,6953,13.9%
Lalkuwa,56,GEN,Nainital,Harish Chandra	Durgapal,Independent,90260,67403,74.7 %,8848,13.1%
Bhimtal,57,GEN,Nainital,Dan Singh Bhandari,Bharatiya Janta Party,86901,56787,65.3 %,6443,11.3%
Nainital,58,SC,Nainital,Sarita Arya,Indian National Congress,94360,51422,54.5 %,6308,12.3%
Haldwani,59,GEN,Nainital,Indira Hridyesh,Indian National Congress,114739,80596,70.2 %,23583,29.3%
Kaladhungi,60,GEN,Nainital,Banshidhar Bhagat,Bharatiya Janta Party,113325,78729,69.5 %,2370,3.0%
Ramnagar,61,GEN,Nainital,Amrita Rawat,Indian National Congress,90668,64468,71.1 %,3729,5.8%
Jaspur,62,GEN,Udham Singh Nagar,Dr. Shailendra Mohan	Singhal,Indian National Congress,98839,76582,77.5 %,2780,3.6%
Kashipur,63,GEN,Udham Singh Nagar,Harbhajan Singh Cheema,Bharatiya Janta Party,117999,81952,69.5 %,2382,2.9%
Bajpur,64,SC,Udham Singh Nagar,Yashpal Arya,Indian National Congress,109343,83861,76.7 %,15131,18.0%
Gadarpur,65,GEN,Udham Singh Nagar,Arvind Pande,Bharatiya Janta Party,103062,84768,82.2 %,5133,6.1%
Rudrapur,66,GEN,Udham Singh Nagar,Raj Kumar Thukral,Bharatiya Janta Party,119500,93747,78.4 %,3954,4.2%
Kichha,67,GEN,Udham Singh Nagar,Rajesh Shukla,Bharatiya Janta Party,95287,72865,76.5 %,8226,11.3%
Sitarganj,68,GEN,Udham Singh Nagar,Kiran Chand Mandal,Bharatiya Janta Party,91480,73768,80.6 %,12612,17.1%
Nanak Matta,69,ST,Udham Singh Nagar,Prem Singh,Bharatiya Janta Party,90386,67363,74.5 %,5631,8.4%
Khatima,70,GEN,Udham Singh Nagar,Pushkar Singh Dhami,Bharatiya Janta Party,91104,68830,75.6 %,5394,7.8%
