AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sheopur,1,GEN,Brijraj Singh,Indian National Congress,159643,115972,72.6 %,9452,8.2%
Vijaypur,2,GEN,Ramniwas Rawat,Indian National Congress,154370,107952,69.9 %,3011,2.8%
Sabalgarh,3,GEN,Suresh Chowdhary,Indian National Congress,150796,110982,73.6 %,9041,8.1%
Joura,4,GEN,Maniram Dhakad,Bahujan Samaj Party,170532,116236,68.2 %,8595,7.4%
Sumawali,5,GEN,Adal Singh Kansana,Indian National Congress,172178,120336,69.9 %,9651,8.0%
Morena,6,GEN,Paras Ram Mudgal,Bahujan Samaj Party,175489,101596,57.9 %,5336,5.3%
Dimani,7,GEN,Shiv Mangal Singh Tomar,Bharatiya Janta Party,157275,92834,59.0 %,256,0.3%
Ambah,8,SC,Kamalesh Jatav,Bharatiya Janta Party,163305,79841,48.9 %,3927,4.9%
Ater,9,GEN,Arvind Singh Bhadouria,Bharatiya Janta Party,173673,102274,58.9 %,1851,1.8%
Bhind,10,GEN,Chaudhri Rakesh Singh Chaturvedi,Indian National Congress,191056,102316,53.6 %,9096,8.9%
Lahar,11,GEN,Govind Singh,Indian National Congress,203458,126387,62.1 %,4878,3.9%
Mehgaon,12,GEN,Rakesh Shukla,Bharatiya Janta Party,210624,126617,60.1 %,5344,4.2%
Gohad,13,SC,Makhan Lal Jatav,Indian National Congress,165595,91363,55.2 %,1553,1.7%
Gwalior Rural,14,GEN,Madan Kushwah,Bahujan Samaj Party,147937,90000,60.8 %,9777,10.9%
Gwalior,15,GEN,Pradyumn Singh Tomar,Indian National Congress,175192,101680,58.0 %,2090,2.1%
Gwalior East,16,GEN,Anup Mishra,Bharatiya Janta Party,173159,91888,53.1 %,1538,1.7%
Gwalior South,17,GEN,Narayan Singh Kushwah,Bharatiya Janta Party,162952,90908,55.8 %,7745,8.5%
Bhitarwar,18,GEN,Lakhan Singh Yadav,Indian National Congress,163978,109339,66.7 %,10488,9.6%
Dabra,19,SC,Imarti Devi,Indian National Congress,149696,90843,60.7 %,10630,11.7%
Sewda,20,GEN,Radhelal Baghel,Bahujan Samaj Party,126176,92545,73.3 %,3276,3.5%
Bhander,21,SC,Asha Ram Ahirwar,Bharatiya Janta Party,135345,91902,67.9 %,20098,21.9%
Datia,22,GEN,Dr. Narottam Mishra,Bharatiya Janta Party,136001,101144,74.4 %,11233,11.1%
Karera,23,SC,Khatik Ramesh Prasad,Bharatiya Janta Party,165198,104747,63.4 %,12816,12.2%
Pohari,24,GEN,Prahlad Bharti,Bharatiya Janta Party,155728,114182,73.3 %,19390,17.0%
