AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Muthialpet,1,GEN,G. Palaniraja,Dravida Munetra Kazhagam,28508,19167,67.2 %,2177,11.4%
Cassicade,2,GEN,P. Kannan,Indian National Congress,17494,11597,66.3 %,945,8.1%
Raj Bhavan,3,GEN,S. P. Sivakumar,Dravida Munetra Kazhagam,8625,5354,62.1 %,151,2.8%
Bussy,4,GEN,C. M. Achraff,Indian National Congress,9555,5634,59.0 %,229,4.1%
Oupalam,5,GEN,N. Naghamuthu,Dravida Munetra Kazhagam,19918,13777,69.2 %,1422,10.3%
Orleampeth,6,GEN,N. Manimaran,Dravida Munetra Kazhagam,25505,16103,63.1 %,507,3.1%
Nellithope,7,GEN,R. V. Jankiraman,Dravida Munetra Kazhagam,24612,15985,64.9 %,530,3.3%
Modeliarpeth,8,GEN,M. Manjini,Communist Party Of India,27566,19761,71.7 %,856,4.3%
Ariankuppam,9,GEN,A. Bakthkavachalam,Janata Dal,24309,17710,72.9 %,685,3.9%
Embalom,10,SC,K. Deivanayagam,Janata Dal,16223,12812,79.0 %,1106,8.6%
Nettapakkam,11,GEN,V. Vaithilingam,Indian National Congress,17322,13391,77.3 %,4139,30.9%
Kuruvinatham,12,GEN,R. Ramanathan,Dravida Munetra Kazhagam,16477,13929,84.5 %,1765,12.7%
Bahour,13,SC,P. Rajavelu,Janata Dal,18225,14347,78.7 %,3044,21.2%
Thirubuvanai,14,SC,D. Viswanathan,All India Anna Dravida Munnetra Kazhagam,19795,14650,74.0 %,1524,10.4%
Mannadipeth,15,GEN,D. Ramachandiran,Dravida Munetra Kazhagam,19331,15407,79.7 %,1592,10.3%
Ossudu,16,SC,N. Marimuthu,Indian National Congress,16430,12969,78.9 %,1728,13.3%
Villenour,17,GEN,P. Ananda Baskaran,Indian National Congress,20438,15685,76.7 %,3736,23.8%
Ozhukarai,18,GEN,M. Rasan Alias Vazhumuni,Dravida Munetra Kazhagam,21285,16290,76.5 %,1793,11.0%
Thattanchavady,19,GEN,V. Pethaperumal,Janata Dal,27900,18645,66.8 %,982,5.3%
Reddiarpalayam,20,GEN,R. Viswanathan,Communist Party Of India,35043,22109,63.1 %,2671,12.1%
Lawspet,21,GEN,M. O. H. Farook,Indian National Congress,33391,24049,72.0 %,2899,12.1%
Cotchery,22,GEN,M. Vaithilingam,Indian National Congress,18212,14542,79.8 %,140,1.0%
Karaikal,23,GEN,S. M. Thavasu,Indian National Congress,20424,13072,64.0 %,1611,12.3%
Karaikal South,24,GEN,S. Ramassamy,All India Anna Dravida Munnetra Kazhagam,15662,10763,68.7 %,1784,16.6%
Neravy-Grand Aldee,25,GEN,V. Ganapathy,All India Anna Dravida Munnetra Kazhagam,17113,13849,80.9 %,844,6.1%
Tirunallar,26,GEN,R. Kamalakkannan,Independent,15100,11615,76.9 %,426,3.7%
Neduncadu,27,SC,M. Chandirakassu,Indian National Congress,14509,11189,77.1 %,3583,32.0%
Mahe,28,GEN,E. Valsaraj,Indian National Congress,11666,9206,78.9 %,1838,20.0%
Palloor,29,GEN,A. V. Sreedharan,Indian National Congress,11876,9111,76.7 %,2712,29.8%
Yanam,30,GEN,Raksha Harikrishna,Dravida Munetra Kazhagam,12680,10869,85.7 %,1605,14.8%
