AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Khundrakpam,1,GEN,Konsam Tomba Singh,Mahabharat Peples Party,19264,16792,87.2 %,490,2.9%
Heingang,2,GEN,Dr. Wakambam Thoiba,Federal Party Of Manipur,22009,20001,90.9 %,184,0.9%
Khurai,3,GEN,Ningthoujam Bihari Singh,Manipur State Congress Party,23356,21470,91.9 %,3913,18.2%
Khetrigao,4,GEN,Basant Kumar Wangkhem,Samata Party,23613,21865,92.6 %,3353,15.3%
Thongju,5,GEN,Dr. S. Dhananjoy,Manipur State Congress Party,22436,20937,93.3 %,1374,6.6%
Keirao,6,GEN,H. Bidur,Manipur State Congress Party,19460,18757,96.4 %,1908,10.2%
Andro,7,GEN,S. Chandra Singh,Mahabharat Peples Party,22385,20979,93.7 %,2632,12.5%
Lamlai,8,GEN,Kshetrimayum Biren Singh,Manipur State Congress Party,20969,18287,87.2 %,721,3.9%
Thangmeiband,9,GEN,Radhabinod Koijam,Indian National Congress,22664,18053,79.7 %,863,4.8%
Uripok,10,GEN,P. Achou Singh,Manipur State Congress Party,17747,15051,84.8 %,326,2.2%
Sagolband,11,GEN,Dr. Khwairakpam Loken Singh,Janata Dal (Secular),19451,16150,83.0 %,637,3.9%
Keisamthong,12,GEN,L. Bhagyachandra Singh,Federal Party Of Manipur,22391,20017,89.4 %,166,0.8%
Singjamei,13,GEN,Haobam Bhubon Singh,Bharatiya Janta Party,17350,15832,91.3 %,1271,8.0%
Yaiskul,14,GEN,R.K. Dorendro Singh,Bharatiya Janta Party,21434,19179,89.5 %,577,3.0%
Wangkhei,15,GEN,Dr. Haobam Borobabu Singh,Bharatiya Janta Party,27963,23708,84.8 %,779,3.3%
Sekmai,16,SC,Khwairakpam Chandra,Bharatiya Janta Party,18921,16884,89.2 %,136,0.8%
Lamsang,17,GEN,Sorokhaibam Rajen Singh,Manipur State Congress Party,22167,20208,91.2 %,162,0.8%
Konthoujam,18,GEN,Henam Lokhon,Manipur State Congress Party,21262,19910,93.6 %,2105,10.6%
Patsoi,19,GEN,Dr. Leishangthem Chandramani,Manipur State Congress Party,23833,20679,86.8 %,3676,17.8%
Langthabal,20,GEN,Okram Joy Singh,Mahabharat Peples Party,18166,16940,93.3 %,235,1.4%
Naoriya Pakhanglakpa,21,GEN,Wahengbam Leima Devi,Independent,23510,21706,92.3 %,1702,7.8%
