AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
War-Jaintia,1,ST,Johndeng Pohrmen,Indian National Congress,19943,16512,82.8 %,1393,8.4%
Rymbai,2,ST,Simon Siangshai,Hill People Union,28982,25150,86.8 %,5596,22.3%
Sutnga-Shangpung,3,ST,Oliverneat Shyrmang,Hill People Union,19128,15716,82.2 %,1069,6.8%
Raliang,4,ST,Mihsalan Suchiang,Hill People Union,23078,20526,88.9 %,101,0.5%
Nartiang,5,ST,Henry Lamin,All Party Hill Leader's Conference (ARMISON MARAK GROUP),21230,18238,85.9 %,641,3.5%
Nongbah-Wahiajer,6,ST,Edmund Speakerson Lyngdoh,Hill State People's Democratic Party,20580,19104,92.8 %,403,2.1%
Jowai,7,ST,Roytre Christopher Laloo,Indian National Congress,20819,17657,84.8 %,1880,10.6%
Mawhati,8,ST,S.R. Moksha,Hill People Union,15784,13387,84.8 %,238,1.8%
Umroi,9,ST,Evansius K. Mawlong,Hill State People's Democratic Party,19831,16847,85.0 %,886,5.3%
Nongpoh,10,ST,Constantine Lyngdoh,Hill State People's Democratic Party,17326,14276,82.4 %,1095,7.7%
Jirang,11,ST,J. Dhringwell Rymbai,Indian National Congress,17470,12988,74.3 %,2229,17.2%
Mairang,12,ST,Kitdor Syiem,Indian National Congress,19752,16811,85.1 %,3271,19.5%
Nongspung,13,ST,S. Loniak Marbaniang,Hill State People's Democratic Party,18101,15678,86.6 %,1632,10.4%
Sohiong,14,ST,H. Donkupa R. Lyngdoh,Hill State People's Democratic Party,21802,18210,83.5 %,3317,18.2%
Mylliem,15,ST,Pynshai M. Syiem,All Party Hill Leader's Conference (ARMISON MARAK GROUP),18129,14770,81.5 %,4309,29.2%
Malki-Nongthymmai,16,ST,Tony Courtis Lyngdoh,Indian National Congress,19508,12136,62.2 %,179,1.5%
Laitumkharah,17,ST,Justin Khonglah,Hill People Union,16857,10595,62.9 %,642,6.1%
Pynthorumkhrah,18,GEN,James Marvan Pariat,Indian National Congress,20985,14509,69.1 %,2582,17.8%
Jaiaw,19,ST,A.H. Scott Lyngdoh,Hill People Union,16538,11319,68.4 %,3836,33.9%
Mawkhar,20,ST,Roshan Warjri,Hill People Union,10202,7111,69.7 %,572,8.0%
Mawprem,21,GEN,Dhurba Nath Joshi,Indian National Congress,14971,9970,66.6 %,499,5.0%
Laban,22,GEN,Anthony Lyngdoh,Hill People Union,13519,9553,70.7 %,791,8.3%
Mawlai,23,ST,S.D. Khongwir,Hill People Union,22658,16764,74.0 %,1521,9.1%
Sohryngkham,24,ST,Sanbor Swell Lyngdoh,Public Demands Implementation Convention,16576,13677,82.5 %,1431,10.5%
Dienglieng,25,ST,Martle Mukhim,Public Demands Implementation Convention,17194,13545,78.8 %,1757,13.0%
Nongkrem,26,ST,H. S. Shylla,All Party Hill Leader's Conference (ARMISON MARAK GROUP),18179,15282,84.1 %,285,1.9%
Lyngkyrdem,27,ST,Brington Buhai Lyngdoh,Hill People Union,18483,13516,73.1 %,2777,20.5%
Nongshken,28,ST,G. S. Massar,Hill People Union,14333,11175,78.0 %,45,0.4%
Sohra,29,ST,Flinder Anderson Khonglam,Independent,15769,12026,76.3 %,1272,10.6%
Shella,30,ST,Donkupar Roy,Independent,14512,10161,70.0 %,742,7.3%
Mawsynram,31,ST,Mestonath Kharc Handy,Indian National Congress,16434,12946,78.8 %,188,1.5%
Mawkyrwat,32,ST,Rowell Lyngdoh,Indian National Congress,17845,14476,81.1 %,238,1.6%
Pariong,33,ST,Turbarlin Lungdoh,Hill State People's Democratic Party,15564,11896,76.4 %,3565,30.0%
Nongstoin,34,ST,Hopingstone Lyngdoh,Hill State People's Democratic Party,29382,19678,67.0 %,3133,15.9%
Langrin,35,ST,Probin K. Raswai,Indian National Congress,18028,14648,81.3 %,2940,20.1%
Mawthengkut,36,ST,H. Ledishon Nongsiang,Hill State People's Democratic Party,19222,15391,80.1 %,53,0.3%
Baghmara,37,ST,Lotsing A. Sangma,Indian National Congress,15204,12340,81.2 %,694,5.6%
Rongrenggiri,38,ST,Projend D. Sangma,Independent,21856,16188,74.1 %,442,2.7%
Rongjeng,39,ST,Swajit Sangma,Independent,14349,11095,77.3 %,1504,13.6%
Kharkutta,40,ST,Elstone D. Marak,Independent,15501,11699,75.5 %,238,2.0%
Mendipathar,41,ST,Frankestien W. Momin,Indian National Congress,17496,14286,81.7 %,774,5.4%
Resubelpara,42,ST,Salseng C. Marak,Indian National Congress,15394,11925,77.5 %,3525,29.6%
Songsak,43,ST,Tonsing N. Marak,Indian National Congress,14253,10802,75.8 %,2392,22.1%
Bajengdoba,44,ST,Chamberline B. Marak,Indian National Congress,14574,11638,79.9 %,3418,29.4%
Tikrikilla,45,ST,Monindra Rava,Mahabharat Peples Party,14775,13097,88.6 %,166,1.3%
Dadenggiri,46,ST,Augustine Marak,Independent,19103,15196,79.5 %,45,0.3%
Rongchugiri,47,ST,Backstar Sangma,Independent,11997,10488,87.4 %,3777,36.0%
Phulbari,48,GEN,Manirul Islam Sarkar,Independent,17948,15856,88.3 %,799,5.0%
Rajabala,49,ST,Sayeedullah Nongrum,Independent,17209,15383,89.4 %,2394,15.6%
Selsella,50,ST,Atul C. Marak,Indian National Congress,11982,10278,85.8 %,407,4.0%
Rongram,51,ST,Mathrona Marak,Indian National Congress,16165,12950,80.1 %,170,1.3%
Tura,52,ST,Joylange Momin,Indian National Congress,27667,18122,65.5 %,5645,31.1%
Chokpot,53,ST,Masonsing Sangma,Indian National Congress,13223,10223,77.3 %,1444,14.1%
Kherapara,54,ST,Brening Sangma,Indian National Congress,14418,12185,84.5 %,1663,13.6%
Dalu,55,ST,Archibold A. Sangma,Indian National Congress,12670,10535,83.1 %,2007,19.1%
Dalamgiri,56,ST,Admiral K. Sangma,Indian National Congress,12712,10791,84.9 %,82,0.8%
Rangsakona,57,ST,Adolflu Hitler R. Marak,Indian National Congress,13463,11457,85.1 %,2595,22.6%
Ampatigiri,58,ST,Mukul Sangma,Independent,17215,14963,86.9 %,289,1.9%
Salmanpura,59,ST,Gopinath Sangma,Indian National Congress,15341,12489,81.4 %,424,3.4%
Mahendraganj,60,GEN,Lok Kindor Hajong,Mahabharat Peples Party,14122,12598,89.2 %,302,2.4%
