AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Behat,1,GEN,Saharanpur,Mahaveer Singh Rana,Bahujan Samaj Party,303273,221122,72.9 %,514,0.2%
Nakur,2,GEN,Saharanpur,Dr. Dharam Singh Saini,Bahujan Samaj Party,298985,230155,77.0 %,4330,1.9%
Saharanpur Nagar,3,GEN,Saharanpur,Raghav Lakhanpal,Bharatiya Janta Party,349364,219492,62.8 %,12626,5.8%
Saharanpur,4,GEN,Saharanpur,Jagpal,Bahujan Samaj Party,276294,203882,73.8 %,17113,8.4%
Deoband,5,GEN,Saharanpur,Rajendra Singh Rana,Samajwadi Party,292273,195818,67.0 %,3050,1.6%
Rampur Maniharan,6,SC,Saharanpur,Ravinder Kumar Molhu,Bahujan Samaj Party,266686,195468,73.3 %,26606,13.6%
Gangoh,7,GEN,Saharanpur,Pardeep Kumar,Indian National Congress,317224,229081,72.2 %,4023,1.8%
Kairana,8,GEN,Muzaffarnagar,Hukum Singh,Bharatiya Janta Party,269228,177767,66.0 %,19543,11.0%
Thana Bhawan,9,GEN,Muzaffarnagar,Suresh Kumar,Bharatiya Janta Party,285142,175117,61.4 %,265,0.2%
Shamli,10,GEN,Muzaffarnagar,Pankaj Kumar Malik,Indian National Congress,276329,168304,60.9 %,3741,2.2%
Budhana,11,GEN,Muzaffarnagar,Nawazish Alam Khan,Samajwadi Party,330066,192413,58.3 %,10588,5.5%
Charthawal,12,GEN,Muzaffarnagar,Noor Saleem Rana,Bahujan Samaj Party,291092,172399,59.2 %,12706,7.4%
Purqazi,13,SC,Muzaffarnagar,Anil Kumar,Bahujan Samaj Party,281311,167467,59.5 %,8908,5.3%
Muzaffar Nagar,14,GEN,Muzaffarnagar,Chitranjan Swaroop,Samajwadi Party,301726,169256,56.1 %,15002,8.9%
Khatauli,15,GEN,Muzaffarnagar,Kartar Singh Bhadana,Rashtriya Lok Dal,272214,170229,62.5 %,5875,3.5%
Meerapur,16,GEN,Muzaffarnagar,Jamil Ahmad Qasmi,Bahujan Samaj Party,273236,168742,61.8 %,12733,7.5%
Najibabad,17,GEN,Bijnor,Tasleem,Bahujan Samaj Party,302715,186974,61.8 %,11583,6.2%
Nagina,18,SC,Bijnor,Manoj Kumar Paras,Samajwadi Party,299391,182443,60.9 %,26546,14.6%
Barhapur,19,GEN,Bijnor,Mohd.Ghazi,Bahujan Samaj Party,304956,202301,66.3 %,27375,13.5%
Dhampur,20,GEN,Bijnor,Th. Mool Chand Chauhan,Samajwadi Party,252629,161124,63.8 %,564,0.4%
Nehtaur,21,SC,Bijnor,Om Kumar,Bahujan Samaj Party,257285,164385,63.9 %,19398,11.8%
Bijnor,22,GEN,Bijnor,Kunvar Bharatendra,Bharatiya Janta Party,317824,209385,65.9 %,17836,8.5%
Chandpur,23,GEN,Bijnor,Iqbal,Bahujan Samaj Party,278379,188165,67.6 %,15013,8.0%
Noorpur,24,GEN,Bijnor,Lokendra Singh,Bharatiya Janta Party,269545,176579,65.5 %,5473,3.1%
Kanth,25,GEN,Moradabad,Aneesurrehman,Peace Party,302267,200721,66.4 %,1534,0.8%
Thakurdwara,26,GEN,Moradabad,Kunwar Servesh Kumar,Bharatiya Janta Party,309372,220216,71.2 %,37974,17.2%
Moradabad Rural,27,GEN,Moradabad,Shameemul Haq,Samajwadi Party,305396,180626,59.1 %,22736,12.6%
Moradabad Nagar,28,GEN,Moradabad,Mohammad Yusuf Ansari,Samajwadi Party,388966,209449,53.8 %,20238,9.7%
Kundarki,29,GEN,Moradabad,Mohammad Rizwan,Samajwadi Party,309558,219528,70.9 %,17201,7.8%
Bilari,30,GEN,Moradabad,Mhd.Irfan,Samajwadi Party,292315,189125,64.7 %,1540,0.8%
Chandausi,31,SC,Moradabad,Laxmi Gautam,Samajwadi Party,315211,191900,60.9 %,4007,2.1%
Asmoli,32,GEN,Moradabad,Pinki Singh,Samajwadi Party,297727,208914,70.2 %,26389,12.6%
Sambhal,33,GEN,Moradabad,Iqbal Mehmood,Samajwadi Party,295475,196140,66.4 %,30047,15.3%
Suar,34,GEN,Rampur,Nawab Kazim Ali Khan Urf Naved Mian,Indian National Congress,268889,166776,62.0 %,13715,8.2%
Chamraua,35,GEN,Rampur,Ali Yusuf Ali,Bahujan Samaj Party,268465,165395,61.6 %,1846,1.1%
Bilaspur,36,GEN,Rampur,Sanjay Kapoor,Indian National Congress,295959,194175,65.6 %,10177,5.2%
Rampur,37,GEN,Rampur,Mohammad Azam Khan,Samajwadi Party,318714,173162,54.3 %,63269,36.5%
Milak,38,SC,Rampur,Vijay Singh,Samajwadi Party,307708,180088,58.5 %,20163,11.2%
Dhanaura,39,SC,Jyotiba Phule Nagar,Maikal Chandra,Samajwadi Party,294201,195722,66.5 %,7629,3.9%
Naugawan Sadat,40,GEN,Jyotiba Phule Nagar,Ashfaq Ali Khan,Samajwadi Party,279052,202510,72.6 %,3662,1.8%
Amroha,41,GEN,Jyotiba Phule Nagar,Mehboob Ali,Samajwadi Party,265381,176772,66.6 %,21805,12.3%
