AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Royapuram,1,GEN,P. Punnurangam,Dravida Munetra Kazhagam,118621,82256,69.3 %,1295,1.6%
Harbour,2,GEN,A. Selvarasan,Dravida Munetra Kazhagam,118648,71718,60.4 %,8304,11.6%
Dr. Radhakrishnan Nagar,3,GEN,Venugopal S.,Indian National Congress,162902,109161,67.0 %,3851,3.5%
Park Town,4,GEN,K. Anbazhagan,Dravida Munetra Kazhagam,119597,76286,63.8 %,2927,3.8%
Perambur,5,SC,Parithi Elamyazhuthi,Dravida Munetra Kazhagam,165376,103766,62.7 %,7204,6.9%
Purasawalkam,6,GEN,Manoharan Nanjil K.,Dravida Munetra Kazhagam,185024,123061,66.5 %,4510,3.7%
Egmore,7,SC,"Balan, S.",Dravida Munetra Kazhagam,115430,57878,50.1 %,2549,4.4%
Anna Nagar,8,GEN,"Ramachandran, S. M.",Dravida Munetra Kazhagam,196896,123640,62.8 %,7726,6.2%
Theagaraya Nagar,9,GEN,K. Sourirajan,Indian National Congress,160537,101830,63.4 %,8884,8.7%
Thousand Lights,10,GEN,Krishnasamy K. A.,All India Anna Dravida Munnetra Kazhagam,145099,94257,65.0 %,2292,2.4%
Chepauk,11,GEN,"Rahman Khan, A.",Dravida Munetra Kazhagam,100943,65965,65.3 %,8988,13.6%
Triplicane,12,GEN,Abdul Samad,Dravida Munetra Kazhagam,119445,74695,62.5 %,6108,8.2%
Mylapore,13,GEN,"Valarmathi, B.",All India Anna Dravida Munnetra Kazhagam,156793,103417,66.0 %,5474,5.3%
Saidapet,14,GEN,"Saidai Duraisamy, Sa.",All India Anna Dravida Munnetra Kazhagam,166613,110570,66.4 %,190,0.2%
Gummidipundi,15,GEN,R. S. Munirathinam,All India Anna Dravida Munnetra Kazhagam,134311,105425,78.5 %,12047,11.4%
Ponneri,16,SC,K. P. K. Sekar Alias K. P. Kulasekaran,All India Anna Dravida Munnetra Kazhagam,143104,109341,76.4 %,19904,18.2%
Thiruvottiyur,17,GEN,G. K. J. Baarathi,Indian National Congress,167640,121889,72.7 %,11510,9.4%
Villivakkam,18,GEN,"Chintan, V. P.",Communist Party Of India (MARXIST),257909,172650,66.9 %,1046,0.6%
Alandur,19,GEN,"Abragham, M.",Dravida Munetra Kazhagam,192759,128927,66.9 %,906,0.7%
Tambaram,20,GEN,Ella Rajamanickam,All India Anna Dravida Munnetra Kazhagam,222649,151401,68.0 %,7146,4.7%
Tirupporur,21,SC,Thamizhmani,All India Anna Dravida Munnetra Kazhagam,113888,85509,75.1 %,6434,7.5%
Chengalpattu,22,GEN,"Jegadesan, Annor, G.",All India Anna Dravida Munnetra Kazhagam,120202,92799,77.2 %,1220,1.3%
Maduranthakam,23,GEN,"Arumugam, G.",Dravida Munetra Kazhagam,120021,91796,76.5 %,2360,2.6%
Acharapakkam,24,SC,K. Ethirajan,All India Anna Dravida Munnetra Kazhagam,109675,82494,75.2 %,8579,10.4%
Uthiramerur,25,GEN,"Narasimma Pallavan, K.",All India Anna Dravida Munnetra Kazhagam,134151,104383,77.8 %,17790,17.0%
Kancheepuram,26,GEN,"Balaji, K.",All India Anna Dravida Munnetra Kazhagam,139497,111866,80.2 %,13001,11.6%
