AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Yoksam,1,GEN,Kalawati Subba,Sikkim Democratic Front,7668,6273,81.8 %,1491,23.8%
Tashiding,2,ST,Thutop Bhutia,Sikkim Democratic Front,6014,5096,84.7 %,592,11.6%
Geyzing,3,GEN,Sher Bahadur Subedi,Sikkim Democratic Front,7571,6249,82.5 %,812,13.0%
Dentam,4,GEN,Narendra Kumar Subba,Sikkim Democratic Front,6934,6006,86.6 %,476,7.9%
Barmiok,5,GEN,Tulshi Pd. Pradhan,Sikkim Democratic Front,6443,5237,81.3 %,333,6.4%
Rinchenpong,6,ST,Ongden Tshering Lepcha,Sikkim Democratic Front,7326,6018,82.1 %,1639,27.2%
Chakung,7,GEN,Prem Singh Tamang,Sikkim Democratic Front,7543,6316,83.7 %,1152,18.2%
Soreong,8,GEN,Ram Bahadur Subba,Sikkim Democratic Front,8511,7077,83.2 %,66,0.9%
Daramdin,9,GEN,Ran Bahadur Subba,Sikkim Democratic Front,8268,6878,83.2 %,1662,24.2%
Jorthang-Nayabazar,10,GEN,Bhoj Raj Rai,Sikkim Democratic Front,10782,8846,82.0 %,1193,13.5%
Ralong,11,ST,Dorji Dazom Bhutia,Sikkim Democratic Front,5901,5055,85.7 %,1380,27.3%
Wak,12,GEN,Kedar Nath Rai,Sikkim Democratic Front,6142,5059,82.4 %,1601,31.6%
Damthang,13,GEN,Pawan Kumar Chamling,Sikkim Democratic Front,8425,6937,82.3 %,3086,44.5%
Melli,14,GEN,Girish Chandra Rai,Sikkim Democratic Front,8361,7030,84.1 %,1259,17.9%
Rateypani - West Pendam,15,SC,Chandra Kumar Mohora,Sikkim Democratic Front,8809,7394,83.9 %,958,13.0%
Temi-Tarku,16,GEN,Garjaman Gurung,Sikkim Democratic Front,9168,7611,83.0 %,1325,17.4%
Central Pendam-East Pendam,17,GEN,Sang Dorjee Tamang,Sikkim Sangram Parishad,11322,9171,81.0 %,246,2.7%
Rhenock,18,GEN,Nar Bdr. Bhandari,Sikkim Sangram Parishad,7579,6142,81.0 %,788,12.8%
Regu,19,GEN,Karna Bdr. Chamling,Sikkim Democratic Front,8226,6818,82.9 %,160,2.3%
Pathing,20,ST,Sonam Dorjee,Sikkim Sangram Parishad,8624,7250,84.1 %,852,11.8%
Loosing Pachekhani,21,GEN,Jai Kr. Bhandari,Sikkim Sangram Parishad,7144,6001,84.0 %,5,0.1%
Khamdong,22,SC,Gopal Lamichaney,Sikkim Democratic Front,9190,7685,83.6 %,1553,20.2%
Djongu,23,ST,Sonam Gyatso Lepcha,Sikkim Sangram Parishad,5469,4725,86.4 %,171,3.6%
Lachen Mangshila,24,ST,Hishey Lachungpa,Sikkim Democratic Front,7378,6477,87.8 %,1232,19.0%
Kabi Tingda,25,ST,Thinley Tshering Bhutia,Sikkim Democratic Front,5557,4794,86.3 %,610,12.7%
Rakdong Tentek,26,ST,Mingma Tsh. Sherpa,Sikkim Sangram Parishad,7157,5666,79.2 %,1683,29.7%
Martam,27,ST,Dorjee Tsh. Lepcha,Sikkim Democratic Front,8589,6995,81.4 %,1777,25.4%
Rumtek,28,ST,Karma Tempo Namgyal Gyaltsen,Sikkim Democratic Front,11235,8767,78.0 %,194,2.2%
Assam-Lingjey,29,ST,Tseten Tashi Bhutia,Sikkim Democratic Front,7983,6657,83.4 %,101,1.5%
Ranka,30,ST,Tseten Dorjee Lepcha,Sikkim Democratic Front,9465,7710,81.5 %,1092,14.2%
Gangtok,31,GEN,Narendra Kr. Pradhan,Sikkim Sangram Parishad,13303,9022,67.8 %,473,5.2%
Sangha,32,GEN,Palden Lama,Independent,3290,2021,61.4 %,939,46.5%
