AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sirpur,1,GEN,Adilabad,Koneru Konappa,Bahujan Samaj Party,190722,151288,79.3 %,8837,5.8%
Chennur,2,SC,Adilabad,Nallala Odelu,Telangana Rashtra Samithi,174718,127718,73.1 %,26164,20.5%
Bellampalli,3,SC,Adilabad,Durgam Chinnaiah,Telangana Rashtra Samithi,160960,119436,74.2 %,52528,44.0%
Mancherial,4,GEN,Adilabad,Diwakar Rao Nadipelli,Telangana Rashtra Samithi,238423,154447,64.8 %,59250,38.4%
Asifabad,5,ST,Adilabad,Kova Laxmi,Telangana Rashtra Samithi,190233,146438,77.0 %,19055,13.0%
Khanapur,6,ST,Adilabad,Ajmeera Rekha,Telangana Rashtra Samithi,186435,136717,73.3 %,38511,28.2%
Adilabad,7,GEN,Adilabad,Jogu Ramanna,Telangana Rashtra Samithi,223175,143442,64.3 %,14711,10.3%
Boath,8,ST,Adilabad,Rathod Bapurao,Telangana Rashtra Samithi,176095,138499,78.7 %,26993,19.5%
Nirmal,9,GEN,Adilabad,Allolla Indra Karan Reddy,Bahujan Samaj Party,210094,161515,76.9 %,8497,5.3%
Mudhole,10,GEN,Adilabad,Gaddigari Vittal Reddy,Indian National Congress,208805,162872,78.0 %,14837,9.1%
Armur,11,GEN,Nizamabad,Ashannagari Jeevan Reddy,Telangana Rashtra Samithi,182790,135828,74.3 %,13964,10.3%
Bodhan,12,GEN,Nizamabad,Shakil,Telangana Rashtra Samithi,201600,153168,76.0 %,15884,10.4%
Jukkal,13,SC,Nizamabad,Hanmanth Shinde,Telangana Rashtra Samithi,183686,141189,76.9 %,35507,25.1%
Banswada,14,GEN,Nizamabad,Srinivas Reddy Parige,Telangana Rashtra Samithi,179416,138151,77.0 %,23930,17.3%
Yellareddy,15,GEN,Nizamabad,Eanugu Ravinder Reddy,Telangana Rashtra Samithi,199194,158015,79.3 %,24009,15.2%
Kamareddy,16,GEN,Nizamabad,Gampa Govardhan,Telangana Rashtra Samithi,219313,158046,72.1 %,8683,5.5%
