AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Muthialpet,1,GEN,Nandha T. Saravanan,Dravida Munetra Kazhagam,25541,21414,83.8 %,4879,22.8%
Cassicade,2,GEN,K. Lakshminarayanan,Pudhucherry Munnetra Congress,12957,10076,77.8 %,216,2.1%
Raj Bhavan,3,GEN,S.P. Sivakumar,Dravida Munetra Kazhagam,5119,3927,76.7 %,1496,38.1%
Bussy,4,GEN,Anand,Pudhucherry Munnetra Congress,5627,4482,79.7 %,471,10.5%
Oupalam,5,GEN,"Anbalagan, A.",All India Anna Dravida Munnetra Kazhagam,17791,15849,89.1 %,3069,19.4%
Orleampeth,6,GEN,R. Siva,Dravida Munetra Kazhagam,18919,16174,85.5 %,1960,12.1%
Nellithope,7,GEN,Om Sakthi Sekar @ S. Sekar,All India Anna Dravida Munnetra Kazhagam,22758,19215,84.4 %,1443,7.5%
Modeliarpeth,8,GEN,Dr. M.A.S. Subramanian,Dravida Munetra Kazhagam,32973,28968,87.9 %,1404,4.8%
Ariankuppam,9,GEN,R.K.R. Anantharaman,Pattali Makkal Katchi,29007,25910,89.3 %,1802,7.0%
Embalom,10,SC,R. Rajaraman,Dravida Munetra Kazhagam,19955,17770,89.1 %,525,3.0%
Nettapakkam,11,GEN,V. Vaithilingam,Indian National Congress,19421,17558,90.4 %,1336,7.6%
Kuruvinatham,12,GEN,R. Radhakrishnan,Indian National Congress,19356,17439,90.1 %,9463,54.3%
Bahour,13,SC,M. Kandasamy,Indian National Congress,20457,18589,90.9 %,4276,23.0%
Thirubuvanai,14,SC,Angalane,Indian National Congress,23737,21108,88.9 %,4156,19.7%
Mannadipeth,15,GEN,P. Arulmurugan,Pattali Makkal Katchi,21462,19317,90.0 %,1807,9.4%
Ossudu,16,SC,A. Elumalai,Independent,20134,18559,92.2 %,2662,14.3%
Villenour,17,GEN,J. Narayanasamy,Independent,27179,24216,89.1 %,1509,6.2%
Ozhukarai,18,GEN,A. Namassivayam,Indian National Congress,33116,29256,88.3 %,1248,4.3%
Thattanchavady,19,GEN,N. Rangasamy,Indian National Congress,35557,29975,84.3 %,24998,83.4%
Reddiarpalayam,20,GEN,R.Viswanathan,Communist Party Of India,44540,34330,77.1 %,3389,9.9%
Lawspet,21,GEN,M.O.H.F. Shahjahan,Indian National Congress,51708,41700,80.6 %,6958,16.7%
Cotchery,22,GEN,Omalingam.V,All India Anna Dravida Munnetra Kazhagam,23065,20133,87.3 %,1022,5.1%
Karaikal,23,GEN,A.M.H. Nazeem,Dravida Munetra Kazhagam,15830,12703,80.2 %,191,1.5%
Karaikal South,24,GEN,V.K.Ganapathy,Pudhucherry Munnetra Congress,16688,14475,86.7 %,1739,12.0%
Neravy-Grand Aldee,25,GEN,V.M.C. Sivakkumar,Dravida Munetra Kazhagam,18192,15748,86.6 %,184,1.2%
Tirunallar,26,GEN,P.R.Siva,Marumalarchi Dravida Munnetra Kazhagam,16579,14565,87.9 %,285,2.0%
Neduncadu,27,SC,A.Marimuthu,Independent,15987,14133,88.4 %,837,5.9%
Mahe,28,GEN,E. Valsaraj,Indian National Congress,12663,10131,80.0 %,1947,19.2%
Palloor,29,GEN,A.V.Sreedharan,Indian National Congress,14363,11223,78.1 %,1475,13.1%
Yanam,30,GEN,Malladi Krishna Rao,Indian National Congress,18739,18128,96.7 %,6306,34.8%
