AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Fatehgarh,1,GEN,Nirmal Singh,Shiromani Akali Dal,86833,61532,70.9 %,16038,26.1%
Batala,2,GEN,Ashwani,Indian National Congress,100414,69825,69.5 %,14171,20.3%
Qadian,3,GEN,Kalwant Singh,Shiromani Akali Dal,96548,65229,67.6 %,3356,5.1%
Srihargobindpur,4,GEN,Natha Singh,Shiromani Akali Dal,85893,53297,62.1 %,8018,15.0%
Kahnuwan,5,GEN,Johar Singh,Shiromani Akali Dal,81072,46421,57.3 %,14759,31.8%
Dhariwal,6,GEN,Sucha Singh Chhotepur,Shiromani Akali Dal,83376,56283,67.5 %,4880,8.7%
Gurdaspur,7,GEN,Susheel,Indian National Congress,93173,62308,66.9 %,2191,3.5%
Dina Nagar,8,SC,Jai Muni,Indian National Congress,86831,58793,67.7 %,2631,4.5%
Narot Mehra,9,SC,Ram Lal,Bharatiya Janta Party,73306,51481,70.2 %,4167,8.1%
Pathankot,10,GEN,Mohan Lal,Bharatiya Janta Party,76760,55277,72.0 %,17028,30.8%
Sujanpur,11,GEN,Raghunath Sahai,Indian National Congress,69391,50369,72.6 %,27199,54.0%
Beas,12,GEN,Sant Singh,Indian National Congress,97432,60600,62.2 %,2913,4.8%
Majitha,13,GEN,Surindarpal Singh,Indian National Congress,88747,54491,61.4 %,7805,14.3%
Verka,14,SC,Dalbir Singh,Indian National Congress,99482,51641,51.9 %,6524,12.6%
Jandiala,15,SC,Ranjit Singh,Shiromani Akali Dal,95160,53740,56.5 %,1152,2.1%
Amritsar North,16,GEN,Brij Bhushan Mehra,Indian National Congress,89860,53328,59.3 %,13589,25.5%
Amritsar West,17,GEN,Sewa Ram,Indian National Congress,113679,67715,59.6 %,1182,1.7%
Amritsar Central,18,GEN,Darbari Lal,Indian National Congress,72424,45048,62.2 %,436,1.0%
Amritsar South,19,GEN,Kirpal Singh S/o Uttam Singh,Janta Party,94835,58380,61.6 %,9260,15.9%
Ajnala,20,GEN,Ratan Singh,Shiromani Akali Dal,101700,67234,66.1 %,18958,28.2%
Raja Sansi,21,GEN,Shashpal Singh,Shiromani Akali Dal,81865,55699,68.0 %,14432,25.9%
Attari,22,SC,Tara Singh,Shiromani Akali Dal,76730,43189,56.3 %,11402,26.4%
Tarn Taran,23,GEN,Prem Singh Lalpura,Shiromani Akali Dal,98675,56713,57.5 %,9270,16.3%
Khadoor Sahib,24,SC,Tara Singh,Shiromani Akali Dal,87496,39688,45.4 %,11942,30.1%
Naushahra Panwan,25,GEN,Harbhajan Singh,Shiromani Akali Dal,82133,47692,58.1 %,2950,6.2%
Patti,26,GEN,Naranjan Singh,Shiromani Akali Dal,104993,66310,63.2 %,2881,4.3%
