AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Karnah,1,GEN,Shrief-Ud Din Shariq,Jammu & Kashmir National Conference,53262,41022,77.0 %,5425,13.2%
Handwara,2,GEN,Chowdry Mohamad Ramzan,Jammu & Kashmir National Conference,55258,45417,82.2 %,1330,2.9%
Langet,3,GEN,Abdul Ahad Wani,Jammu & Kashmir National Conference,34897,27969,80.1 %,1305,4.7%
Kupwara,4,GEN,Mushtaq Ahmed Lone,Jammu & Kashmir National Conference,50762,35248,69.4 %,1779,5.0%
Bandipora,5,GEN,Ghulam Rosool Mir,Jammu & Kashmir National Conference,51932,39810,76.7 %,3226,8.1%
Sonawari,6,GEN,Mohmad Ud Din Kochey,Jammu & Kashmir National Conference,52591,40485,77.0 %,15673,38.7%
Pattan,7,GEN,Aga Syed Mehmood,Jammu & Kashmir National Conference,48114,39470,82.0 %,7580,19.2%
Gulmarg,8,GEN,Sheikh Mustaffa Kamal,Jammu & Kashmir National Conference,40073,31637,78.9 %,8734,27.6%
Sangrama,9,GEN,Ghulam Mohiuddin Bhat,Jammu & Kashmir National Conference,35908,26750,74.5 %,3699,13.8%
Sopore,10,GEN,Syed Ali Shahgilani,Independent,54401,46103,84.7 %,4450,9.7%
Refiabad,11,GEN,Gulam Mohd. Khan,Jammu & Kashmir National Conference,41312,31937,77.3 %,5312,16.6%
Baramulla,12,GEN,Shiekh Mohamad Maqbol,Jammu & Kashmir National Conference,44429,34368,77.4 %,1436,4.2%
Uri,13,GEN,Mohd. Shafi,Jammu & Kashmir National Conference,37545,31320,83.4 %,25228,80.5%
Kangan,14,GEN,Mian Altaf,Indian National Congress,40784,32823,80.5 %,4692,14.3%
Ganderbal,15,GEN,Farooq Abdulla,Jammu & Kashmir National Conference,47051,39225,83.4 %,22809,58.1%
Hazaratbal,16,GEN,Mohmad Yasin Shah,Jammu & Kashmir National Conference,41538,31976,77.0 %,11231,35.1%
Amirakadal,17,GEN,Gulam Mohi Ud Din Shoh,Jammu & Kashmir National Conference,51875,37033,71.4 %,4289,11.6%
Habakadal,18,GEN,P.L. Handoo,Jammu & Kashmir National Conference,59900,35976,60.1 %,1289,3.6%
Zainakadal,19,GEN,Ali Mohammad Charloo,Jammu & Kashmir National Conference,48211,36429,75.6 %,10577,29.0%
Idgah,20,GEN,Mohd. Shafi Khan,Jammu & Kashmir National Conference,50627,38795,76.6 %,15782,40.7%
Zadibal,21,GEN,Peer Mohd. Shafi,Jammu & Kashmir National Conference,72225,51454,71.2 %,5195,10.1%
Nagin,22,GEN,Abdul Samad Teeli,Jammu & Kashmir National Conference,30321,30287,99.9 %,1583,5.2%
Beerwah,23,GEN,Syed Ahmad Syed,Jammu & Kashmir National Conference,45062,33401,74.1 %,5325,15.9%
Khan Sahib,24,GEN,Gulam Mohmad Mir,Indian National Congress,42869,35244,82.2 %,20014,56.8%
Badgam,25,GEN,Syed Ghulam Hussain Gilani,Jammu & Kashmir National Conference,51611,42703,82.7 %,6355,14.9%
Chadura,26,GEN,Mir Mustafa,Independent,44886,32754,73.0 %,1406,4.3%
Chari Sharif,27,GEN,Abdul Rahim Rather,Jammu & Kashmir National Conference,37997,32501,85.5 %,22385,68.9%
Pulwama,28,GEN,Bashir Ahmed Nengroo,Jammu & Kashmir National Conference,49212,39855,81.0 %,8387,21.0%
Pampore,29,GEN,Ghulam Mohi Ud Din,Jammu & Kashmir National Conference,48212,39439,81.8 %,6803,17.2%
Tral,30,GEN,Ghulam Nabi Naik,Indian National Congress,45254,39574,87.4 %,1355,3.4%
Wachi,31,GEN,Nazir Ahmad Wani,Jammu & Kashmir National Conference,45380,37858,83.4 %,122,0.3%
Shopian,32,GEN,Sheikh Mohd. Mansoor,Jammu & Kashmir National Conference,47495,38793,81.7 %,336,0.9%
Noorabad,33,GEN,Abdul Aziz Zargar,Indian National Congress,43821,36077,82.3 %,19702,54.6%
Devsar,34,GEN,Peerzada-Ghulam-Ahmad,Jammu & Kashmir National Conference,44873,34932,77.8 %,2619,7.5%
Kulgam,35,GEN,Haji Abdul Pazak Mir,Independent,40282,32212,80.0 %,3576,11.1%
Homshalibug,36,GEN,Ghulam Nabi,Independent,44437,37732,84.9 %,6706,17.8%
Pahalgam,37,GEN,Rafi Ahmad Mir,Jammu & Kashmir National Conference,40771,31681,77.7 %,2781,8.8%
Bijbehara,38,GEN,Haji Abdul Gani Shah,Jammu & Kashmir National Conference,43845,36419,83.1 %,100,0.3%
Anantnag,39,GEN,Mohd. Syeed Shah,Independent,41024,34379,83.8 %,16705,48.6%
Shawngas,40,GEN,Abdul Rashid Dar,Jammu & Kashmir National Conference,40719,33139,81.4 %,6046,18.2%
Kokernag,41,GEN,Peerzada Mohd. Syed,Indian National Congress,40540,35655,88.0 %,23685,66.4%
Doru,42,GEN,Mohd. Akbar Ganie,Jammu & Kashmir National Conference,39873,29879,74.9 %,1232,4.1%
Leh,43,GEN,Tsering Samphel,Indian National Congress,43455,29658,68.2 %,9004,30.4%
Kargil,44,GEN,Qamar Ali,Jammu & Kashmir National Conference,51646,40614,78.6 %,31132,76.7%
Kishtwar,45,GEN,Bashir Ahmed Kichloo,Jammu & Kashmir National Conference,38706,27038,69.9 %,14735,54.5%
Inderwal,46,GEN,Shareef Naiz,Indian National Congress,45921,30076,65.5 %,26024,86.5%
Bhadarwah,47,SC,Hari Lal,Indian National Congress,43009,22107,51.4 %,3439,15.6%
Doda,48,GEN,Attaullah Sohrawardi,Jammu & Kashmir National Conference,40697,31766,78.1 %,27837,87.6%
Ramban,49,GEN,Bharat Gandhi,Indian National Congress,37312,24962,66.9 %,5742,23.0%
Banihal,50,GEN,Molvi Abdul Rashid,Jammu & Kashmir National Conference,38840,24981,64.3 %,7893,31.6%
Gulabgarh,51,GEN,Haji Buland Khan,Jammu & Kashmir National Conference,44962,32533,72.4 %,4402,13.5%
Reasi,52,GEN,Mohd. Ayub Khan,Indian National Congress,50545,33652,66.6 %,9783,29.1%
Udhampur,53,GEN,Balak Ram,Indian National Congress,54857,35616,64.9 %,5295,14.9%
