AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sawantwadi,1,GEN,Bhonsle Pravin Prataprao,Indian National Congress,136617,87996,64.4 %,10639,12.1%
Vengurla,2,GEN,Pushpasen Sawant,Janata Dal,124961,82654,66.1 %,23630,28.6%
Malvan,3,GEN,Narayan Tatu Rane,Shiv Sena,120737,81531,67.5 %,7415,9.1%
Devgad,4,GEN,Appa Gugate,Bharatiya Janta Party,112431,78318,69.7 %,14950,19.1%
Rajapur,5,GEN,Hatankar Laxman Rangnath,Indian National Congress,129350,87973,68.0 %,11654,13.2%
Ratnagiri,6,GEN,Gotad Shivajirao Ramchandra,Bharatiya Janta Party,153786,92986,60.5 %,8094,8.7%
Sangameshwar,7,GEN,Mane Ravindra Murlidhar,Shiv Sena,129871,82906,63.8 %,10234,12.3%
Guhagar,8,GEN,Shridhar D. Natu,Bharatiya Janta Party,132200,89740,67.9 %,11400,12.7%
Chiplun,9,GEN,Bapu Khedekar,Shiv Sena,124387,84462,67.9 %,643,0.8%
Khed,10,GEN,Kadam Ramdas Gangaram,Shiv Sena,125731,86672,68.9 %,14302,16.5%
Dapoli,11,GEN,Dalvi Suryakant Shivaram,Shiv Sena,132008,90822,68.8 %,24965,27.5%
Mahad,12,GEN,Prabhakar More,Shiv Sena,130027,90099,69.3 %,3110,3.5%
Shriwardhan,13,GEN,Raut Ravindra Narayan,Indian National Congress,149774,92255,61.6 %,6150,6.7%
Mangaon,14,GEN,Ashok Sabale,Indian National Congress,146455,92831,63.4 %,11277,12.1%
Pen,15,GEN,Patil Mohan Mahadeo,Peasants & Workers Party,154851,101782,65.7 %,10280,10.1%
Alibag,16,GEN,Patil Dattatrey Narayan,Peasants & Workers Party,162875,117278,72.0 %,15282,13.0%
Panvel,17,GEN,Pateil Dattatray Narayan,Peasants & Workers Party,187606,119809,63.9 %,2686,2.2%
Khalapur,18,GEN,Satnam Devendra Vithal,Shiv Sena,177999,111754,62.8 %,10313,9.2%
Colaba,19,GEN,Patrawala Marazban,Indian National Congress,119822,50188,41.9 %,5938,11.8%
Umarkhadi,20,GEN,Patel Bashir Musa,Muslim Leage,127319,72310,56.8 %,12325,17.0%
Mubadevi,21,GEN,Raj K. Purhoit,Bharatiya Janta Party,115358,52535,45.5 %,7249,13.8%
Khetwadi,22,GEN,Sharma Premkumar Shankar Datt,Bharatiya Janta Party,121687,56817,46.7 %,6871,12.1%
Opera House,23,GEN,Padwal Chandrakant Shankar,Shiv Sena,103343,56920,55.1 %,9535,16.8%
Malbar Hill,24,GEN,Desai B. A.,Indian National Congress,160667,78094,48.6 %,9696,12.4%
Chinchpokli,25,GEN,Annasaheb Alias B. D. Zute,Indian National Congress,126711,62134,49.0 %,10234,16.5%
Nagpada,26,GEN,Sayed Ahmed,Indian National Congress,125666,65510,52.1 %,1559,2.4%
Mazgaon,27,GEN,Chhagan Bhujbal,Shiv Sena,128448,73308,57.1 %,6649,9.1%
Parel,28,GEN,Vithal Chavan,Shiv Sena,145071,89009,61.4 %,22008,24.7%
Shivadi,29,GEN,Datta Rane,Bharatiya Janta Party,159133,83344,52.4 %,8250,9.9%
Worli,30,GEN,Nalawade Datta Shankar,Shiv Sena,128864,75293,58.4 %,9406,12.5%
Naigaum,31,GEN,Kalidas N. Kolambkar,Shiv Sena,144054,92573,64.3 %,6978,7.5%
Dadar,32,GEN,Manohar Gajanan Joshi,Shiv Sena,137234,87445,63.7 %,23250,26.6%
