AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Mannadipet,1,GEN,Puducherry,T.P.R. Selvam,All India N.R. Congress,27878,25045,89.8 %,4716,18.8%
Thirubhuvanai,2,SC,Puducherry,P. Angalane,All India N.R. Congress,25620,23269,90.8 %,4768,20.5%
Oussudu,3,SC,Puducherry,P. Karthikeyan,All India N.R. Congress,24770,22672,91.5 %,5158,22.8%
Mangalam,4,GEN,Puducherry,C. Djeacoumar,Indian National Congress,29006,26718,92.1 %,2293,8.6%
Villianur,5,GEN,Puducherry,A. Namassivayam,Indian National Congress,28478,25188,88.4 %,1541,6.1%
Ozhukarai,6,GEN,Puducherry,N.G. Pannir Selvam,All India N.R. Congress,28031,24017,85.7 %,1566,6.5%
Kadirgamam,7,GEN,Puducherry,N. Rangasamy,All India N.R. Congress,27966,23313,83.4 %,9757,41.9%
Indira Nagar,8,GEN,Puducherry,N. Rangasamy,All India N.R. Congress,29162,24693,84.7 %,16677,67.5%
Thattanchavady,9,GEN,Puducherry,Ashok Anand,All India N.R. Congress,26827,21470,80.0 %,10506,48.9%
Kamaraj Nagar,10,GEN,Puducherry,V. Vaithilingam,Indian National Congress,27245,21303,78.2 %,6029,28.3%
Lawspet,11,GEN,Puducherry,M. Vaithianathan,All India N.R. Congress,23748,19673,82.8 %,5432,27.6%
Kalapet,12,GEN,Puducherry,P.M.L. Kalyana Sundaram,All India N.R. Congress,25824,22637,87.7 %,6366,28.1%
Muthialpet,13,GEN,Puducherry,Nandha. T. Saravanan,Dravida Munetra Kazhagam,26745,21671,81.0 %,2976,13.7%
Raj Bhavan,14,GEN,Puducherry,K. Lakshminarayanan,Indian National Congress,24802,19133,77.1 %,7071,37.0%
Oupalam,15,GEN,Puducherry,A. Anbalagan,All India Anna Dravida Munnetra Kazhagam,25639,22388,87.3 %,3204,14.3%
Orleampeth,16,GEN,Puducherry,G. Nehru @ Kuppusamy,All India N.R. Congress,23631,19880,84.1 %,2618,13.2%
Nellithope,17,GEN,Puducherry,Omsakthi Sekar,All India Anna Dravida Munnetra Kazhagam,26807,22734,84.8 %,4518,19.9%
Mudaliarpet,18,GEN,Puducherry,A. Baskar,All India Anna Dravida Munnetra Kazhagam,29284,25340,86.5 %,9727,38.4%
Ariankuppam,19,GEN,Puducherry,V.Sabapathy @ Kothandaraman,All India N.R. Congress,30970,27239,88.0 %,2631,9.7%
Manavely,20,GEN,Puducherry,P.Purushothaman,All India Anna Dravida Munnetra Kazhagam,26991,24110,89.3 %,4333,18.0%
Embalam,21,SC,Puducherry,P. Rajavelu,All India N.R. Congress,26882,24893,92.6 %,1468,5.9%
Nettapakkam,22,SC,Puducherry,L. Periyasamy,All India Anna Dravida Munnetra Kazhagam,27274,24560,90.0 %,5467,22.3%
Bahour,23,GEN,Puducherry,T. Thiagarajan,All India N.R. Congress,24790,22994,92.8 %,2055,8.9%
Nedungadu,24,SC,Karaikal,M.Chandhrakasu,All India N.R. Congress,26888,22658,84.3 %,7490,33.1%
Thirunallar,25,GEN,Karaikal,P.R. Siva,All India N.R. Congress,26718,23050,86.3 %,840,3.6%
Karaikal North,26,GEN,Karaikal,P.R.N. Thirumurugan,Indian National Congress,26089,21827,83.7 %,3360,15.4%
Karaikal South,27,GEN,Karaikal,A.M.H. Nazeem,Dravida Munetra Kazhagam,26802,21278,79.4 %,1576,7.4%
Neravy T.R. Pattinam,28,GEN,Karaikal,V.M.C. Sivakkumar,Independent,26343,22542,85.6 %,358,1.6%
Mahe,29,GEN,Mahe,E.Valsaraj,Indian National Congress,28484,21974,77.1 %,6104,27.8%
Yanam,30,GEN,Yanam,Malladi Krishna Rao,Indian National Congress,30936,29631,95.8 %,19118,64.5%
