AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Uttarkashi,1,SC,Gyan Chand,Bharatiya Janta Party,201928,95912,47.5 %,32155,33.5%
Tehri,2,GEN,Lakhi Ram Joshi,Bharatiya Janta Party,221340,94964,42.9 %,17272,18.2%
Deoprayag,3,GEN,Matbar Singh Kandari,Bharatiya Janta Party,198230,85637,43.2 %,13517,15.8%
Lansdowne,4,GEN,Bharat Singh Rawat,Bharatiya Janta Party,191989,102735,53.5 %,33210,32.3%
Pauri,5,GEN,Mohan Singh Zzgaonwasizz,Bharatiya Janta Party,165688,84166,50.8 %,27416,32.6%
Karanprayag,6,GEN,Ramesh Pokhariyal Zznishankzz,Bharatiya Janta Party,171531,87731,51.1 %,11002,12.5%
Badrikedar,7,GEN,Kedar Singh Phonia,Bharatiya Janta Party,226495,102136,45.1 %,23524,23.0%
Didihat,8,GEN,Vishan Singh,Bharatiya Janta Party,173650,79560,45.8 %,6071,7.6%
Pithoragarh,9,GEN,Krishna Chandra Punetha,Bharatiya Janta Party,203454,91772,45.1 %,10945,11.9%
Almora,10,GEN,Raghunath Singh Chauhan,Bharatiya Janta Party,200458,84605,42.2 %,16729,19.8%
Bageshwar,11,SC,Narayan Ram Das,Bharatiya Janta Party,172766,70063,40.6 %,19948,28.5%
Ranikhet,12,GEN,Ajay Bhatt,Bharatiya Janta Party,185603,73516,39.6 %,5325,7.2%
Nainital,13,GEN,Bansi Dhar Bhagat,Bharatiya Janta Party,225753,128084,56.7 %,24652,19.2%
Khatima,14,GEN,Suresh Chandra Arya,Bharatiya Janta Party,267596,163595,61.1 %,21329,13.0%
Haldwani,15,GEN,Tilok Raj Behar,Bharatiya Janta Party,338040,197126,58.3 %,37127,18.8%
Kashipur,16,GEN,"K.C. Singh ""baba""",All India Indira Congress (TIWARI),269137,171076,63.6 %,2658,1.6%
Seohara,17,GEN,Ved Prakash Singh,Bharatiya Janta Party,252995,183620,72.6 %,13504,7.4%
Dhampur,18,GEN,Mool Chand,Samajwadi Party,246681,172104,69.8 %,4270,2.5%
Afzalgarh,19,GEN,Indra Dev,Bharatiya Janta Party,260513,191599,73.5 %,4835,2.5%
Nagina,20,SC,Omwati Devi,Samajwadi Party,227469,153275,67.4 %,8433,5.5%
Nazibabad,21,SC,Ramswaroop Singh,Communist Party Of India (MARXIST),239800,152222,63.5 %,11409,7.5%
Bijnor,22,GEN,Raja Gazaffar,Bahujan Samaj Party,251054,168863,67.3 %,26007,15.4%
Chandpur,23,GEN,Swami Omvesh,Independent,260447,176902,67.9 %,13933,7.9%
Kanth,24,GEN,Rajesh Kumar Urf Chunnu,Bharatiya Janta Party,201077,151925,75.6 %,11671,7.7%
Amroha,25,GEN,Mangal Singh,Bharatiya Janta Party,239980,171187,71.3 %,908,0.5%
Hasanpur,26,GEN,Ch. Rifaqat Husain,Samajwadi Party,245455,177668,72.4 %,563,0.3%
Gangeshwari,27,SC,Tota Ram,Bharatiya Janta Party,211406,140349,66.4 %,2470,1.8%
Sambhal,28,GEN,Iqbal Mehmood,Samajwadi Party,226677,156921,69.2 %,17509,11.2%
Bahjoi,29,GEN,Brijendra Pal Singh,Samajwadi Party,199520,137513,68.9 %,12879,9.4%
Chandausi,30,SC,Gulab Devi,Bharatiya Janta Party,210762,117644,55.8 %,33259,28.3%
Kundarki,31,GEN,Akbar Husain,Bahujan Samaj Party,224720,158044,70.3 %,200,0.1%
Moradabad West,32,GEN,Jagat Pal Singh,Bharatiya Janta Party,256285,159624,62.3 %,17198,10.8%
Moradabad,33,GEN,Sandeep Agarwal,Bharatiya Janta Party,203391,142258,69.9 %,25915,18.2%
