ac name,ac no,type,district,winning candidate,party,total electors,total votes,poll%,margin,margin %,father/husband name,gender,age,UID
Behat,1,GEN,Saharanpur,Umar Ali Khan,Samajwadi Party,372728,280256,75.20%,37880,13.50%,Sarfaraj Ali Khan,male,44.0,UP2022AC01
Nakur,2,GEN,Saharanpur,Mukesh Choudhary,Bharatiya Janta Party,355840,269942,75.90%,315,0.10%,KRIPAL SINGH,male,47.0,UP2022AC02
Saharanpur Nagar,3,GEN,Saharanpur,Rajeev Gumber,Bharatiya Janta Party,445458,292359,65.60%,7434,2.50%,RAM LAL,male,52.0,UP2022AC03
Saharanpur,4,GEN,Saharanpur,Ashu Malik,Samajwadi Party,358965,258932,72.10%,30745,11.90%,Sherdin,male,40.0,UP2022AC04
Deoband,5,GEN,Saharanpur,Brijesh,Bharatiya Janta Party,349384,241464,69.10%,7104,2.90%,,,,UP2022AC05
Rampur Maniharan,6,SC,Saharanpur,Devender Kumar Nim,Bharatiya Janta Party,324347,231563,71.40%,20593,8.90%,Ramsawroop Nim,male,52.0,UP2022AC06
Gangoh,7,GEN,Saharanpur,Kirat Singh,Bharatiya Janta Party,386557,269986,69.80%,23449,8.70%,MAM CHAND,male,55.0,UP2022AC07
Kairana,8,GEN,Muzaffarnagar,Nahid Hasan,Samajwadi Party,322552,241354,74.80%,25887,10.70%,Munawar Hasan,male,34.0,UP2022AC08
Thana Bhawan,9,GEN,Muzaffarnagar,Ashraf Ali Khan,Rashtriya Lok Dal,322046,217752,67.60%,10806,5.00%,Shaukat Ali Khan,male,49.0,UP2022AC09
Shamli,10,GEN,Muzaffarnagar,Persann Kumar,Rashtriya Lok Dal,312151,210153,67.30%,7107,3.40%,Braham Singh,male,51.0,UP2022AC10
Budhana,11,GEN,Muzaffarnagar,Rajpal Singh Baliyan,Rashtriya Lok Dal,377416,254554,67.40%,28310,11.10%,Ram Singh,male,70.0,UP2022AC11
Charthawal,12,GEN,Muzaffarnagar,Pankaj Kumar Malik,Samajwadi Party,331379,221312,66.80%,5334,2.40%,Harendra Singh Malik,male,43.0,UP2022AC12
Purqazi,13,SC,Muzaffarnagar,Anil Kumar,Rashtriya Lok Dal,329884,214164,64.90%,6532,3.00%,,,,UP2022AC13
Muzaffar Nagar,14,GEN,Muzaffarnagar,Kapil Dev Agarwal,Bharatiya Janta Party,360349,224868,62.40%,18694,8.30%,Ramesh Chand Gupta,male,58.0,UP2022AC14
Khatauli,15,GEN,Muzaffarnagar,Vikram Singh,Bharatiya Janta Party,318692,221145,69.40%,16345,7.40%,,,,UP2022AC15
Meerapur,16,GEN,Muzaffarnagar,Chandan Chauhan,Rashtriya Lok Dal,315647,215804,68.40%,27380,12.70%,Sanjay Chauhan,male,33.0,UP2022AC16
Najibabad,17,GEN,Bijnor,Tasleem Ahmad,Samajwadi Party,347601,231243,66.50%,23770,10.30%,SHAMIM AHMAD,male,61.0,UP2022AC17
Nagina,18,SC,Bijnor,Manoj Kumar Paras,Samajwadi Party,347358,222099,63.90%,26451,11.90%,AMAR SINGH,male,53.0,UP2022AC18
Barhapur,19,GEN,Bijnor,Kunwar Sushant Singh,Bharatiya Janta Party,359934,239911,66.70%,14345,6.00%,KUNWAR SARVESH KUMAR,male,33.0,UP2022AC19
Dhampur,20,GEN,Bijnor,Ashok Kumar Rana,Bharatiya Janta Party,303667,204233,67.30%,203,0.10%,MA. HORI SINGH,male,62.0,UP2022AC20
Nehtaur,21,SC,Bijnor,Omkumar,Bharatiya Janta Party,305072,198857,65.20%,258,0.10%,KALLU SINGH,male,53.0,UP2022AC21
Bijnor,22,GEN,Bijnor,Suchi,Bharatiya Janta Party,392744,251028,63.90%,1445,0.60%,Aishwarya Chaudhary,female,32.0,UP2022AC22
Chandpur,23,GEN,Bijnor,Swami Omvesh,Samajwadi Party,326504,223520,68.50%,234,0.10%,SWAMI INDRA VESH,male,71.0,UP2022AC23
Noorpur,24,GEN,Bijnor,Ram Avatar Singh,Samajwadi Party,325428,213023,65.50%,6065,2.80%,CHANDRAPAL SINGH,male,57.0,UP2022AC24
Kanth,25,GEN,Moradabad,Kamal Akhtar,Samajwadi Party,390417,272808,69.90%,43178,15.80%,Nafeesuddin,male,54.0,UP2022AC25
Thakurdwara,26,GEN,Moradabad,Navab Jan,Samajwadi Party,373250,274547,73.60%,19684,7.20%,RAIS JAN,male,54.0,UP2022AC26
Moradabad Rural,27,GEN,Moradabad,Mohd Nasir,Samajwadi Party,391027,250907,64.20%,56820,22.60%,MOHD YUSUF,male,50.0,UP2022AC27
Moradabad Nagar,28,GEN,Moradabad,Ritesh Kumar Gupta,Bharatiya Janta Party,530777,320304,60.30%,782,0.20%,MAHESH KUMAR GUPTA,male,49.0,UP2022AC28
Kundarki,29,GEN,Moradabad,Zia Ur Rehman,Samajwadi Party,381399,269998,70.80%,43162,16.00%,,,,UP2022AC29
Bilari,30,GEN,Moradabad,Mohammad Faheem Irfan,Samajwadi Party,359921,237427,66.00%,7610,3.20%,MOHAMMAD IRFAN,male,41.0,UP2022AC30
Chandausi,31,SC,Moradabad,Gulab Debi,Bharatiya Janta Party,385544,225875,58.60%,35367,15.70%,RAMPAL SINGH,female,66.0,UP2022AC31
Asmoli,32,GEN,Moradabad,Pinki Singh,Samajwadi Party,380116,258364,68.00%,25206,9.80%,PRAMOD YADAV,female,41.0,UP2022AC32
Sambhal,33,GEN,Moradabad,Iqbal Mehmood,Samajwadi Party,380442,243649,64.00%,41697,17.10%,MEHMOOD HASAN,male,69.0,UP2022AC33
Suar,34,GEN,Rampur,Mohammad Abdullah Azam Khan,Samajwadi Party,307990,212129,68.90%,61103,28.80%,Mohammad Azam Khan,male,31.0,UP2022AC34
Chamraua,35,GEN,Rampur,Naseer Ahmad Khan,Samajwadi Party,308902,199620,64.60%,34290,17.20%,Muhammad Shah Khan,male,83.0,UP2022AC35
Bilaspur,36,GEN,Rampur,Baldev Singh Aulakh,Bharatiya Janta Party,346217,235062,67.90%,307,0.10%,Dalvinder Singh,male,62.0,UP2022AC36
Rampur,37,GEN,Rampur,Mohammad Azam Khan,Samajwadi Party,389985,218589,56.10%,55141,25.20%,Mohammad Mumtaz Khan,male,73.0,UP2022AC37
Milak,38,SC,Rampur,Rajbala Singh,Bharatiya Janta Party,357898,225751,63.10%,5912,2.60%,Dileep Singh,female,40.0,UP2022AC38
Dhanaura,39,SC,Jyotiba Phule Nagar,Rajeev Kumar,Bharatiya Janta Party,347493,242521,69.80%,11425,4.70%,TOTARAM,male,40.0,UP2022AC39
Naugawan Sadat,40,GEN,Jyotiba Phule Nagar,Samarpal Singh,Samajwadi Party,330191,243899,73.90%,6540,2.70%,SARDAR SINGH,male,65.0,UP2022AC40
Amroha,41,GEN,Jyotiba Phule Nagar,Mehboob Ali,Samajwadi Party,315526,223179,70.70%,71036,31.80%,WASHEER AHMAD,male,69.0,UP2022AC41
Hasanpur,42,GEN,Jyotiba Phule Nagar,Mahendra,Bharatiya Janta Party,364989,267645,73.30%,22382,8.40%,,,,UP2022AC42
Siwalkhas,43,GEN,Meerut,Ghulam Mohammad,Rashtriya Lok Dal,339040,232738,68.60%,9182,3.90%,SADAQ,male,69.0,UP2022AC43
Sardhana,44,GEN,Meerut,Atul Pradhan,Samajwadi Party,361483,242323,67.00%,18200,7.50%,GYANENDRA,male,38.0,UP2022AC44
Hastinapur,45,SC,Meerut,Dinesh,Bharatiya Janta Party,344363,229605,66.70%,7312,3.20%,Rajaram,male,32.0,UP2022AC45
Kithore,46,GEN,Meerut,Shahid Manzoor,Samajwadi Party,365489,252957,69.20%,2180,0.90%,MANZOOR AHMAD,male,67.0,UP2022AC46
Meerut Cantt.,47,GEN,Meerut,Amit Agarwal,Bharatiya Janta Party,431509,243418,56.40%,118072,48.50%,PREM KISHAN,male,67.0,UP2022AC47
Meerut,48,GEN,Meerut,Rafiq Ansari,Samajwadi Party,313443,201018,64.10%,26065,13.00%,YASIN,male,60.0,UP2022AC48
Meerut South,49,GEN,Meerut,Dr. Somendra Singh Tomar,Bharatiya Janta Party,481900,297254,61.70%,7942,2.70%,Mahendra Singh,male,41.0,UP2022AC49
Chhaprauli,50,GEN,Baghpat,Ajay Kumar,Rashtriya Lok Dal,335524,209018,62.30%,29508,14.10%,,,,UP2022AC50
Baraut,51,GEN,Baghpat,Krishan Pal Malik,Bharatiya Janta Party,304084,195647,64.30%,315,0.20%,BISHMBAR SINGH,male,61.0,UP2022AC51
Baghpat,52,GEN,Baghpat,Yogesh Dhama,Bharatiya Janta Party,315892,213538,67.60%,6733,3.20%,Pratap Singh,male,46.0,UP2022AC52
Loni,53,GEN,Ghaziabad,Nandkishor,Bharatiya Janta Party,512432,313530,61.20%,8676,2.80%,BALESHWAR,male,46.0,UP2022AC53
Muradnagar,54,GEN,Ghaziabad,Ajit Pal Tyagi,Bharatiya Janta Party,459961,273325,59.40%,97095,35.50%,Rajpal Tyagi,male,48.0,UP2022AC54
Sahibabad,55,GEN,Ghaziabad,Sunil Kumar Sharma,Bharatiya Janta Party,1024210,478741,46.70%,214835,44.90%,JAIBHAGWAN SHARMA,male,59.0,UP2022AC55
Ghaziabad,56,GEN,Ghaziabad,Atul Garg,Bharatiya Janta Party,474628,243528,51.30%,105537,43.30%,Dinesh Chander Garg,male,64.0,UP2022AC56
Modi Nagar,57,GEN,Ghaziabad,Dr. Manju Shiwach,Bharatiya Janta Party,332838,222998,67.00%,34619,15.50%,DR. DEVENDRA SHIWACH,female,59.0,UP2022AC57
Dhaulana,58,GEN,Ghaziabad,Dharmesh Singh Tomar,Bharatiya Janta Party,413425,279063,67.50%,12628,4.50%,CHANDRA MUKUT TOMAR,male,55.0,UP2022AC58
Hapur,59,SC,Ghaziabad,Vijaypal (AADHTI),Bharatiya Janta Party,369222,245637,66.50%,7034,2.90%,HARISHCHAND,male,50.0,UP2022AC59
Garhmukteshwar,60,GEN,Ghaziabad,Harendra Singh,Bharatiya Janta Party,349127,235402,67.40%,26306,11.20%,PEETAM SINGH,male,54.0,UP2022AC60
Noida,61,GEN,Gautam Buddha Nagar,Pankaj Singh,Bharatiya Janta Party,714460,345765,48.40%,181513,52.50%,Raj Nath Singh,male,43.0,UP2022AC61
Dadri,62,GEN,Gautam Buddha Nagar,Tejpal Singh Nagar,Bharatiya Janta Party,606613,351744,58.00%,138218,39.30%,HIRA,male,68.0,UP2022AC62
Jewar,63,GEN,Gautam Buddha Nagar,Dhirendra Singh,Bharatiya Janta Party,351559,230265,65.50%,56315,24.50%,HEERI SINGH,male,55.0,UP2022AC63
Sikandrabad,64,GEN,Bulandshahar,Lakshmi Raj,Bharatiya Janta Party,400605,271938,67.90%,29343,10.80%,Shankar Pal,male,39.0,UP2022AC64
Bulandshahr,65,GEN,Bulandshahar,Pradeep Kumar Chaudhary,Bharatiya Janta Party,401468,258597,64.40%,25830,10.00%,Sunder Pal,male,51.0,UP2022AC65
Syana,66,GEN,Bulandshahar,Devendra Singh Lodhi,Bharatiya Janta Party,386914,251795,65.10%,89657,35.60%,BALVIR,male,60.0,UP2022AC66
Anupshahr,67,GEN,Bulandshahar,Sanjay Kumar Sharma,Bharatiya Janta Party,379573,237255,62.50%,77623,32.70%,Siyaram Sharma,male,51.0,UP2022AC67
Debai,68,GEN,Bulandshahar,Chandrapal Singh,Bharatiya Janta Party,348885,218301,62.60%,68025,31.20%,LATOORI SINGH,male,58.0,UP2022AC68
Shikarpur,69,GEN,Bulandshahar,Anil Kumar,Bharatiya Janta Party,334819,213201,63.70%,55683,26.10%,Vijay Kumar,male,59.0,UP2022AC69
Khurja,70,SC,Bulandshahar,Minakshi Singh,Bharatiya Janta Party,389528,258356,66.30%,67084,26.00%,Anubhav Singh,female,32.0,UP2022AC70
Khair,71,SC,Aligarh,Anoop Singh Urf Anoop Pradhan Valmeeki,Bharatiya Janta Party,406172,249926,61.50%,74341,29.70%,LAHORI,male,40.0,UP2022AC71
Barauli,72,GEN,Aligarh,Thakur Jaiveer Singh,Bharatiya Janta Party,381300,243207,63.80%,90645,37.30%,Pratap Singh,male,57.0,UP2022AC72
Atrauli,73,GEN,Aligarh,Sandeep Kumar Singh,Bharatiya Janta Party,402970,240432,59.70%,39324,16.40%,RAJVEER SINGH,male,30.0,UP2022AC73
Chharra,74,GEN,Aligarh,Ravendra Pal Singh,Bharatiya Janta Party,388333,242031,62.30%,24327,10.10%,LATE. VIJAY PAL SINGH,male,57.0,UP2022AC74
Koil,75,GEN,Aligarh,Anil Parashar,Bharatiya Janta Party,407632,251262,61.60%,5028,2.00%,RAM PRASAD SHARMA,male,50.0,UP2022AC75
Aligarh,76,GEN,Aligarh,Mukta Raja,Bharatiya Janta Party,396401,251531,63.50%,12786,5.10%,SANJEEV RAJA,female,55.0,UP2022AC76
Iglas,77,SC,Aligarh,Rajkumar Sahyogi,Bharatiya Janta Party,397213,241925,60.90%,59163,24.50%,DORILAL SAHYOGI,male,56.0,UP2022AC77
Hathras,78,SC,Mahamaya Nagar,Anjula Singh Mahaur,Bharatiya Janta Party,417877,261283,62.50%,100856,38.60%,SUDHIR KUMAR MAHAUR,female,52.0,UP2022AC78
Sadabad,79,GEN,Mahamaya Nagar,Pradeep Kumar Singh,Rashtriya Lok Dal,376232,241506,64.20%,6437,2.70%,KERAN SINGH,male,50.0,UP2022AC79
Sikandra Rao,80,GEN,Mahamaya Nagar,Birendra Singh Rana,Bharatiya Janta Party,378139,234441,62.00%,8104,3.50%,Roshan Singh Rana,male,63.0,UP2022AC80
Chhata,81,GEN,Mathura,Laxmi Narayan,Bharatiya Janta Party,365169,237442,65.00%,48948,20.60%,RATIRAM,male,69.0,UP2022AC81
Mant,82,GEN,Mathura,Rajesh Chaudhary,Bharatiya Janta Party,345931,223606,64.60%,9580,4.30%,VIJENDRA,male,55.0,UP2022AC82
Goverdhan,83,GEN,Mathura,Meghshyam,Bharatiya Janta Party,333790,220764,66.10%,42507,19.30%,KISHAN SINGH,male,56.0,UP2022AC83
Mathura,84,GEN,Mathura,Shrikant Sharma,Bharatiya Janta Party,460473,262543,57.00%,109803,41.80%,RADHA RAMAN SHARMA,male,51.0,UP2022AC84
Baldev,85,SC,Mathura,Puran Prakash,Bharatiya Janta Party,376227,244369,65.00%,25255,10.30%,KANHAIYA LAL,male,66.0,UP2022AC85
Etmadpur,86,GEN,Agra,Dr. Dharmpal Singh,Bharatiya Janta Party,445183,298697,67.10%,47924,16.00%,Prithvi Raj Singh,male,58.0,UP2022AC86
Agra Cantt.,87,SC,Agra,Dr. G S Dharmesh,Bharatiya Janta Party,469018,250396,53.40%,48697,19.40%,Sumera Ram,male,68.0,UP2022AC87
Agra South,88,GEN,Agra,Yogendra Upadhyaya,Bharatiya Janta Party,368236,207620,56.40%,56640,27.30%,RAJENDRA NARAYAN,male,66.0,UP2022AC88
Agra North,89,GEN,Agra,Purushottam Khandelwal,Bharatiya Janta Party,437969,239144,54.60%,112370,47.00%,,,,UP2022AC89
Agra Rural,90,SC,Agra,Baby Rani Maurya,Bharatiya Janta Party,427669,259710,60.70%,76608,29.50%,PRADEEP KUMAR MAURYA,female,65.0,UP2022AC90
Fatehpur Sikri,91,GEN,Agra,Babulal,Bharatiya Janta Party,357817,241302,67.40%,47269,19.60%,Raghunath Singh,male,69.0,UP2022AC91
Kheragarh,92,GEN,Agra,Bhagwan Singh Kushwaha,Bharatiya Janta Party,328568,203926,62.10%,36497,17.90%,Daulatram,male,53.0,UP2022AC92
Fatehabad,93,GEN,Agra,Chhotey Lal Verma,Bharatiya Janta Party,321781,213154,66.20%,53235,25.00%,Jangjeet Verma,male,68.0,UP2022AC93
Bah,94,GEN,Agra,Rani Pakshalika Singh,Bharatiya Janta Party,333652,188545,56.50%,24235,12.90%,Raja Mahendra Aridaman Singh,female,61.0,UP2022AC94
Tundla,95,SC,Firozabad,Prem Pal Singh Dhangar,Bharatiya Janta Party,373442,247341,66.20%,47691,19.30%,MOTI LAL DHANGAR,male,51.0,UP2022AC95
Jasrana,96,GEN,Firozabad,Sachin Yadav,Samajwadi Party,367763,246182,66.90%,836,0.30%,VIRPAL SINGH YADAV,male,38.0,UP2022AC96
Firozabad,97,GEN,Firozabad,Manish Asija,Bharatiya Janta Party,439336,257829,58.70%,32955,12.80%,KISHAN LAL ASIJA,male,57.0,UP2022AC97
Shikohabad,98,GEN,Firozabad,Mukesh Verma,Samajwadi Party,358626,234257,65.30%,9328,4.00%,HEERA LAL VERMA,male,53.0,UP2022AC98
Sirsaganj,99,GEN,Firozabad,Sarvesh Singh,Samajwadi Party,322178,207203,64.30%,8805,4.20%,UDAYVEER SINGH,male,50.0,UP2022AC99
Kasganj,100,GEN,Etah,Devendra Singh,Bharatiya Janta Party,363747,233062,64.10%,46265,19.90%,BALVIR,male,60.0,UP2022AC100
Amanpur,101,GEN,Etah,Hariom,Bharatiya Janta Party,311091,190340,61.20%,43329,22.80%,LATE VIDHYARAM YADAV,male,64.0,UP2022AC101
Patiyali,102,GEN,Etah,Nadira Sultan,Samajwadi Party,360093,218710,60.70%,4001,1.80%,Musir Ahamad Khan,female,65.0,UP2022AC102
Aliganj,103,GEN,Etah,Satyapal Singh Rathore,Bharatiya Janta Party,342369,225112,65.80%,3810,1.70%,KUNWAR BAHADUR SINGH,male,64.0,UP2022AC103
Etah,104,GEN,Etah,Vipin Kumar David,Bharatiya Janta Party,338951,209710,61.90%,17247,8.20%,Ganga Prasad,male,51.0,UP2022AC104
Marhara,105,GEN,Etah,Virendra Singh Lodhi,Bharatiya Janta Party,310522,206023,66.30%,17609,8.50%,Vrindavan Singh,male,51.0,UP2022AC105
Jalesar,106,SC,Etah,Sanjeev Kumar,Bharatiya Janta Party,297795,201912,67.80%,4441,2.20%,,,,UP2022AC106
Mainpuri,107,GEN,Mainpuri,Jayveer Singh,Bharatiya Janta Party,345837,212636,61.50%,6766,3.20%,,,,UP2022AC107
Bhongaon,108,GEN,Mainpuri,Ram Naresh Agnihotri,Bharatiya Janta Party,345793,214247,62.00%,4767,2.20%,,,,UP2022AC108
Kishni,109,SC,Mainpuri,Eng. Brajesh Katheriya,Samajwadi Party,310736,194610,62.60%,19151,9.80%,JAGDISH SINGH,male,51.0,UP2022AC109
Karhal,110,GEN,Mainpuri,Akhilesh Yadav,Samajwadi Party,373595,244589,65.50%,67504,27.60%,,,,UP2022AC110
Gunnaur,111,GEN,Budaun,Ramkhiladi Singh,Samajwadi Party,411480,238691,58.00%,29529,12.40%,Kunwar Sen,male,60.0,UP2022AC111
Bisauli,112,SC,Budaun,Ashutosh Maurya Urf Raju,Samajwadi Party,421808,248177,58.80%,1834,0.70%,BHOLA SHANKER MORYA,male,45.0,UP2022AC112
Sahaswan,113,GEN,Budaun,Brajesh Yadav,Samajwadi Party,426218,248973,58.40%,13945,5.60%,OMKAR SINGH,male,43.0,UP2022AC113
Bilsi,114,GEN,Budaun,Harish Chandra,Bharatiya Janta Party,356147,204146,57.30%,25115,12.30%,NETRAM,male,44.0,UP2022AC114
Badaun,115,GEN,Budaun,Mahesh Chandra Gupta,Bharatiya Janta Party,377836,217791,57.60%,11179,5.10%,Raghuveer Saran,male,64.0,UP2022AC115
Shekhupur,116,GEN,Budaun,Himanshu Yadav,Samajwadi Party,404608,244593,60.50%,6100,2.50%,,,,UP2022AC116
Dataganj,117,GEN,Budaun,Rajeev Singh Urf Babbu Bhaiya,Bharatiya Janta Party,407249,235841,57.90%,9476,4.00%,,,,UP2022AC117
Baheri,118,GEN,Bareilly,Ataur Rehman,Samajwadi Party,367052,264831,72.20%,3355,1.30%,SHAFEEQ AHMAD,male,54.0,UP2022AC118
Meerganj,119,GEN,Bareilly,Dr. D. C. Verma,Bharatiya Janta Party,340266,227225,66.80%,32480,14.30%,,,,UP2022AC119
Bhojipura,120,GEN,Bareilly,Shazil Islam Ansari,Samajwadi Party,378655,258877,68.40%,9409,3.60%,ISLAM SABIR ANSARI,male,47.0,UP2022AC120
Nawabganj,121,GEN,Bareilly,Dr. M. P. Arya,Bharatiya Janta Party,339974,229052,67.40%,9237,4.00%,Dori Lal,male,64.0,UP2022AC121
Faridpur,122,SC,Bareilly,Prof. Shyam Bihari Lal,Bharatiya Janta Party,328292,202075,61.60%,2921,1.40%,RADHEYSHYAM,male,55.0,UP2022AC122
Bithari Chainpur,123,GEN,Bareilly,Dr. Raghavendra Sharma,Bharatiya Janta Party,395203,246747,62.40%,15841,6.40%,KAUSHAL KISHOR SHARMA,male,50.0,UP2022AC123
Bareilly,124,GEN,Bareilly,Dr Arun Kumar,Bharatiya Janta Party,461257,238768,51.80%,32320,13.50%,GIRISH CHANDRA,male,73.0,UP2022AC124
Bareilly Cantt.,125,GEN,Bareilly,Sanjeev Agarwal,Bharatiya Janta Party,380686,195481,51.30%,10768,5.50%,KRISHNA AUTAR AGARWAL,male,59.0,UP2022AC125
Aonla,126,GEN,Bareilly,Dharmpal Singh,Bharatiya Janta Party,313435,190298,60.70%,18424,9.70%,Prithvi Raj Singh,male,58.0,UP2022AC126
Pilibhit,127,GEN,Pilibhit,Sanjay Singh Gangwar,Bharatiya Janta Party,381536,259821,68.10%,6970,2.70%,BABURAM GANGWAR,male,47.0,UP2022AC127
Barkhera,128,GEN,Pilibhit,Jaydrath Urf Pravaktanand,Bharatiya Janta Party,325103,236015,72.60%,81472,34.50%,NOKHE LAL,male,49.0,UP2022AC128
Puranpur,129,SC,Pilibhit,Baburam,Bharatiya Janta Party,385699,266634,69.10%,26576,10.00%,CHHOTEY LAL,male,59.0,UP2022AC129
Bisalpur,130,GEN,Pilibhit,Vivek Kumar Verma,Bharatiya Janta Party,362409,238387,65.80%,50409,21.10%,RAMSARN,male,52.0,UP2022AC130
Katra,131,GEN,Shahjahanpur,Veer Vikram Singh,Bharatiya Janta Party,339309,193876,57.10%,357,0.20%,Virendra Pratap Singh,male,35.0,UP2022AC131
Jalalabad,132,GEN,Shahjahanpur,Hari Prakash Verma,Bharatiya Janta Party,367579,215430,58.60%,4572,2.10%,Siyaram,male,42.0,UP2022AC132
Tilhar,133,GEN,Shahjahanpur,Salona Kushwaha,Bharatiya Janta Party,356590,212683,59.60%,13277,6.20%,DR RAM SINGH KUSHWAHA,female,47.0,UP2022AC133
Powayan,134,SC,Shahjahanpur,Chetram,Bharatiya Janta Party,387004,231958,59.90%,51578,22.20%,LALLURAM,male,62.0,UP2022AC134
Shahjahanpur,135,GEN,Shahjahanpur,Suresh Kumar Khanna,Bharatiya Janta Party,414874,223481,53.90%,9313,4.20%,Ram Narain Khanna,male,68.0,UP2022AC135
Dadraul,136,GEN,Shahjahanpur,Manvendra Singh,Bharatiya Janta Party,356605,223062,62.60%,9701,4.30%,Sher Bahadur Singh,male,67.0,UP2022AC136
Palia,137,GEN,Kheri,Harvinder Kumar Sahni Alias Romi Sahni,Bharatiya Janta Party,361738,234784,64.90%,38129,16.20%,Banshi Lal,male,57.0,UP2022AC137
Nighasan,138,GEN,Kheri,Shashank Verma,Bharatiya Janta Party,341084,234624,68.80%,41009,17.50%,Patel Ram Kumar Verma,male,32.0,UP2022AC138
Gola Gokrannath,139,GEN,Kheri,Arvind Giri,Bharatiya Janta Party,397542,258020,64.90%,29294,11.40%,Rajendra Giri,male,65.0,UP2022AC139
Sri Nagar,140,SC,Kheri,Manju Tyagi,Bharatiya Janta Party,320286,227669,71.10%,17608,7.70%,Atul Prakash Tyagi,female,39.0,UP2022AC140
Dhaurahra,141,GEN,Kheri,Vinod Shankar,Bharatiya Janta Party,332822,226837,68.20%,24610,10.80%,RAM SHANKAR,male,62.0,UP2022AC141
Lakhimpur,142,GEN,Kheri,Yogesh Verma,Bharatiya Janta Party,413427,267423,64.70%,20578,7.70%,,,,UP2022AC142
Kasta,143,SC,Kheri,Saurabh Singh,Bharatiya Janta Party,310949,214151,68.90%,13817,6.50%,JUGUL KISHORE,male,36.0,UP2022AC143
Mohammdi,144,GEN,Kheri,Lokendra Pratap Singh,Bharatiya Janta Party,339421,230685,68.00%,4871,2.10%,,,,UP2022AC144
Maholi,145,GEN,Sitapur,Shashank Trivedi,Bharatiya Janta Party,380012,249024,65.50%,12172,4.90%,KAOSHAL KISHOR TRIVEDI,male,48.0,UP2022AC145
Sitapur,146,GEN,Sitapur,Rakesh Rathour,Bharatiya Janta Party,401090,231326,57.70%,1253,0.50%,Lal Ji Prasad,male,49.0,UP2022AC146
Hargaon,147,SC,Sitapur,Suresh Rahi,Bharatiya Janta Party,327480,220737,67.40%,38160,17.30%,LATE RAM LAL RAHI,male,50.0,UP2022AC147
Laharpur,148,GEN,Sitapur,Anil Kumar Verma,Samajwadi Party,355568,238261,67.00%,13155,5.50%,HARGOVIND VERMA,male,57.0,UP2022AC148
Biswan,149,GEN,Sitapur,Nirmal Verma,Bharatiya Janta Party,338749,235205,69.40%,10478,4.50%,VISHESHVAR DYAL VERMA,male,58.0,UP2022AC149
Sevata,150,GEN,Sitapur,Gyan Tiwari,Bharatiya Janta Party,314446,221135,70.30%,20281,9.20%,SWAMI DAYAL TIWARI,male,53.0,UP2022AC150
Mahmoodabad,151,GEN,Sitapur,Asha Maurya,Bharatiya Janta Party,316699,218488,69.00%,5222,2.40%,HARI PRASAD MAURYA,female,60.0,UP2022AC151
Sidhauli,152,SC,Sitapur,Manish Rawat,Bharatiya Janta Party,356002,242163,68.00%,9716,4.00%,BABURAM,male,38.0,UP2022AC152
Misrikh,153,SC,Sitapur,Ramkrishna Bhargava,Bharatiya Janta Party,360372,219843,61.00%,11465,5.20%,LATE SRI RAGHUNANDAN,male,59.0,UP2022AC153
Sawayazpur,154,GEN,Hardoi,Madhavendra Pratap Singh,Bharatiya Janta Party,404204,246734,61.00%,25687,10.40%,Bhagvan Baksh Singh,male,48.0,UP2022AC154
Shahabad,155,GEN,Hardoi,Rajni Tiwari,Bharatiya Janta Party,356514,231853,65.00%,6479,2.80%,UPENDRA TIWARI,female,47.0,UP2022AC155
Hardoi,156,GEN,Hardoi,Nitin Agarwal,Bharatiya Janta Party,417841,236555,56.60%,42411,17.90%,Naresh Agarwal,male,39.0,UP2022AC156
Gopamau,157,SC,Hardoi,Shyam Prakash,Bharatiya Janta Party,344682,211161,61.30%,7998,3.80%,Jhamman Lal,male,61.0,UP2022AC157
Sandi,158,SC,Hardoi,Prabhash Kumar,Bharatiya Janta Party,333693,193822,58.10%,9233,4.80%,Late Sri Kuber Lal,male,46.0,UP2022AC158
Bilgram-Mallanwan,159,GEN,Hardoi,Ashish Kumar Singh 'ashu',Bharatiya Janta Party,384292,232946,60.60%,24890,10.70%,SHIVRAJ SINGH,male,41.0,UP2022AC159
Balamau,160,SC,Hardoi,Rampal Verma,Bharatiya Janta Party,348546,189340,54.30%,26244,13.90%,Angne Lal,male,63.0,UP2022AC160
Sandila,161,GEN,Hardoi,Alka Singh,Bharatiya Janta Party,342339,202589,59.20%,37103,18.30%,,,,UP2022AC161
Bangermau,162,GEN,Unnao,Shrikant Katiyar,Bharatiya Janta Party,358322,202260,56.40%,15793,7.80%,Subedar,male,51.0,UP2022AC162
Safipur,163,SC,Unnao,Bamba Lal,Bharatiya Janta Party,346917,195790,56.40%,34132,17.40%,RAM CHANDRA,male,48.0,UP2022AC163
Mohan,164,SC,Unnao,Brajesh Kumar,Bharatiya Janta Party,343984,210384,61.20%,43179,20.50%,LALA RAM,male,55.0,UP2022AC164
Unnao,165,GEN,Unnao,Pankaj Gupta,Bharatiya Janta Party,411559,243947,59.30%,31128,12.80%,Kanhaiya Lal Gupta,male,52.0,UP2022AC165
Bhagwantnagar,166,GEN,Unnao,Ashutosh Shukla,Bharatiya Janta Party,419009,245567,58.60%,43010,17.50%,Surynarayan Shukla,male,56.0,UP2022AC166
