ac name,ac no,type,district,winning candidate,party,total electors,total votes,poll%,margin,margin %,father/husband name,gender,age,UID
Bundi,186,GEN,Bundi,Harimohan Sharma,Indian National Congress,618678,235626,38.10%,18814,8.00%,GULAB SHANKER,male,83.0,RJ2023AC186
Pipalda,187,GEN,Kota,Chetan Patel Kolana,Indian National Congress,420034,161538,38.50%,21005,13.00%,JUGAL KISHORE,male,32.0,RJ2023AC187
Sangod,188,GEN,Kota,Heeralal Nagar,Bharatiya Janta Party,419838,166185,39.60%,25586,15.40%,CHANDALAL NAGAR,male,63.0,RJ2023AC188
Kota North,189,GEN,Kota,Shanti Dhariwal,Indian National Congress,511442,190110,37.20%,2486,1.30%,RIKHAB CHAND DHARIWAL,male,80.0,RJ2023AC189
Kota South,190,GEN,Kota,Sandeep Sharma,Bharatiya Janta Party,489896,181472,37.00%,11962,6.60%,VIJAY SHANKAR SHARMA,male,55.0,RJ2023AC190
Ladpura,191,GEN,Kota,Kalpana Devi,Bharatiya Janta Party,580606,220965,38.10%,25522,11.60%,IJYARAJ SINGH,female,54.0,RJ2023AC191
Ramganj Mandi,192,SC,Kota,Madan Dilawar,Bharatiya Janta Party,496112,193312,39.00%,18422,9.50%,Late Shri Madholal,male,64.0,RJ2023AC192
Anta,193,GEN,Baran,Kanwarlal,Bharatiya Janta Party,434044,174793,40.30%,5861,3.40%,PURILAL,male,49.0,RJ2023AC193
Kishanganj,194,ST,Baran,Lalit Meena,Bharatiya Janta Party,463354,188314,40.60%,22281,11.80%,HEMRAJ MEENA,male,36.0,RJ2023AC194
Baran Atru,195,SC,Baran,Radheyshyam Bairwa,Bharatiya Janta Party,481952,186490,38.70%,19754,10.60%,MADANLAL,male,53.0,RJ2023AC195
Chhabra,196,GEN,Baran,Pratap Singh Singhvi,Bharatiya Janta Party,489140,195482,40.00%,5108,2.60%,PREM SINGH,male,66.0,RJ2023AC196
Dag,197,SC,Jhalawar,Kaluram,Bharatiya Janta Party,529376,209941,39.70%,22261,10.60%,,,,RJ2023AC197
Jhalrapatan,198,GEN,Jhalawar,Vasundhara Raje,Bharatiya Janta Party,595824,230077,38.60%,53193,23.10%,Hemant Singh,female,70.0,RJ2023AC198
Khanpur,199,GEN,Jhalawar,Suresh Gurjar,Indian National Congress,494308,200958,40.70%,8425,4.20%,MANGILAL GURJAR,male,50.0,RJ2023AC199
Manohar Thana,200,GEN,Jhalawar,Govind Prasad,Bharatiya Janta Party,533010,222325,41.70%,24865,11.20%,BADRI LAL,male,63.0,RJ2023AC200
