PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Father/Husband Name,Gender,Age
Ladakh,1,GEN,Ladakh,Mohmad Haneefa,Independent,184808,135524,73.30%,27862,20.60%,MOHMAD JAN,male,55
