PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Father/Husband Name,Gender,Age
Tripura East,2,ST,Tripura,Kriti Devi Debbarman,Bharatiya Janta Party,1396761,1134345,81.20%,486819,42.90%,Yogeshwar Raj Singh,female,52
Tripura West,1,GEN,Tripura,Biplab Kumar Deb,Bharatiya Janta Party,1463526,1209809,82.70%,611578,50.60%,Late Hirudhan Deb,male,53
