AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Panagar,193,ST,Moti Lal Kashyap,Bharatiya Janta Party,147428,80826,54.8 %,14128,17.5%
Jabalpur Cantonment,194,GEN,Ishwardas Rohani,Bharatiya Janta Party,119764,73456,61.3 %,7041,9.6%
Jabalpur East,195,SC,Anchal Sonker,Bharatiya Janta Party,105928,60474,57.1 %,6729,11.1%
Jabalpur Central,196,GEN,Omkar Prasad Tiwari,Bharatiya Janta Party,87538,54142,61.8 %,4698,8.7%
Jabalpur West,197,GEN,Jaishree Banarjee,Bharatiya Janta Party,170632,88876,52.1 %,4149,4.7%
Majholi,199,GEN,Ram Kumar Patel,Indian National Congress,110053,70590,64.1 %,339,0.5%
Sihora,200,GEN,Prabhat Kumar Pandey,Bharatiya Janta Party,124641,76091,61.0 %,4742,6.2%
Bahotiband,201,GEN,Vishnu Datt Pouranik,Indian National Congress,122974,74345,60.5 %,537,0.7%
Murwara,202,GEN,Sukerti Jain,Bharatiya Janta Party,143735,84107,58.5 %,10880,12.9%
Badwara,203,GEN,Bachchan Nayak,Janata Dal,113399,70364,62.0 %,438,0.6%
Vijairaghogarh,204,GEN,Satyendra Phatak,Indian National Congress,117664,74540,63.3 %,14729,19.8%
Gadarwara,205,GEN,Dindayal Dhimole,Indian National Congress,113517,69777,61.5 %,12648,18.1%
Bohani,206,GEN,Chandar Bhan Singh,Indian National Congress,108891,64857,59.6 %,10503,16.2%
Narsinghpur,207,GEN,Ajay Mushran,Indian National Congress,129615,83600,64.5 %,4081,4.9%
Gotegaon,208,SC,Narmada Prasad,Indian National Congress,120130,78484,65.3 %,12784,16.3%
Lakhanadon,209,ST,Randhir Singh,Indian National Congress,114671,57164,49.9 %,7338,12.8%
Ghansor,210,ST,Uramila Singh,Indian National Congress,112559,51494,45.7 %,13800,26.8%
Keolari,211,GEN,Harvans Singh,Indian National Congress,122258,86908,71.1 %,4771,5.5%
Barghat,212,GEN,Dhal Singh Bisen,Bharatiya Janta Party,115035,80999,70.4 %,11992,14.8%
Seoni,213,GEN,Mahesh Prasad Manbodh Prasad Shukla,Bharatiya Janta Party,125964,71303,56.6 %,4419,6.2%
Jamai,214,ST,Tejilal Saryam,Indian National Congress,100237,49598,49.5 %,8074,16.3%
Chhindwara,215,GEN,Deepak Saxena,Indian National Congress,134015,86246,64.4 %,10231,11.9%
Parasia,216,SC,Harinarayan Dehariya,Indian National Congress,120372,72404,60.2 %,405,0.6%
Damua,217,ST,Parasram Dhruve,Indian National Congress,119176,48831,41.0 %,8262,16.9%
Amarwara,218,ST,Premnarayan Thakur,Indian National Congress,113229,48484,42.8 %,13037,26.9%
Chaurai,219,GEN,Choudhary Mersingh,Indian National Congress,107246,72255,67.4 %,19302,26.7%
Sausar,220,GEN,Vithal Rao Nathuji Mahale,Indian National Congress,114394,73637,64.4 %,2661,3.6%
Pandhurna,221,GEN,Chander Shekhar Sanbartod,Indian National Congress,105022,64926,61.8 %,7940,12.2%
Piparia,222,GEN,Suresh Rai,Indian National Congress,130805,85423,65.3 %,6499,7.6%
Hoshangabad,223,GEN,Ambika Shukla,Indian National Congress,134762,80616,59.8 %,6909,8.6%
Itarsi,224,GEN,Sita Saran Sharma,Bharatiya Janta Party,136178,90837,66.7 %,1139,1.3%
Seoni-Malwa,225,GEN,Hajarilal Raghuwanshi,Indian National Congress,117366,83603,71.2 %,3350,4.0%
Timarni,226,SC,Manoharlal Hajarilal,Bharatiya Janta Party,109936,64057,58.3 %,7105,11.1%
Harda,227,GEN,Kamal Patel,Bharatiya Janta Party,108877,74794,68.7 %,11565,15.5%
Multai,228,GEN,P.R. Bodkhe,Independent,91149,55817,61.2 %,2329,4.2%
Masod,229,GEN,Ramji Mahajan,Indian National Congress,93844,57894,61.7 %,2294,4.0%
Bhainsdehi,230,ST,Ganjan Singh Suratsingh Kumre,Indian National Congress,114226,49413,43.3 %,5360,10.8%
Betul,231,GEN,Ashok Sable,Indian National Congress,114861,63980,55.7 %,10460,16.3%
Ghora Dongri,232,ST,Pratap Singh Mokham Singh,Indian National Congress,153690,74798,48.7 %,2817,3.8%
Amla,233,SC,Gurubax Raoji Atulker,Indian National Congress,93764,41034,43.8 %,19,0.0%
Budhni,234,GEN,Raj Kumar Patel,Indian National Congress,135732,93246,68.7 %,1745,1.9%
Ichhawar,235,GEN,Karan Singh Verma,Bharatiya Janta Party,111160,73504,66.1 %,16969,23.1%
Ashta,236,SC,Ranjit Singh Gunwan,Bharatiya Janta Party,139642,93442,66.9 %,12577,13.5%
Sehore,237,GEN,Ramesh Sexena,Independent,113284,78759,69.5 %,13356,17.0%
Govindpura,238,GEN,Babu Lal Gour,Bharatiya Janta Party,198540,131113,66.0 %,59567,45.4%
Bhopal South,239,GEN,Shelender Pradhan,Bharatiya Janta Party,297734,185254,62.2 %,43048,23.2%
Bhopal North,240,GEN,Ramesh Sharma Gattu Bhaiya,Bharatiya Janta Party,187120,142693,76.3 %,9677,6.8%
Berasia,241,GEN,Laxmi Narayan,Bharatiya Janta Party,133204,93796,70.4 %,3838,4.1%
Sanchi,242,SC,Gourishanker Shejwar,Bharatiya Janta Party,134291,89160,66.4 %,16941,19.0%
Udaipura,243,GEN,Rampal Singh,Bharatiya Janta Party,126443,73346,58.0 %,9986,13.6%
Bareli,244,GEN,Jaswant Singh,Indian National Congress,113160,82022,72.5 %,3509,4.3%
Bhojpur,245,GEN,Sunderlal Patwa,Bharatiya Janta Party,133929,100963,75.4 %,29168,28.9%
Kurwai,246,SC,Chironjilal Sonkar,Bharatiya Janta Party,98981,55396,56.0 %,7626,13.8%
Basoda,247,GEN,Ramnarayan Munnilal,Indian National Congress,120950,69568,57.5 %,2751,4.0%
Vidisha,248,GEN,Thakur Mohar Singh,Bharatiya Janta Party,137612,80236,58.3 %,6312,7.9%
Shamshabad,249,GEN,Pram Narayan Sharma,Bharatiya Janta Party,114258,60945,53.3 %,5845,9.6%
Sironj,250,GEN,Laxmi Kant Sharma,Bharatiya Janta Party,111544,71864,64.4 %,10333,14.4%
