AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Karanjia,1,ST,Raghunath Hemram,Janata Dal,119864,85705,71.5 %,6248,7.3%
Jashipur,2,ST,Sambhu Nath Naik,Independent,116796,83822,71.8 %,2141,2.6%
Bahalda,3,ST,Khelaram Mahali,Jammu & Kashmir Panthers Party,118224,73738,62.4 %,1175,1.6%
Rairangpur,4,ST,Laxman Mazhi,Indian National Congress,120081,85344,71.1 %,1488,1.7%
Bangriposi,5,ST,Ajen Murmu,Jharkhand Mukti Morcha,129471,90304,69.7 %,1302,1.4%
Kuliana,6,ST,Sudam Marndi,Jharkhand Mukti Morcha,131909,100926,76.5 %,1908,1.9%
Baripada,7,GEN,Prasanna Kumar Dash,Indian National Congress,158908,117660,74.0 %,4995,4.2%
Baisinga,8,ST,Pruthunath Kisku,Indian National Congress,128772,103428,80.3 %,5072,4.9%
Khunta,9,ST,Saraswati Hembram,Indian National Congress,132395,103162,77.9 %,4873,4.7%
Udala,10,ST,Rabaneswar Madhei,Indian National Congress,130052,96289,74.0 %,2134,2.2%
Bhograi,11,GEN,Kamala Das,Janata Dal,165835,133131,80.3 %,14027,10.5%
Jaleswar,12,GEN,Jaynarayan Mohanty,Indian National Congress,181940,146843,80.7 %,7906,5.4%
Basta,13,GEN,Raghunath Mohanty,Janata Dal,147315,124731,84.7 %,5504,4.4%
Balasore,14,GEN,Arun Dey,Independent,194588,143258,73.6 %,16473,11.5%
Soro,15,GEN,Kartik Mohapatra,Indian National Congress,158858,118377,74.5 %,53853,45.5%
Simulia,16,GEN,Padma Lochan Panda,Indian National Congress,153814,118380,77.0 %,4856,4.1%
Nilgiri,17,GEN,Akshaya Kumar Acharya,Indian National Congress,161322,128510,79.7 %,2516,2.0%
Bhandaripokhari,18,SC,Arjuna Charan Sethi,Janata Dal,144411,114533,79.3 %,3632,3.2%
Bhadrak,19,GEN,Prafulla Samal,Janata Dal,165651,124396,75.1 %,26528,21.3%
Dhamnagar,20,GEN,Jagannath Rout,Indian National Congress,157339,117693,74.8 %,961,0.8%
Chandbali,21,SC,Netrananda Mallik,Indian National Congress,169010,122987,72.8 %,12106,9.8%
Basudevpur,22,GEN,Bijoyshree Routray,Janata Dal,162777,125498,77.1 %,354,0.3%
Sukinda,23,GEN,Prafullachandra Ghadai,Janata Dal,152265,128576,84.4 %,6135,4.8%
Korai,24,GEN,Ashok Kumar Das,Janata Dal,154549,123787,80.1 %,2824,2.3%
Jajpur,25,SC,Suryamani Jena,Janata Dal,164230,113734,69.3 %,17506,15.4%
Dharamsala,26,GEN,Kalpataru Das,Janata Dal,144133,115126,79.9 %,5461,4.7%
Barchana,27,GEN,Amar Prasad Satpathy,Janata Dal,157442,127860,81.2 %,606,0.5%
Bari-Derabisi,28,GEN,Chinmay Prasad Behera,Indian National Congress,143830,106179,73.8 %,2333,2.2%
Binjharpur,29,SC,Arjun Das,Indian National Congress,150972,101303,67.1 %,6053,6.0%
