AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Tuipang,1,ST,Hiphei,Independent,6671,5167,77.5 %,884,17.1%
Sangau,2,ST,K. Sangchhum,Independent,5497,4191,76.2 %,141,3.4%
Saiha,3,ST,R.T. Zachono,Independent,8670,5219,60.2 %,320,6.1%
Chawngte,4,ST,Kistomohan,Independent,8514,3545,41.6 %,138,3.9%
Demagiri,5,GEN,Harikristo,Independent,6174,3355,54.3 %,893,26.6%
Buarpui,6,ST,K. Lalsanga,Peoples Conference,5059,2629,52.0 %,1661,63.2%
Lunglei,7,ST,Lalhmingthanga,Peoples Conference,9065,5835,64.4 %,2775,47.6%
Tawi Pui,8,ST,H. Kiautuma,Peoples Conference,6169,4204,68.1 %,627,14.9%
Hnahthial,9,ST,R. Romawia,Peoples Conference,9581,5818,60.7 %,1358,23.3%
N. Vanlaiphai,10,GEN,J.H. Rothuama,Peoples Conference,5437,3242,59.6 %,164,5.1%
Khawbung,11,ST,J. Kapthianga,Peoples Conference,7048,4084,57.9 %,390,9.5%
Champhai,12,ST,Lalthanhawla,Independent,7281,5271,72.4 %,69,1.3%
Khawhai,13,ST,Vanlalhruaia,Peoples Conference,6077,3945,64.9 %,90,2.3%
Saitual,14,ST,K.M. Baiksailova,Peoples Conference,8579,5662,66.0 %,257,4.5%
Ngopa,15,ST,B.P. Rosanga,Peoples Conference,7601,4748,62.5 %,1145,24.1%
Suangpuilawn,16,ST,F. Malsawma,Peoples Conference,6585,5428,82.4 %,352,6.5%
Ratu,17,ST,J. Thankunga,Peoples Conference,7519,4617,61.4 %,857,18.6%
Aawntui,18,ST,K. Chawngliana,Peoples Conference,9259,6185,66.8 %,95,1.5%
Kolasit,19,ST,Chawngkunga,Peoples Conference,8726,5161,59.1 %,819,15.9%
Kawrthah,20,ST,C. Vulluaia,Peoples Conference,9503,5014,52.8 %,51,1.0%
Sairang,21,ST,Tiangchhunga,Peoples Conference,7561,4528,59.9 %,473,10.4%
Phuldungsei,22,GEN,P. Lalupa,Peoples Conference,6861,3472,50.6 %,307,8.8%
Sateek,23,ST,Lalthanzauva,Peoples Conference,6616,4460,67.4 %,98,2.2%
Serchhip,24,ST,Thanmawii,Peoples Conference,6416,4461,69.5 %,119,2.7%
Lungpho,25,ST,K. Baikchungnunga,Peoples Conference,5737,3534,61.6 %,1086,30.7%
Tlungvel,26,ST,C.L. Ruala,Independent,6175,4401,71.3 %,94,2.1%
Aizawl North,27,ST,Thzngphunga Sailo,Peoples Conference,9035,6472,71.6 %,807,12.5%
Aizawl East,28,ST,Thangridema,Peoples Conference,8732,5621,64.4 %,957,17.0%
Aizawl West,29,ST,Zairemthanga,Peoples Conference,8789,5520,62.8 %,1090,19.7%
Aizawl South,30,ST,Sainghaka,Independent,9999,6519,65.2 %,446,6.8%
