AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Jaspur,57,GEN,Dr. Shailendra Mohan Singhal,Independent,82024,53318,65.0 %,1317,2.5%
Kashipur,58,GEN,Harbhajan Singh Cheema,Bharatiya Janta Party,109454,59933,54.8 %,195,0.3%
Bajpur,59,GEN,Arvind Pandey,Bharatiya Janta Party,80252,50474,62.9 %,5179,10.3%
Pantnagar-Gadarpur,60,GEN,Premchand Mahajan,Bahujan Samaj Party,102882,64571,62.8 %,8354,12.9%
Rudrapur-Kichha,61,GEN,Tilak Raj Behad,Indian National Congress,117472,67598,57.5 %,7038,10.4%
Sitarganj,62,SC,Naryan Pal,Bahujan Samaj Party,90916,55662,61.2 %,5662,10.2%
Khatima,63,ST,Gopal Singh,Indian National Congress,101845,59582,58.5 %,10744,18.0%
Champawat,64,GEN,Hamesh Kharkwal,Indian National Congress,71020,38893,54.8 %,395,1.0%
Lohaghat,65,GEN,Mahendra Singh Mahra (mahoo Bhai),Indian National Congress,65980,34204,51.8 %,510,1.5%
Pithoragarh,66,GEN,Prakash Pant,Bharatiya Janta Party,74494,40923,54.9 %,6126,15.0%
Gangolihat,67,SC,Narayan Ram Arya,Indian National Congress,54441,26394,48.5 %,470,1.8%
Didihat,68,GEN,Bishan Singh Chuphal,Bharatiya Janta Party,63644,33432,52.5 %,4495,13.4%
Kanalichhina,69,GEN,Kashi Singh Hairy,Uttarakhand Kranti Dal,46437,26869,57.9 %,2865,10.7%
Dharchula,70,ST,Gagan Singh,Independent,53869,29519,54.8 %,7867,26.7%
