AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Karanjia,1,ST,Raghunath Hemram,Janta Party,72378,24739,34.2 %,5990,24.2%
Jashipur,2,ST,Kanhuram Hembram,Janta Party,77802,16726,21.5 %,5630,33.7%
Bahalda,3,ST,Sunaram Soren,Janta Party,78444,19732,25.2 %,5908,29.9%
Rairangpur,4,ST,Arjun Majhi,Janta Party,76578,18969,24.8 %,5789,30.5%
Bangriposi,5,ST,Purusottam Naik,Janta Party,82739,20785,25.1 %,3631,17.5%
Kuliana,6,ST,Niranjan Hembram,Janta Party,79574,19176,24.1 %,1458,7.6%
Baripada,7,GEN,Prasanna Kumar Dash,Indian National Congress,87379,38156,43.7 %,2197,5.8%
Baisinga,8,ST,Ram Chandar Kisku,Janta Party,78829,27734,35.2 %,2977,10.7%
Khunta,9,ST,Ramesh Soren,Indian National Congress,86614,27989,32.3 %,2382,8.5%
Udala,10,ST,Birabhadra Singh,Janta Party,75965,30092,39.6 %,1556,5.2%
Bhograi,11,GEN,Sushant Chand,Janta Party,90995,51450,56.5 %,13969,27.2%
Jaleswar,12,GEN,Gadadhar Giri,Janta Party,98590,48150,48.8 %,15672,32.5%
Basta,13,GEN,Maheshwar Baug,Janta Party,81612,50823,62.3 %,8555,16.8%
Balasore,14,GEN,Kartik Chandar Rout,Janta Party,96141,42577,44.3 %,10233,24.0%
Soro,15,GEN,Haraprasad Mohapatra,Janta Party,83662,37470,44.8 %,15817,42.2%
Simulia,16,GEN,Gopinath Das,Janta Party,80865,37994,47.0 %,4273,11.2%
Nilgiri,17,GEN,Rajendra Chandra Mardaraj,Janta Party,91781,42116,45.9 %,2318,5.5%
Bhandaripokhari,18,SC,Kapila Charan Sethi,Janta Party,78617,37572,47.8 %,11343,30.2%
Bhadrak,19,GEN,Ratnakar Mohanty,Janta Party,85607,33736,39.4 %,7993,23.7%
Dhamnagar,20,GEN,Hrudananda Mallick,Janta Party,91171,46560,51.1 %,3841,8.2%
Chandbali,21,SC,Gangadhar Das,Janta Party,96816,43776,45.2 %,10038,22.9%
Basudevpur,22,GEN,Nilamoni Routray,Janta Party,90182,54617,60.6 %,3907,7.2%
Sukinda,23,GEN,Ananda Manjari Devi,Janta Party,79881,32843,41.1 %,3816,11.6%
Korai,24,GEN,Ashok Kumar Das,Janta Party,91044,49164,54.0 %,10160,20.7%
Jajpur,25,SC,Jagannath Malik,Janta Party,92522,42692,46.1 %,11758,27.5%
Dharamsala,26,GEN,Rabi Das,Janta Party,85295,46926,55.0 %,3985,8.5%
Barchana,27,GEN,Managobinda Samal,Janta Party,89092,50501,56.7 %,3997,7.9%
Bari-Derabisi,28,GEN,Srikant Kumar Jena,Janta Party,86534,43663,50.5 %,12672,29.0%
Binjharpur,29,SC,Santanu Kumar Das,Janta Party,87920,30187,34.3 %,4873,16.1%
Aul,30,GEN,Sarat Kumar Deb,Janta Party,90542,51427,56.8 %,14982,29.1%
Patamundai,31,SC,Tapas Kumar Das,Janta Party,100272,37289,37.2 %,11119,29.8%
Rajnagar,32,GEN,Nalinikanta Mohanty,Janta Party,88223,52129,59.1 %,16162,31.0%
Kendrapara,33,GEN,Bed Prakas Agarwal,Janta Party,83522,48926,58.6 %,14338,29.3%
Patkura,34,GEN,Prahallad Mallick,Janta Party,98281,50335,51.2 %,18151,36.1%
Tirtol,35,GEN,Pratap Chandra Mahanty,Janta Party,100136,55481,55.4 %,22706,40.9%
Ersama,36,GEN,Damodar Rout,Janta Party,97787,64306,65.8 %,8096,12.6%
Balikuda,37,GEN,Umesh Swain,Janta Party,87602,51793,59.1 %,9009,17.4%
Jagatsinghpur,38,SC,Kanduri Charan Mallik,Janta Party,95566,52045,54.5 %,8779,16.9%
Kissannagar,39,GEN,Batakrishna Jena,Janta Party,88524,45747,51.7 %,13547,29.6%
Mahanga,40,GEN,Pradipta Kishore Das,Janta Party,80575,41893,52.0 %,11404,27.2%
Salepur,41,SC,Kalandi Behera,Janta Party,81891,33921,41.4 %,13728,40.5%
Gobindpur,42,GEN,Panchanan Kanungo,Janta Party,91540,47863,52.3 %,4142,8.7%
Cuttack Sadar,43,GEN,Sangram Keshari Mohapatra,Janta Party,89910,42503,47.3 %,14043,33.0%
Cuttack City,44,GEN,Biswanath Pandit,Janta Party,97749,39128,40.0 %,14418,36.8%
Choudwar,45,GEN,Rajkishore Ram,Janta Party,86413,44444,51.4 %,12553,28.2%
Banki,46,GEN,Jogesh Chandra Rout,Indian National Congress,90316,50743,56.2 %,6086,12.0%
Athgarh,47,GEN,Rasmanjari Devi,Janta Party,91661,41965,45.8 %,6318,15.1%
Baramba,48,GEN,Rajasahib Trilochan Singh Deo,Independent,88889,41896,47.1 %,5319,12.7%
Balipatna,49,SC,Gopinath Bhoi,Janta Party,80544,26405,32.8 %,11518,43.6%
Bhubaneswar,50,GEN,Satyapriya Mohanty,Janta Party,85502,33033,38.6 %,11578,35.0%
Jatni,51,GEN,Sures Kumar Rautra,Janta Party,80857,39739,49.1 %,11557,29.1%
Pipli,52,GEN,Kiran Lekha Mohanty,Janta Party,87192,40365,46.3 %,7940,19.7%
Nimapara,53,SC,Govind Chandra Sethi,Janta Party,90536,40584,44.8 %,4843,11.9%
Kakatpur,54,GEN,Surendra Nath Naik,Janta Party,91335,55361,60.6 %,23231,42.0%
Satyabadi,55,GEN,Chandra Madhab Misra,Janta Party,87669,46170,52.7 %,8693,18.8%
Puri,56,GEN,Braja Kishore Tripathy,Janta Party,95445,39522,41.4 %,13274,33.6%
Brahmagiri,57,GEN,Ajaya Kumar Jena,Janta Party,88748,45113,50.8 %,7437,16.5%
Chilka,58,GEN,Biswa Bhusan Harichandan,Janta Party,94269,50387,53.5 %,7204,14.3%
Khurda,59,GEN,Sudarsan Mohanty,Janta Party,98007,46593,47.5 %,2038,4.4%
Begunia,60,GEN,Chintamani Panigrahi,Indian National Congress,102091,53530,52.4 %,2232,4.2%
Ranpur,61,GEN,Ramesh Chandra Panda,Communist Party Of India (MARXIST),91259,44375,48.6 %,760,1.7%
Nayagarh,62,GEN,Bhagabat Behera,Janta Party,83726,43842,52.4 %,12196,27.8%
Khandapara,63,GEN,Satyasundar Mishra,Independent,81707,41378,50.6 %,950,2.3%
Daspalla,64,GEN,Harihar Karan,Indian National Congress,78441,39682,50.6 %,2282,5.8%
Jaganathprasad,65,SC,Udayanath Naik,Janta Party,95093,21728,22.8 %,7159,32.9%
Bhanjanagar,66,GEN,Jami Subarao Prusty,Janta Party,91841,51821,56.4 %,9671,18.7%
Suruda,67,GEN,Ananta Narayan Singhdeo,Janta Party,92534,55953,60.5 %,8056,14.4%
Aska,68,GEN,Harihar Swain,Janta Party,83691,52562,62.8 %,11071,21.1%
Kavisuryanagar,69,GEN,Tarini Patnaik,Janta Party,99938,45650,45.7 %,2067,4.5%
Kodala,70,GEN,Ram Kruhna Patnaik,Janta Party,98748,56930,57.7 %,4619,8.1%
Khallikote,71,GEN,Sugnana Kumari Deo,Janta Party,95223,44027,46.2 %,12558,28.5%
Chatrapur,72,GEN,Biswanath Sahu,Communist Party Of India,91634,47230,51.5 %,3858,8.2%
Hinjili,73,GEN,Brundaban Nayak,Indian National Congress,94362,44310,47.0 %,8359,18.9%
Gopalpur,74,SC,Ghansyam Behera,Indian National Congress,87088,33512,38.5 %,210,0.6%
Berhampur,75,GEN,Ratnamanjari Debi,Independent,91271,45535,49.9 %,10324,22.7%
Chikati,76,GEN,Jagannath Pati,Janta Party,95241,47925,50.3 %,6160,12.9%
Mohana,77,GEN,Udaya Narayan Dev,Independent,82887,33878,40.9 %,948,2.8%
Ramagiri,78,ST,Gorsango Savara,Indian National Congress,73062,21832,29.9 %,2129,9.8%
Parlakhemundi,79,GEN,Bijaya Kumar Jena,Independent,87100,54355,62.4 %,182,0.3%
Gunupur,80,ST,Bhagirathi Comango,Indian National Congress,91115,33898,37.2 %,6791,20.0%
Bissam-Cuttack,81,ST,Dambarrudhar Ulaka,Indian National Congress,81322,30568,37.6 %,5590,18.3%
Rayagada,82,ST,Ulkaka Ramachandra,Indian National Congress,84530,30844,36.5 %,8097,26.3%
Lakshmipur,83,ST,Akhili Saunta,Janta Party,80344,17904,22.3 %,714,4.0%
Pottangi,84,ST,Jayaram Pangi,Janta Party,85032,14412,16.9 %,784,5.4%
Koraput,85,GEN,Harish Chandra Bazipatra,Janta Party,83339,16969,20.4 %,7505,44.2%
Malkangiri,86,SC,Naka Kannaya,Janta Party,61951,12321,19.9 %,3897,31.6%
Chitrakonda,87,ST,Prahallad Dora,Janta Party,77099,11541,15.0 %,2453,21.3%
Kotpad,88,ST,Basudev Majhi,Indian National Congress,83895,22496,26.8 %,7033,31.3%
Jeypore,89,GEN,Raghunath Patnaik,Indian National Congress,77350,31423,40.6 %,9160,29.2%
Nowrangpur,90,GEN,Habibulla Khan,Indian National Congress,72706,31315,43.1 %,8998,28.7%
Kodinga,91,ST,Domburu Majhi,Indian National Congress,78082,23899,30.6 %,80,0.3%
Dabugam,92,ST,Shyamoghono Majhi,Janta Party,81368,20051,24.6 %,3357,16.7%
Umarkote,93,ST,Rabisingh Majhi,Janta Party,67421,25768,38.2 %,5912,22.9%
Nawapara,94,GEN,Ghansiram Majhi,Janta Party,76648,32062,41.8 %,8490,26.5%
Khariar,95,GEN,Kapil Narayan Tiwari,Independent,76193,29607,38.9 %,9372,31.7%
Dharamgarh,96,SC,Gajanan Nayak,Indian National Congress,79240,26777,33.8 %,1058,4.0%
Koksara,97,GEN,Rasa Behari Behera,Indian National Congress,78293,33700,43.0 %,8086,24.0%
Junagarh,98,GEN,Maheshwar Barad,Indian National Congress,78328,35042,44.7 %,4695,13.4%
Bhawanipatna,99,SC,Dayanidhi Naik,Indian National Congress,83002,26213,31.6 %,6199,23.6%
Narla,100,ST,Tejraj Majhi,Indian National Congress,68728,18941,27.6 %,4615,24.4%
Kesinga,101,GEN,Nagendranath Choudhury,Janta Party,78398,36361,46.4 %,2640,7.3%
Balliguda,102,ST,Sadananda Konhor,Independent,83775,26935,32.2 %,6057,22.5%
Udayagiri,103,ST,Ranjit Kumar Pradhan,Janta Party,88075,28142,32.0 %,3102,11.0%
Phulbani,104,SC,Prahallad Behera,Janta Party,86981,22738,26.1 %,5332,23.4%
Boudh,105,GEN,Natabar Pradhan,Janta Party,93397,55283,59.2 %,11602,21.0%
Titilagarh,106,SC,Lalit Mohan Gandhi,Indian National Congress,83750,25605,30.6 %,12,0.0%
Kantabanji,107,GEN,Prasanna Kumar Pal,Indian National Congress,72355,25033,34.6 %,102,0.4%
Patnagarh,108,GEN,Bibekananda Meher,Janta Party,78701,34146,43.4 %,12130,35.5%
Saintala,109,GEN,Subhash Chandar Bag,Janta Party,78257,22217,28.4 %,2961,13.3%
Loisingha,110,GEN,Ram Prasad Misra,Janta Party,88019,32909,37.4 %,3662,11.1%
Bolangir,111,GEN,Muralidhar Guru,Janta Party,94650,34847,36.8 %,10006,28.7%
Sonepur,112,SC,Debraj Seth,Janta Party,97821,26895,27.5 %,1090,4.1%
Binka,113,GEN,Parakhita Karna,Independent,95913,34792,36.3 %,4139,11.9%
Birmaharajpur,114,GEN,Surendra Pradhan,Janta Party,87706,30611,34.9 %,12618,41.2%
Athmallik,115,GEN,Balakrushna Pattanayak,Janta Party,78932,37831,47.9 %,5530,14.6%
Angul,116,GEN,Adwati Prasad Singh,Janta Party,90171,38665,42.9 %,14542,37.6%
Hindol,117,SC,Trinath Naik,Janta Party,83829,23006,27.4 %,3084,13.4%
Dhenkanal,118,GEN,Nandini Satpathy,Janta Party,81199,40940,50.4 %,27766,67.8%
Gondia,119,GEN,Haldnar Misra,Janta Party,79765,32108,40.3 %,15371,47.9%
Kamakhyanagar,120,GEN,Prasanna Kumar Pattnayak,Janta Party,89290,35942,40.3 %,500,1.4%
Pallahara,121,GEN,Dharanidhar Pradhan,Independent,88509,33689,38.1 %,968,2.9%
Talcher,122,SC,Brundaban Behera,Janta Party,96055,34620,36.0 %,17956,51.9%
Padampur,123,GEN,Bir Bikramaditya Singh Bariha,Janta Party,89504,24726,27.6 %,7359,29.8%
Melchhamunda,124,GEN,Birendra Kumar Sahoo,Janta Party,89091,35104,39.4 %,8289,23.6%
Bijepur,125,GEN,Nityananda Gartia,Janta Party,98960,43259,43.7 %,12776,29.5%
Bhatli,126,SC,Bimbadhar Kuar,Janta Party,94412,34866,36.9 %,3803,10.9%
Bargarh,127,GEN,Nabin Kumar Padhan,Janta Party,100862,42710,42.3 %,11586,27.1%
Sambalpur,128,GEN,Jhasketan Sahoo,Janta Party,106056,44390,41.9 %,4769,10.7%
Brajarajnagar,129,GEN,Upendra Dikshit,Indian National Congress,81683,37050,45.4 %,3216,8.7%
Jharsuguda,130,GEN,Sairindra Nayak,Indian National Congress,96765,39798,41.1 %,2297,5.8%
Laikera,131,ST,Rameshwar Singh Naik,Janta Party,81851,23823,29.1 %,1157,4.9%
Kuchinda,132,ST,Jagateshwar Mirdha,Indian National Congress,79510,24917,31.3 %,1709,6.9%
Rairakhol,133,SC,Basanta Kumar Mohananda,Janta Party,82965,24629,29.7 %,5145,20.9%
Deogarh,134,GEN,Bhanu Ganga Tribhuban Deb,Janta Party,87582,33124,37.8 %,12264,37.0%
