AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Tuipang,1,GEN,Hiphei,Janta Party,6893,5338,77.4 %,743,13.9%
Sangau,2,GEN,H. Rammawi,Peoples Conference,5534,4326,78.2 %,203,4.7%
Saiha,3,GEN,S. Vadyu,Janta Party,8917,5952,66.7 %,140,2.4%
Chawngte,4,GEN,Sneha Kumar,Independent,8771,4756,54.2 %,442,9.3%
Demagiri,5,GEN,Hari Kristo Chakma,Indian National Congress (I),6405,3681,57.5 %,21,0.6%
Buarpui,6,GEN,K. Lalsanga,Peoples Conference,5155,2812,54.5 %,1889,67.2%
Lunglei,7,GEN,Lalhmingthanga,Peoples Conference,9597,6649,69.3 %,1597,24.0%
Tawipui,8,GEN,B. Lalchungunga,Peoples Conference,6707,4692,70.0 %,138,2.9%
Hnahthial,9,GEN,Ellis Saidenga,Peoples Conference,10305,7056,68.5 %,1163,16.5%
N. Vanlaiphai,10,GEN,Ngurchhina,Independent,5519,3621,65.6 %,106,2.9%
Khawbung,11,GEN,J. Ngurdawla,Peoples Conference,7252,4541,62.6 %,45,1.0%
Champhai,12,GEN,Lalthanhawla,Indian National Congress (I),8364,6168,73.7 %,588,9.5%
Khawhai,13,GEN,J. H. Routhuama,Independent,6383,4359,68.3 %,41,0.9%
Saitual,14,GEN,L. Piandenga,Peoples Conference,8901,6232,70.0 %,237,3.8%
Ngopa,15,GEN,P. B. Rosanga,Peoples Conference,7786,5227,67.1 %,1196,22.9%
Suanguilawn,16,GEN,F. Malsawma,Peoples Conference,8232,6584,80.0 %,139,2.1%
Ratu,17,GEN,J. Thankunga,Peoples Conference,7875,5652,71.8 %,967,17.1%
Kawnpui,18,GEN,Kenneth Chawngliana,Peoples Conference,9950,7007,70.4 %,152,2.2%
Kolasib,19,GEN,C. Chawngkunga,Peoples Conference,9408,6510,69.2 %,677,10.4%
Kawrthah,20,GEN,Saikapthianga,Indian National Congress (I),9920,5383,54.3 %,405,7.5%
Sairang,21,GEN,C. Vulluaia,Peoples Conference,8083,5289,65.4 %,502,9.5%
Phuldungsei,22,GEN,P. Lalupa,Independent,6110,4059,66.4 %,998,24.6%
Sateek,23,GEN,Lalthanzauva,Independent,6915,5220,75.5 %,656,12.6%
Serchhip,24,GEN,Bualhranga,Peoples Conference,7687,5772,75.1 %,133,2.3%
Lungpho,25,GEN,K. Biakchungnunga,Peoples Conference,6290,4320,68.7 %,481,11.1%
Tlungvel,26,GEN,C. L. Ruala,Indian National Congress (I),6874,5254,76.4 %,113,2.2%
Aizawl North,27,GEN,Thenphunga Sailo,Peoples Conference,10515,7847,74.6 %,149,1.9%
Aizawl East,28,GEN,Thanmawil,Peoples Conference,10052,6322,62.9 %,42,0.7%
Aizawl West,29,GEN,Zairemthanga,Peoples Conference,10034,6863,68.4 %,1019,14.8%
Aizawl South,30,GEN,Sainghaka,Indian National Congress (I),11510,7852,68.2 %,352,4.5%
