pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,UID
Puducherry,1,GEN,Pondicherry,Ve Vaithilingam,Indian National Congress,1023699,807940,78.90%,136516,16.90%,PY2024PC01
