pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
Ladakh,1,GEN,Ladakh,Mohmad Haneefa,Independent,184808,135524,73.30%,27862,20.60%,MOHMAD JAN,male,55,LA2024PC01
